符合條件商品
資料日期：2022年 10月 27日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/27),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:11 符合檔數(36)
1	,1326.TW,台化,69.4,-0.72,1689,69,0.58,20,投連買
2	,1402.TW,遠東新,31.55,-4.39,10632,32.05,-1.56,20,投連買
3	,2317.TW,鴻海,101,0,15490,104,-2.88,20,投連買
4	,2408.TW,南亞科,51.4,-0.58,5241,55,-6.55,20,投連買
5	,2474.TW,可成,169,-1.74,2651,167.5,0.9,20,投連買
6	,2885.TW,元大金,21.8,-0.91,10786,19.7,10.66,20,投連買
7	,2615.TW,萬海,86.2,-1.15,55180,70.5,22.27,15,投連買
8	,3023.TW,信邦,275.5,-0.18,232,250.5,9.98,14,投連買
9	,4904.TW,遠傳,65.7,-0.3,2525,70.1,-6.28,13,投連買
10	,9910.TW,豐泰,207.5,-1.19,2962,159.5,30.09,13,投連買
11	,6205.TW,詮欣,70.9,-0.7,430,84.7,-16.29,11,投連買
12	,3037.TW,欣興,125,2.46,35224,120.5,3.73,10,投連買
13	,4966.TW,譜瑞-KY,825,0.86,553,715,15.38,9,投連買
14	,3587.TW,閎康,165,3.13,1620,128.5,28.4,8,投連買
15	,5483.TW,中美晶,143.5,-1.37,3418,125.5,14.34,8,投連買
16	,1301.TW,台塑,86.8,-0.46,6046,82.5,5.21,7,投連買
17	,1476.TW,儒鴻,492.5,1.23,1098,424,16.16,7,投連買
18	,1760.TW,寶齡富錦,190,8.57,30709,139,36.69,7,投連買
19	,2376.TW,技嘉,106.5,1.43,5227,93,14.52,7,投連買
20	,5425.TW,台半,75.3,0,4216,74.2,1.48,7,投連買
21	,2015.TW,豐興,65.9,1.85,274,58.4,12.84,6,投連買
22	,2324.TW,仁寶,22.95,0.44,9576,20.6,11.41,6,投連買
23	,2356.TW,英業達,26,0.19,6530,23.55,10.4,6,投連買
24	,2377.TW,微星,119.5,1.7,2513,112,6.7,6,投連買
25	,3289.TW,宜特,77.8,1.7,3592,74.2,4.85,6,投連買
26	,6505.TW,台塑化,80.1,-1.11,1418,82,-2.32,6,投連買
27	,9933.TW,中鼎,41.85,0.6,916,47.35,-11.62,6,投連買
28	,1216.TW,統一,65.9,0,2803,65.8,0.15,5,投連買
29	,2454.TW,聯發科,660,-0.15,2431,589,12.05,5,投連買
30	,2801.TW,彰銀,17.25,-0.29,2566,16.55,4.23,5,投連買
31	,2880.TW,華南金,22.5,-1.1,4175,21.15,6.38,5,投連買
32	,2884.TW,玉山金,24.1,-1.03,10272,23.1,4.33,5,投連買
33	,2886.TW,兆豐金,30.55,-0.97,8425,29.7,2.86,5,投連買
34	,2887.TW,台新金,15.2,0,6593,13.55,12.18,5,投連買
35	,3189.TW,景碩,107,0,9581,104,2.88,5,投連買
36	,5880.TW,合庫金,25.95,-0.76,4866,25.05,3.59,5,投連買
