符合條件商品
資料日期：2022年 12月  1日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/01),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:06 符合檔數(22)
1	,2201.TW,裕隆,59.1,-1.01,17319,67.9,-12.96,13,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,77.6,-9.41,11,投連買
3	,2347.TW,聯強,61,-0.81,2957,59.7,2.18,11,投連買
4	,2353.TW,宏碁,23.15,0.22,5082,24.75,-6.46,11,投連買
5	,2357.TW,華碩,271,-1.63,1392,271.5,-0.18,11,投連買
6	,2881.TW,富邦金,56.7,-0.18,6587,60.4,-6.13,10,投連買
7	,2379.TW,瑞昱,289,-0.52,1352,333,-13.21,8,投連買
8	,2882.TW,國泰金,41.15,1.86,33982,44.15,-6.8,8,投連買
9	,2883.TW,開發金,12.7,-0.78,8936,13.35,-4.87,8,投連買
10	,2885.TW,元大金,21.8,-0.91,10786,22.6,-3.54,8,投連買
11	,2891.TW,中信金,21.9,-1.13,23817,22.6,-3.1,8,投連買
12	,3702.TW,大聯大,47.8,-0.52,2583,48.4,-1.24,8,投連買
13	,5269.TW,祥碩,717,0.14,564,770,-6.88,8,投連買
14	,8454.TW,富邦媒,626,0,570,622,0.64,8,投連買
15	,3661.TW,世芯-KY,803,-1.35,2950,895,-10.28,7,投連買
16	,2002.TW,中鋼,30.7,0.16,37216,29.25,4.96,6,投連買
17	,2454.TW,聯發科,660,-0.15,2431,741,-10.93,6,投連買
18	,3035.TW,智原,159,0.63,7973,175.5,-9.4,6,投連買
19	,4162.TW,智擎,118.5,-2.07,10092,145.5,-18.56,6,投連買
20	,2338.TW,光罩,86.3,0.94,3470,92.2,-6.4,5,投連買
21	,5425.TW,台半,75.3,0,4216,84.6,-10.99,5,投連買
22	,6781.TW,AES-KY,680,1.34,965,855,-20.47,5,投連買
