符合條件商品
資料日期：2022年 10月 31日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/31),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:10 符合檔數(27)
1	,1326.TW,台化,69.4,-0.72,1689,69.5,-0.14,20,投連買
2	,1402.TW,遠東新,31.55,-4.39,10632,32.15,-1.87,20,投連買
3	,2317.TW,鴻海,101,0,15490,102.5,-1.46,20,投連買
4	,2474.TW,可成,169,-1.74,2651,169.5,-0.29,20,投連買
5	,2615.TW,萬海,86.2,-1.15,55180,67.7,27.33,17,投連買
6	,3023.TW,信邦,275.5,-0.18,232,250.5,9.98,16,投連買
7	,9910.TW,豐泰,207.5,-1.19,2962,160.5,29.28,15,投連買
8	,6205.TW,詮欣,70.9,-0.7,430,82.5,-14.06,13,投連買
9	,3037.TW,欣興,125,2.46,35224,124.5,0.4,12,投連買
10	,3587.TW,閎康,165,3.13,1620,137.5,20,10,投連買
11	,1760.TW,寶齡富錦,190,8.57,30709,150.5,26.25,9,投連買
12	,5425.TW,台半,75.3,0,4216,75,0.4,9,投連買
13	,2015.TW,豐興,65.9,1.85,274,56.3,17.05,8,投連買
14	,2324.TW,仁寶,22.95,0.44,9576,21.1,8.77,8,投連買
15	,2356.TW,英業達,26,0.19,6530,24.4,6.56,8,投連買
16	,2377.TW,微星,119.5,1.7,2513,109.5,9.13,8,投連買
17	,6505.TW,台塑化,80.1,-1.11,1418,83,-3.49,8,投連買
18	,1216.TW,統一,65.9,0,2803,65.5,0.61,7,投連買
19	,2801.TW,彰銀,17.25,-0.29,2566,16.6,3.92,7,投連買
20	,3189.TW,景碩,107,0,9581,104.5,2.39,7,投連買
21	,2207.TW,和泰車,592,-0.67,113,584,1.37,6,投連買
22	,2881.TW,富邦金,56.7,-0.18,6587,51,11.18,6,投連買
23	,2912.TW,統一超,268,-1.47,996,268,0,6,投連買
24	,3035.TW,智原,159,0.63,7973,142,11.97,6,投連買
25	,5876.TW,上海商銀,44.25,-0.45,2405,46.4,-4.63,6,投連買
26	,1477.TW,聚陽,238.5,0,510,200,19.25,5,投連買
27	,6412.TW,群電,74.5,2.48,374,69.9,6.58,5,投連買
