符合條件商品
資料日期：2022年  8月 23日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/23),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:25 符合檔數(54)
1	,1101.TW,台泥,34.05,-1.16,23484,39.35,-13.47,20,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,70.1,0.29,20,投連買
3	,2377.TW,微星,119.5,1.7,2513,116.5,2.58,20,投連買
4	,2408.TW,南亞科,51.4,-0.58,5241,53.4,-3.75,20,投連買
5	,2887.TW,台新金,15.2,0,6593,17.35,-4.76,20,投連買
6	,2892.TW,第一金,26.3,-0.38,6392,26.15,0.57,20,投連買
7	,3702.TW,大聯大,47.8,-0.52,2583,50.1,-4.59,20,投連買
8	,5880.TW,合庫金,25.95,-0.76,4866,27,-3.89,20,投連買
9	,2409.TW,友達,15.4,0.65,36394,16,-10.88,18,投連買
10	,2474.TW,可成,169,-1.74,2651,178.5,0.34,18,投連買
11	,2891.TW,中信金,21.9,-1.13,23817,23.8,-7.98,17,投連買
12	,5876.TW,上海商銀,44.25,-0.45,2405,50.6,-12.55,15,投連買
13	,1402.TW,遠東新,31.55,-4.39,10632,30.9,2.1,14,投連買
14	,1326.TW,台化,69.4,-0.72,1689,69.5,-0.14,13,投連買
15	,2383.TW,台光電,176.5,-0.84,2034,174,7.66,9,投連買
16	,3035.TW,智原,159,0.63,7973,190.5,-16.54,9,投連買
17	,3661.TW,世芯-KY,803,-1.35,2950,780,4.25,9,投連買
18	,6269.TW,台郡,99.2,-0.8,645,94.8,4.64,9,投連買
19	,6669.TW,緯穎,819,-1.33,686,755,8.48,9,投連買
20	,8299.TW,群聯,305,-0.81,792,304.5,3.5,9,投連買
21	,1605.TW,華新,46.75,-1.68,42087,37.4,25,8,投連買
22	,2002.TW,中鋼,30.7,0.16,37216,28.8,6.6,8,投連買
23	,2347.TW,聯強,61,-0.81,2957,55.7,9.52,8,投連買
24	,2353.TW,宏碁,23.15,0.22,5082,22.1,4.75,8,投連買
25	,2883.TW,開發金,12.7,-0.78,8936,13.55,-6.27,8,投連買
26	,2885.TW,元大金,21.8,-0.91,10786,20.2,7.92,8,投連買
27	,2890.TW,永豐金,16.7,-4.84,27291,17.25,-3.19,8,投連買
28	,2014.TW,中鴻,27.6,1.1,53751,26.55,3.95,7,投連買
29	,2207.TW,和泰車,592,-0.67,113,598,-1,7,投連買
30	,2327.TW,國巨,460,-1.39,1468,324,13.88,7,投連買
31	,2330.TW,台積電,455,-2.78,26724,504,-8.68,7,投連買
32	,2344.TW,華邦電,20.1,-0.99,9528,22.15,-9.26,7,投連買
33	,2379.TW,瑞昱,289,-0.52,1352,352.5,-10.74,7,投連買
34	,5483.TW,中美晶,143.5,-1.37,3418,166,-13.55,7,投連買
35	,6505.TW,台塑化,80.1,-1.11,1418,84.6,-5.32,7,投連買
36	,1102.TW,亞泥,41.55,0.24,6062,42.55,-2.35,6,投連買
37	,1304.TW,台聚,22.1,1.61,6105,23.65,-6.55,6,投連買
38	,1717.TW,長興,31.5,-1.25,930,32.95,-7.65,6,投連買
39	,2027.TW,大成鋼,43.15,-1.93,15303,39.85,8.28,6,投連買
40	,2352.TW,佳世達,27.5,1.66,4573,29,-5.17,6,投連買
41	,2376.TW,技嘉,106.5,1.43,5227,83.5,27.54,6,投連買
42	,2449.TW,京元電子,36.4,-1.75,4505,37.6,-3.19,6,投連買
43	,2492.TW,華新科,78.7,-1.38,848,92.6,-15.01,6,投連買
44	,2542.TW,興富發,40.35,-3.93,8630,47.65,1.69,6,投連買
45	,2615.TW,萬海,86.2,-1.15,55180,94.6,-8.88,6,投連買
46	,2882.TW,國泰金,41.15,1.86,33982,46.35,-11.22,6,投連買
47	,2915.TW,潤泰全,66.7,0.15,4192,65.2,2.3,6,投連買
48	,6121.TW,新普,288.5,-0.35,276,285.5,5.81,6,投連買
49	,6147.TW,頎邦,58.6,0.51,604,56.5,3.72,6,投連買
50	,6239.TW,力成,81.3,0.62,1926,86.5,-6.01,6,投連買
51	,6712.TW,長聖,205.5,0.49,967,202.5,1.48,6,投連買
52	,2382.TW,廣達,71.2,-0.97,4354,78.3,-9.07,5,投連買
53	,2603.TW,長榮,167.5,-2.33,36972,95.1,-23.9,5,投連買
54	,2609.TW,陽明,67.3,-1.03,57425,83,-18.92,5,投連買
