符合條件商品
資料日期：2022年 10月  6日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/06),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:14 符合檔數(47)
1	,1101.TW,台泥,34.05,-1.16,23484,34.3,-0.73,20,投連買
2	,1605.TW,華新,46.75,-1.68,42087,39.15,19.41,20,投連買
3	,2301.TW,光寶科,64,-0.47,4678,66.4,-3.61,20,投連買
4	,2345.TW,智邦,237.5,-6.5,4085,289,-17.82,20,投連買
5	,2887.TW,台新金,15.2,0,6593,13.7,10.95,20,投連買
6	,2892.TW,第一金,26.3,-0.38,6392,25.8,1.94,20,投連買
7	,3443.TW,創意,726,-0.55,5389,616,17.86,20,投連買
8	,3533.TW,嘉澤,829,0.36,375,814,1.84,20,投連買
9	,1402.TW,遠東新,31.55,-4.39,10632,32.15,-1.87,18,投連買
10	,2347.TW,聯強,61,-0.81,2957,54.9,11.11,18,投連買
11	,2357.TW,華碩,271,-1.63,1392,244,11.07,18,投連買
12	,3034.TW,聯詠,301.5,-0.17,3163,240.5,25.36,18,投連買
13	,2474.TW,可成,169,-1.74,2651,174,-2.87,17,投連買
14	,2886.TW,兆豐金,30.55,-0.97,8425,31.35,-2.55,16,投連買
15	,3045.TW,台灣大,94.8,0,2514,94.4,0.42,16,投連買
16	,2353.TW,宏碁,23.15,0.22,5082,22.4,3.35,14,投連買
17	,2885.TW,元大金,21.8,-0.91,10786,19.7,10.66,14,投連買
18	,1216.TW,統一,65.9,0,2803,66,-0.15,13,投連買
19	,1303.TW,南亞,70.3,-1.54,4616,67.6,3.99,12,投連買
20	,1326.TW,台化,69.4,-0.72,1689,68.8,0.87,12,投連買
21	,2317.TW,鴻海,101,0,15490,107.5,-6.05,12,投連買
22	,2356.TW,英業達,26,0.19,6530,22.85,13.79,11,投連買
23	,2376.TW,技嘉,106.5,1.43,5227,89,19.66,11,投連買
24	,2408.TW,南亞科,51.4,-0.58,5241,50.2,2.39,11,投連買
25	,2880.TW,華南金,22.5,-1.1,4175,22.3,0.9,11,投連買
26	,2890.TW,永豐金,16.7,-4.84,27291,17.15,-2.62,11,投連買
27	,2912.TW,統一超,268,-1.47,996,276.5,-3.07,11,投連買
28	,4966.TW,譜瑞-KY,825,0.86,553,709,16.36,11,投連買
29	,5880.TW,合庫金,25.95,-0.76,4866,26.05,-0.38,11,投連買
30	,2059.TW,川湖,395,-0.63,106,469,-15.78,10,投連買
31	,2324.TW,仁寶,22.95,0.44,9576,21.7,5.76,10,投連買
32	,3017.TW,奇鋐,111,-1.77,2015,116,-4.31,10,投連買
33	,3231.TW,緯創,29.9,-0.83,12268,27,10.74,10,投連買
34	,3702.TW,大聯大,47.8,-0.52,2583,47.7,0.21,10,投連買
35	,2360.TW,致茂,179,0.56,783,186.5,-4.02,9,投連買
36	,3680.TW,家登,254.5,0.79,478,285,-9.36,9,投連買
37	,6789.TW,采鈺,201.5,1.77,576,227.5,-11.43,9,投連買
38	,9910.TW,豐泰,207.5,-1.19,2962,161,28.88,9,投連買
39	,9939.TW,宏全,86.9,2.12,1021,83.3,4.32,9,投連買
40	,2458.TW,義隆,86.1,-1.71,718,85.1,1.18,7,投連買
41	,2327.TW,國巨,460,-1.39,1468,294.5,25.29,6,投連買
42	,2377.TW,微星,119.5,1.7,2513,108,10.65,6,投連買
43	,2891.TW,中信金,21.9,-1.13,23817,20.6,6.31,6,投連買
44	,6415.TW,矽力*-KY,445,1.37,2330,462,-3.68,6,投連買
45	,6643.TW,M31,504,0,3247,393.5,28.08,6,投連買
46	,2454.TW,聯發科,660,-0.15,2431,587,12.44,5,投連買
47	,5871.TW,中租-KY,216.5,0.46,2711,190,13.95,5,投連買
