符合條件商品
資料日期：2021年 11月 19日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/19),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:24 符合檔數(45)
1	,9917.TW,中保科,99.6,1.32,404,105.5,-0.9,17,投連買
2	,2301.TW,光寶科,64,-0.47,4678,61.6,10.1,16,投連買
3	,2883.TW,開發金,12.7,-0.78,8936,16.85,-18.95,16,投連買
4	,2888.TW,新光金,8.75,-0.57,13386,11.25,-18.68,16,投連買
5	,2889.TW,國票金,11.35,0,2314,16.15,-23.05,16,投連買
6	,2892.TW,第一金,26.3,-0.38,6392,23.75,17.31,16,投連買
7	,1326.TW,台化,69.4,-0.72,1689,80.8,-8.73,15,投連買
8	,1210.TW,大成,45.45,1.91,1876,53.2,-7.77,12,投連買
9	,1216.TW,統一,65.9,0,2803,68.2,0.6,12,投連買
10	,2891.TW,中信金,21.9,-1.13,23817,24.25,-4.62,12,投連買
11	,2324.TW,仁寶,22.95,0.44,9576,23.55,5.76,11,投連買
12	,2356.TW,英業達,26,0.19,6530,26.1,5.78,11,投連買
13	,2449.TW,京元電子,36.4,-1.75,4505,43.9,-10.48,11,投連買
14	,2890.TW,永豐金,16.7,-4.84,27291,15.1,17.03,11,投連買
15	,3045.TW,台灣大,94.8,0,2514,100,-1.27,11,投連買
16	,3702.TW,大聯大,47.8,-0.52,2583,50.5,1.38,10,投連買
17	,2338.TW,光罩,86.3,0.94,3470,110.5,-19.85,9,投連買
18	,6669.TW,緯穎,819,-1.33,686,1010,-16.31,9,投連買
19	,2454.TW,聯發科,660,-0.15,2431,1090,-33.43,8,投連買
20	,1215.TW,卜蜂,78.3,0.77,1049,81.5,9.77,7,投連買
21	,1232.TW,大統益,141.5,-0.35,131,167,-12.04,7,投連買
22	,1513.TW,中興電,66,0.15,12515,45,54.57,7,投連買
23	,1904.TW,正隆,27.15,-1.09,381,35.5,-18.35,7,投連買
24	,1907.TW,永豐餘,24.45,-1.21,810,33.8,-22.89,7,投連買
25	,2809.TW,京城銀,33.9,-3.42,3989,41.45,-13.48,7,投連買
26	,2820.TW,華票,14.55,0,290,17.8,-13.6,7,投連買
27	,3005.TW,神基,43.55,0.35,857,54.7,-14.99,7,投連買
28	,3026.TW,禾伸堂,89.9,0,51,120.5,-18.09,7,投連買
29	,3036.TW,文曄,62.7,-0.95,1327,64.9,3.31,7,投連買
30	,5434.TW,崇越,167.5,0.9,197,149,18.71,7,投連買
31	,5469.TW,瀚宇博,31.65,-0.94,479,45.7,-25.6,7,投連買
32	,5522.TW,遠雄,58.5,0.34,1205,67.5,-3.51,7,投連買
33	,6005.TW,群益證,11.1,0,1344,16.7,-23.55,7,投連買
34	,6202.TW,盛群,67.6,0,761,109.5,-31.47,7,投連買
35	,6214.TW,精誠,70,-0.28,922,87.4,-14.21,7,投連買
36	,6257.TW,矽格,48.85,0.31,824,61.9,-14.07,7,投連買
37	,6412.TW,群電,74.5,2.48,374,78.4,1.55,7,投連買
38	,8422.TW,可寧衛,177.5,0,124,235.5,-20.49,7,投連買
39	,2603.TW,長榮,167.5,-2.33,36972,117,-25.84,6,投連買
40	,3044.TW,健鼎,96,1.59,1391,121.5,-15.46,6,投連買
41	,3533.TW,嘉澤,829,0.36,375,705,20.54,6,投連買
42	,6457.TW,紘康,62.5,-1.26,183,211.5,-66.1,6,投連買
43	,3152.TW,璟德,179.5,-0.28,16,393.5,-52.23,5,投連買
44	,4961.TW,天鈺,117,0.86,1402,268.5,-49.9,5,投連買
45	,6756.TW,威鋒電子,191,-2.05,282,610,-67.83,5,投連買
