符合條件商品
資料日期：2022年  9月 14日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/14),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:17 符合檔數(42)
1	,1101.TW,台泥,34.05,-1.16,23484,39.65,-14.12,20,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,67.6,3.99,20,投連買
3	,1326.TW,台化,69.4,-0.72,1689,68.1,1.91,20,投連買
4	,1717.TW,長興,31.5,-1.25,930,34.4,-11.54,20,投連買
5	,2002.TW,中鋼,30.7,0.16,37216,29.3,4.78,20,投連買
6	,2207.TW,和泰車,592,-0.67,113,596,-0.67,20,投連買
7	,2353.TW,宏碁,23.15,0.22,5082,21.85,5.95,20,投連買
8	,2377.TW,微星,119.5,1.7,2513,120,-0.42,20,投連買
9	,2383.TW,台光電,176.5,-0.84,2034,166.5,6.01,20,投連買
10	,2615.TW,萬海,86.2,-1.15,55180,79.1,8.98,20,投連買
11	,2890.TW,永豐金,16.7,-4.84,27291,18,-7.22,20,投連買
12	,2892.TW,第一金,26.3,-0.38,6392,26.4,-0.38,20,投連買
13	,3661.TW,世芯-KY,803,-1.35,2950,953,-14.67,20,投連買
14	,5880.TW,合庫金,25.95,-0.76,4866,27.05,-4.07,20,投連買
15	,2801.TW,彰銀,17.25,-0.29,2566,17.4,-0.86,19,投連買
16	,2880.TW,華南金,22.5,-1.1,4175,22.9,-1.75,19,投連買
17	,2301.TW,光寶科,64,-0.47,4678,67,-4.48,16,投連買
18	,1216.TW,統一,65.9,0,2803,67,-1.64,13,投連買
19	,3008.TW,大立光,2140,0,324,1940,10.31,13,投連買
20	,2303.TW,聯電,41.95,-2.1,34060,40.15,4.48,12,投連買
21	,9942.TW,茂順,109.5,2.34,477,106.5,2.82,12,投連買
22	,2887.TW,台新金,15.2,0,6593,14.85,2.36,11,投連買
23	,2360.TW,致茂,179,0.56,783,200,-10.5,10,投連買
24	,6285.TW,啟碁,80.8,-2.3,4232,85,-4.94,9,投連買
25	,2912.TW,統一超,268,-1.47,996,281.5,-4.8,8,投連買
26	,3443.TW,創意,726,-0.55,5389,597,21.61,8,投連買
27	,3533.TW,嘉澤,829,0.36,375,784,5.74,8,投連買
28	,4904.TW,遠傳,65.7,-0.3,2525,73.5,-10.61,8,投連買
29	,2308.TW,台達電,281,-1.92,5149,268,4.85,7,投連買
30	,3665.TW,貿聯-KY,251,-2.33,1391,321.5,-21.93,7,投連買
31	,9802.TW,鈺齊-KY,162,0.31,3063,201.5,-18.41,7,投連買
32	,1605.TW,華新,46.75,-1.68,42087,41.25,13.33,6,投連買
33	,2376.TW,技嘉,106.5,1.43,5227,91,17.03,6,投連買
34	,2609.TW,陽明,67.3,-1.03,57425,71.8,-6.27,6,投連買
35	,5434.TW,崇越,167.5,0.9,197,164.5,1.82,6,投連買
36	,5483.TW,中美晶,143.5,-1.37,3418,165,-13.03,6,投連買
37	,9939.TW,宏全,86.9,2.12,1021,83,4.7,6,投連買
38	,1536.TW,和大,70.4,-0.56,752,95,-25.89,5,投連買
39	,2345.TW,智邦,237.5,-6.5,4085,286.5,-17.1,5,投連買
40	,5274.TW,信驊,1830,0.83,312,2105,-13.06,5,投連買
41	,6533.TW,晶心科,494.5,-1.69,4905,425.5,16.22,5,投連買
42	,8069.TW,元太,167,-1.47,11565,242.5,-31.13,5,投連買
