符合條件商品
資料日期：2022年  8月 26日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/26),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:21 符合檔數(94)
1	,1101.TW,台泥,34.05,-1.16,23484,39.65,-14.12,20,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,70.2,0.14,20,投連買
3	,2377.TW,微星,119.5,1.7,2513,116.5,2.58,20,投連買
4	,2408.TW,南亞科,51.4,-0.58,5241,53.5,-3.93,20,投連買
5	,2474.TW,可成,169,-1.74,2651,183,-2.13,20,投連買
6	,2887.TW,台新金,15.2,0,6593,15.6,-2.56,20,投連買
7	,2891.TW,中信金,21.9,-1.13,23817,23.85,-8.18,20,投連買
8	,2892.TW,第一金,26.3,-0.38,6392,26.65,-1.31,20,投連買
9	,3702.TW,大聯大,47.8,-0.52,2583,51,-6.27,20,投連買
10	,5880.TW,合庫金,25.95,-0.76,4866,27.45,-5.46,20,投連買
11	,5876.TW,上海商銀,44.25,-0.45,2405,50.4,-12.2,18,投連買
12	,1402.TW,遠東新,31.55,-4.39,10632,31.65,-0.32,17,投連買
13	,1326.TW,台化,69.4,-0.72,1689,69.9,-0.72,16,投連買
14	,2383.TW,台光電,176.5,-0.84,2034,165.5,6.65,12,投連買
15	,3035.TW,智原,159,0.63,7973,191,-16.75,12,投連買
16	,3661.TW,世芯-KY,803,-1.35,2950,828,-1.79,12,投連買
17	,6269.TW,台郡,99.2,-0.8,645,93.8,5.76,12,投連買
18	,6669.TW,緯穎,819,-1.33,686,776,5.54,12,投連買
19	,1605.TW,華新,46.75,-1.68,42087,38.95,20.03,11,投連買
20	,2002.TW,中鋼,30.7,0.16,37216,29.25,4.96,11,投連買
21	,2347.TW,聯強,61,-0.81,2957,56,8.93,11,投連買
22	,2353.TW,宏碁,23.15,0.22,5082,22.4,3.35,11,投連買
23	,2883.TW,開發金,12.7,-0.78,8936,13.75,-7.64,11,投連買
24	,2885.TW,元大金,21.8,-0.91,10786,20.4,6.86,11,投連買
25	,2890.TW,永豐金,16.7,-4.84,27291,17.45,-4.3,11,投連買
26	,2014.TW,中鴻,27.6,1.1,53751,27.05,2.03,10,投連買
27	,2207.TW,和泰車,592,-0.67,113,607,-2.47,10,投連買
28	,2327.TW,國巨,460,-1.39,1468,332,11.14,10,投連買
29	,2344.TW,華邦電,20.1,-0.99,9528,22.6,-11.06,10,投連買
30	,5483.TW,中美晶,143.5,-1.37,3418,166.5,-13.81,10,投連買
31	,6505.TW,台塑化,80.1,-1.11,1418,86.4,-7.29,10,投連買
32	,1102.TW,亞泥,41.55,0.24,6062,42.8,-2.92,9,投連買
33	,1304.TW,台聚,22.1,1.61,6105,24.15,-8.49,9,投連買
34	,1717.TW,長興,31.5,-1.25,930,33.3,-8.62,9,投連買
35	,2027.TW,大成鋼,43.15,-1.93,15303,40.45,6.67,9,投連買
36	,2352.TW,佳世達,27.5,1.66,4573,29.35,-6.3,9,投連買
37	,2376.TW,技嘉,106.5,1.43,5227,87,22.41,9,投連買
38	,2449.TW,京元電子,36.4,-1.75,4505,37.85,-3.83,9,投連買
39	,2492.TW,華新科,78.7,-1.38,848,95,-17.16,9,投連買
40	,2542.TW,興富發,40.35,-3.93,8630,48.2,0.52,9,投連買
41	,2615.TW,萬海,86.2,-1.15,55180,93.1,-7.41,9,投連買
42	,2882.TW,國泰金,41.15,1.86,33982,46.75,-11.98,9,投連買
43	,2915.TW,潤泰全,66.7,0.15,4192,66.8,-0.15,9,投連買
44	,6121.TW,新普,288.5,-0.35,276,288,4.89,9,投連買
45	,6147.TW,頎邦,58.6,0.51,604,57.7,1.56,9,投連買
46	,6239.TW,力成,81.3,0.62,1926,87.3,-6.87,9,投連買
47	,6712.TW,長聖,205.5,0.49,967,212.5,-3.29,9,投連買
48	,2382.TW,廣達,71.2,-0.97,4354,79,-9.87,8,投連買
49	,2609.TW,陽明,67.3,-1.03,57425,83.4,-19.3,8,投連買
50	,2801.TW,彰銀,17.25,-0.29,2566,17.65,-2.27,7,投連買
51	,2880.TW,華南金,22.5,-1.1,4175,23.2,-3.02,7,投連買
52	,2886.TW,兆豐金,30.55,-0.97,8425,35.85,-14.78,7,投連買
53	,3034.TW,聯詠,301.5,-0.17,3163,265,13.77,7,投連買
54	,3481.TW,群創,11.1,0,42046,11.9,-7.11,7,投連買
55	,3707.TW,漢磊,86.9,0,3034,115.5,-24.76,7,投連買
56	,6477.TW,安集,45.15,0.22,708,58.3,-22.56,7,投連買
57	,8069.TW,元太,167,-1.47,11565,240,-30.42,7,投連買
58	,9933.TW,中鼎,41.85,0.6,916,45.95,-8.92,7,投連買
59	,1319.TW,東陽,41.05,0.37,2564,52.8,-22.25,6,投連買
60	,2313.TW,華通,45.95,-1.08,9582,52.4,-12.31,6,投連買
61	,2324.TW,仁寶,22.95,0.44,9576,23,-0.22,6,投連買
62	,2356.TW,英業達,26,0.19,6530,23.75,9.47,6,投連買
63	,2357.TW,華碩,271,-1.63,1392,258.5,4.84,6,投連買
64	,2888.TW,新光金,8.75,-0.57,13386,9.01,-2.89,6,投連買
65	,3036.TW,文曄,62.7,-0.95,1327,66,-5,6,投連買
