符合條件商品
資料日期：2022年 12月 23日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	連買次數,	主融外自投
執行時間：2022-12-25 15:58 符合檔數(50)
1	,2891.TW,中信金,21.9,-1.13,23817,20,投連買
2	,2327.TW,國巨,460,-1.39,1468,19,投連買
3	,6146.TW,耕興,231,2.21,247,11,投連買
4	,1605.TW,華新,46.75,-1.68,42087,9,投連買
5	,2597.TW,潤弘,121.5,0,132,9,投連買
6	,2637.TW,慧洋-KY,64.8,-3.28,13996,9,投連買
7	,2903.TW,遠百,21.6,0.47,1990,9,投連買
8	,1305.TW,華夏,26.5,1.15,17566,8,投連買
9	,2337.TW,旺宏,35,0.57,15889,8,投連買
10	,2379.TW,瑞昱,289,-0.52,1352,8,投連買
11	,2395.TW,研華,333,-1.48,273,8,投連買
12	,2404.TW,漢唐,182,-2.41,755,8,投連買
13	,3042.TW,晶技,83,0.73,539,8,投連買
14	,3218.TW,大學光,290,0.17,438,8,投連買
15	,5871.TW,中租-KY,216.5,0.46,2711,8,投連買
16	,2031.TW,新光鋼,44,-0.56,5573,7,投連買
17	,2603.TW,長榮,167.5,-2.33,36972,7,投連買
18	,2606.TW,裕民,50.1,-3.47,10468,7,投連買
19	,2615.TW,萬海,86.2,-1.15,55180,7,投連買
20	,2809.TW,京城銀,33.9,-3.42,3989,7,投連買
21	,3293.TW,鈊象,425.5,-0.23,3602,7,投連買
22	,1301.TW,台塑,86.8,-0.46,6046,6,投連買
23	,1303.TW,南亞,70.3,-1.54,4616,6,投連買
24	,1326.TW,台化,69.4,-0.72,1689,6,投連買
25	,1402.TW,遠東新,31.55,-4.39,10632,6,投連買
26	,1802.TW,台玻,21.2,0.24,12096,6,投連買
27	,2317.TW,鴻海,101,0,15490,6,投連買
28	,2353.TW,宏碁,23.15,0.22,5082,6,投連買
29	,2383.TW,台光電,176.5,-0.84,2034,6,投連買
30	,2412.TW,中華電,112.5,-0.44,6521,6,投連買
31	,2474.TW,可成,169,-1.74,2651,6,投連買
32	,2542.TW,興富發,40.35,-3.93,8630,6,投連買
33	,2610.TW,華航,19,-1.55,26392,6,投連買
34	,2885.TW,元大金,21.8,-0.91,10786,6,投連買
35	,2890.TW,永豐金,16.7,-4.84,27291,6,投連買
36	,2915.TW,潤泰全,66.7,0.15,4192,6,投連買
37	,3017.TW,奇鋐,111,-1.77,2015,6,投連買
38	,3189.TW,景碩,107,0,9581,6,投連買
39	,3231.TW,緯創,29.9,-0.83,12268,6,投連買
40	,3706.TW,神達,29.7,-0.17,1384,6,投連買
41	,4958.TW,臻鼎-KY,108,-1.37,2633,6,投連買
42	,5269.TW,祥碩,717,0.14,564,6,投連買
43	,5347.TW,世界,81.5,-1.69,3288,6,投連買
44	,6239.TW,力成,81.3,0.62,1926,6,投連買
45	,6770.TW,力積電,33.3,-0.3,10173,6,投連買
46	,8150.TW,南茂,32.9,1.23,1428,6,投連買
47	,8436.TW,大江,174.5,-3.32,9916,6,投連買
48	,2883.TW,開發金,12.7,-0.78,8936,5,投連買
49	,6719.TW,力智,256,-0.97,769,5,投連買
50	,8255.TW,朋程,177,5.04,12777,5,投連買
