符合條件商品
資料日期：2021年 11月 15日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/15),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:24 符合檔數(27)
1	,9917.TW,中保科,99.6,1.32,404,106,-1.37,13,投連買
2	,2301.TW,光寶科,64,-0.47,4678,61.8,9.76,12,投連買
3	,2376.TW,技嘉,106.5,1.43,5227,136,-9.99,12,投連買
4	,2883.TW,開發金,12.7,-0.78,8936,15.6,-12.47,12,投連買
5	,2888.TW,新光金,8.75,-0.57,13386,10.1,-9.42,12,投連買
6	,2889.TW,國票金,11.35,0,2314,15.8,-21.34,12,投連買
7	,2892.TW,第一金,26.3,-0.38,6392,23.5,18.58,12,投連買
8	,1326.TW,台化,69.4,-0.72,1689,81.3,-9.29,11,投連買
9	,1210.TW,大成,45.45,1.91,1876,52.4,-6.37,8,投連買
10	,1216.TW,統一,65.9,0,2803,68,0.89,8,投連買
11	,2891.TW,中信金,21.9,-1.13,23817,24,-3.61,8,投連買
12	,1476.TW,儒鴻,492.5,1.23,1098,650,-21.95,7,投連買
13	,2324.TW,仁寶,22.95,0.44,9576,23.7,5.13,7,投連買
14	,2347.TW,聯強,61,-0.81,2957,57.8,13.64,7,投連買
15	,2352.TW,佳世達,27.5,1.66,4573,31.2,-4.01,7,投連買
16	,2356.TW,英業達,26,0.19,6530,26.65,3.59,7,投連買
17	,2449.TW,京元電子,36.4,-1.75,4505,42.15,-6.76,7,投連買
18	,2890.TW,永豐金,16.7,-4.84,27291,14.7,20.14,7,投連買
19	,3045.TW,台灣大,94.8,0,2514,99.7,-0.97,7,投連買
20	,6176.TW,瑞儀,106,0.47,1064,97.9,17.94,7,投連買
21	,2344.TW,華邦電,20.1,-0.99,9528,30.15,-30.76,6,投連買
22	,2915.TW,潤泰全,66.7,0.15,4192,110.5,-34.56,6,投連買
23	,3702.TW,大聯大,47.8,-0.52,2583,52,-1.54,6,投連買
24	,6279.TW,胡連,149.5,-1.64,1303,141.5,9.02,6,投連買
25	,2338.TW,光罩,86.3,0.94,3470,104,-14.83,5,投連買
26	,6271.TW,同欣電,201,-4.29,2372,302.5,-36.87,5,投連買
27	,6669.TW,緯穎,819,-1.33,686,971,-12.95,5,投連買
