符合條件商品
資料日期：2022年  9月  7日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/07),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:17 符合檔數(70)
1	,1101.TW,台泥,34.05,-1.16,23484,39.7,-14.23,20,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,66.8,5.24,20,投連買
3	,1326.TW,台化,69.4,-0.72,1689,67,3.58,20,投連買
4	,1402.TW,遠東新,31.55,-4.39,10632,31.5,0.16,20,投連買
5	,2377.TW,微星,119.5,1.7,2513,110,8.64,20,投連買
6	,2383.TW,台光電,176.5,-0.84,2034,170.5,3.52,20,投連買
7	,2408.TW,南亞科,51.4,-0.58,5241,50.6,1.58,20,投連買
8	,2892.TW,第一金,26.3,-0.38,6392,26.2,0.38,20,投連買
9	,3661.TW,世芯-KY,803,-1.35,2950,846,-3.88,20,投連買
10	,3702.TW,大聯大,47.8,-0.52,2583,50.4,-5.16,20,投連買
11	,5876.TW,上海商銀,44.25,-0.45,2405,48.55,-8.86,20,投連買
12	,5880.TW,合庫金,25.95,-0.76,4866,26.95,-3.71,20,投連買
13	,2002.TW,中鋼,30.7,0.16,37216,28.75,6.78,19,投連買
14	,2347.TW,聯強,61,-0.81,2957,55.5,9.91,19,投連買
15	,2353.TW,宏碁,23.15,0.22,5082,20.75,11.57,19,投連買
16	,2883.TW,開發金,12.7,-0.78,8936,12.85,-1.17,19,投連買
17	,2885.TW,元大金,21.8,-0.91,10786,20.35,7.13,19,投連買
18	,2890.TW,永豐金,16.7,-4.84,27291,17.45,-4.3,19,投連買
19	,2207.TW,和泰車,592,-0.67,113,582,1.72,18,投連買
20	,2327.TW,國巨,460,-1.39,1468,316,16.76,18,投連買
21	,2344.TW,華邦電,20.1,-0.99,9528,20.4,-1.47,18,投連買
22	,6505.TW,台塑化,80.1,-1.11,1418,80.6,-0.62,18,投連買
23	,1102.TW,亞泥,41.55,0.24,6062,43.75,-5.03,17,投連買
24	,1304.TW,台聚,22.1,1.61,6105,22.3,-0.9,17,投連買
25	,1717.TW,長興,31.5,-1.25,930,31.6,-3.7,17,投連買
26	,2492.TW,華新科,78.7,-1.38,848,84.2,-6.53,17,投連買
27	,2615.TW,萬海,86.2,-1.15,55180,74.5,15.7,17,投連買
28	,2882.TW,國泰金,41.15,1.86,33982,43.15,-4.63,17,投連買
