符合條件商品
資料日期：2022年  5月 18日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/18),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:40 符合檔數(38)
1	,1216.TW,統一,65.9,0,2803,65.1,5.39,20,投連買
2	,1402.TW,遠東新,31.55,-4.39,10632,31.25,5.98,20,投連買
3	,2301.TW,光寶科,64,-0.47,4678,63.4,3.21,20,投連買
4	,2377.TW,微星,119.5,1.7,2513,131,-0.59,20,投連買
5	,2408.TW,南亞科,51.4,-0.58,5241,67.2,-18.2,20,投連買
6	,2885.TW,元大金,21.8,-0.91,10786,24.05,-0.23,20,投連買
7	,2890.TW,永豐金,16.7,-4.84,27291,17.5,0.97,20,投連買
8	,3045.TW,台灣大,94.8,0,2514,107.5,-8.16,20,投連買
9	,2356.TW,英業達,26,0.19,6530,26.2,5.39,19,投連買
10	,3702.TW,大聯大,47.8,-0.52,2583,54.6,-6.24,19,投連買
11	,2317.TW,鴻海,101,0,15490,107,-0.74,18,投連買
12	,1303.TW,南亞,70.3,-1.54,4616,82.5,-6.04,17,投連買
13	,2353.TW,宏碁,23.15,0.22,5082,28.85,-11.81,17,投連買
14	,2347.TW,聯強,61,-0.81,2957,73.3,-10.39,15,投連買
15	,2892.TW,第一金,26.3,-0.38,6392,26.35,5.75,15,投連買
16	,3532.TW,台勝科,142,-2.07,1152,246,-41.43,11,投連買
17	,8155.TW,博智,108,-1.37,385,169.5,-33.07,9,投連買
18	,3596.TW,智易,98.3,-0.2,490,122.5,-14.44,8,投連買
19	,3017.TW,奇鋐,111,-1.77,2015,109,5.72,7,投連買
20	,3661.TW,世芯-KY,803,-1.35,2950,949,-14.31,7,投連買
21	,4919.TW,新唐,117,-2.09,4502,171.5,-28.8,7,投連買
22	,5347.TW,世界,81.5,-1.69,3288,107.5,-19.23,7,投連買
23	,6781.TW,AES-KY,680,1.34,965,1085,-36.41,7,投連買
24	,1795.TW,美時,232,0.22,11755,129,82.49,6,投連買
25	,2345.TW,智邦,237.5,-6.5,4085,230,5.77,6,投連買
26	,2887.TW,台新金,15.2,0,6593,17.25,-4.16,6,投連買
27	,4966.TW,譜瑞-KY,825,0.86,553,1495,-43.71,6,投連買
28	,5388.TW,中磊,77.4,-0.13,1579,78,-0.77,6,投連買
29	,1326.TW,台化,69.4,-0.72,1689,79.2,-6.9,5,投連買
30	,2344.TW,華邦電,20.1,-0.99,9528,29.2,-28.5,5,投連買
31	,2615.TW,萬海,86.2,-1.15,55180,147.5,-26.94,5,投連買
32	,2801.TW,彰銀,17.25,-0.29,2566,18.15,-1.32,5,投連買
33	,2880.TW,華南金,22.5,-1.1,4175,22.9,4.94,5,投連買
34	,2883.TW,開發金,12.7,-0.78,8936,16.35,-16.45,5,投連買
35	,3036.TW,文曄,62.7,-0.95,1327,72.2,-7.14,5,投連買
36	,3529.TW,力旺,1350,1.12,770,1410,-3.09,5,投連買
37	,5880.TW,合庫金,25.95,-0.76,4866,27.3,1.49,5,投連買
38	,6488.TW,環球晶,435.5,-2.57,2065,575,-22.84,5,投連買
