符合條件商品
資料日期：2022年  3月 23日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/23),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:49 符合檔數(34)
1	,2884.TW,玉山金,24.1,-1.03,10272,31.7,-16.95,20,投連買
2	,3006.TW,晶豪科,66.2,0,3117,178,-59.13,19,投連買
3	,2014.TW,中鴻,27.6,1.1,53751,48.5,-36.94,17,投連買
4	,1560.TW,中砂,109.5,-1.35,2814,133,-15.84,16,投連買
5	,2891.TW,中信金,21.9,-1.13,23817,29.2,-20.77,14,投連買
6	,3231.TW,緯創,29.9,-0.83,12268,29.8,9.52,14,投連買
7	,3702.TW,大聯大,47.8,-0.52,2583,56.3,-9.07,14,投連買
8	,4958.TW,臻鼎-KY,108,-1.37,2633,109.5,3.28,14,投連買
9	,2382.TW,廣達,71.2,-0.97,4354,92.7,-16.7,13,投連買
10	,3481.TW,群創,11.1,0,42046,17.35,-30.32,13,投連買
11	,3707.TW,漢磊,86.9,0,3034,130.5,-33.14,13,投連買
12	,2449.TW,京元電子,36.4,-1.75,4505,43,-8.59,12,投連買
13	,2313.TW,華通,45.95,-1.08,9582,49.4,-3.45,11,投連買
14	,2002.TW,中鋼,30.7,0.16,37216,40,-14.82,10,投連買
15	,2606.TW,裕民,50.1,-3.47,10468,61.8,-13.07,10,投連買
16	,2324.TW,仁寶,22.95,0.44,9576,26.75,-6.86,9,投連買
17	,2356.TW,英業達,26,0.19,6530,25.05,10.22,9,投連買
18	,2409.TW,友達,15.4,0.65,36394,21.3,-28.27,9,投連買
19	,1101.TW,台泥,34.05,-1.16,23484,49.65,-22.72,8,投連買
20	,2347.TW,聯強,61,-0.81,2957,74.9,-12.31,8,投連買
21	,2441.TW,超豐,48.2,-2.33,4006,75.4,-30.78,8,投連買
22	,2883.TW,開發金,12.7,-0.78,8936,19,-28.13,8,投連買
23	,2886.TW,兆豐金,30.55,-0.97,8425,42.35,-23.16,8,投連買
24	,8255.TW,朋程,177,5.04,12777,241,-24.39,8,投連買
25	,1102.TW,亞泥,41.55,0.24,6062,48.1,-6.46,6,投連買
26	,2337.TW,旺宏,35,0.57,15889,42.3,-11.84,6,投連買
27	,2368.TW,金像電,88.4,-1.12,3685,84,-1.44,6,投連買
28	,2377.TW,微星,119.5,1.7,2513,137,-4.95,6,投連買
29	,3653.TW,健策,369.5,-0.81,1389,393,5.58,6,投連買
30	,4919.TW,新唐,117,-2.09,4502,175.5,-30.42,6,投連買
31	,5871.TW,中租-KY,216.5,0.46,2711,255,-8.41,6,投連買
32	,6488.TW,環球晶,435.5,-2.57,2065,673,-34.08,6,投連買
33	,6491.TW,晶碩,404.5,-1.94,432,495.5,-16.69,5,投連買
34	,8069.TW,元太,167,-1.47,11565,157,8.21,5,投連買
