符合條件商品
資料日期：2021年 11月 22日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/22),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 17:23 符合檔數(27)
1	,9917.TW,中保科,99.6,1.32,404,104.5,0.05,18,投連買
2	,2883.TW,開發金,12.7,-0.78,8936,16.7,-18.22,17,投連買
3	,2888.TW,新光金,8.75,-0.57,13386,11.4,-19.8,17,投連買
4	,2889.TW,國票金,11.35,0,2314,16.1,-22.79,17,投連買
5	,2892.TW,第一金,26.3,-0.38,6392,23.7,17.57,17,投連買
6	,1326.TW,台化,69.4,-0.72,1689,80.2,-8.06,16,投連買
7	,1210.TW,大成,45.45,1.91,1876,53,-7.43,13,投連買
8	,1216.TW,統一,65.9,0,2803,67.5,1.63,13,投連買
9	,2891.TW,中信金,21.9,-1.13,23817,24.4,-5.19,13,投連買
10	,2890.TW,永豐金,16.7,-4.84,27291,15.2,16.21,12,投連買
11	,2338.TW,光罩,86.3,0.94,3470,106,-16.44,10,投連買
12	,6669.TW,緯穎,819,-1.33,686,1030,-17.94,10,投連買
13	,2454.TW,聯發科,660,-0.15,2431,1080,-32.81,9,投連買
14	,8422.TW,可寧衛,177.5,0,124,241.5,-22.46,8,投連買
15	,2603.TW,長榮,167.5,-2.33,36972,119.5,-27.39,7,投連買
16	,3533.TW,嘉澤,829,0.36,375,709,19.86,7,投連買
17	,6457.TW,紘康,62.5,-1.26,183,214.5,-66.57,7,投連買
18	,3152.TW,璟德,179.5,-0.28,16,393,-52.17,6,投連買
19	,4961.TW,天鈺,117,0.86,1402,265.5,-49.33,6,投連買
20	,1227.TW,佳格,39.4,-0.51,249,51.7,-20.36,5,投連買
21	,1402.TW,遠東新,31.55,-4.39,10632,29.15,13.61,5,投連買
22	,2881.TW,富邦金,56.7,-0.18,6587,74.4,-14.95,5,投連買
23	,2882.TW,國泰金,41.15,1.86,33982,61.1,-27.55,5,投連買
24	,3481.TW,群創,11.1,0,42046,18.9,-36.02,5,投連買
25	,3483.TW,力致,54.3,0.18,103,95.7,-40.43,5,投連買
26	,6592.TW,和潤企業,100,-0.99,209,91.4,14.1,5,投連買
27	,9941.TW,裕融,156.5,0,327,171.5,9.59,5,投連買
