符合條件商品
資料日期：2022年  8月  9日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/09),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:27 符合檔數(81)
1	,1101.TW,台泥,34.05,-1.16,23484,38.75,-12.13,20,投連買
2	,2377.TW,微星,119.5,1.7,2513,116,12.26,20,投連買
3	,2382.TW,廣達,71.2,-0.97,4354,80.5,-11.55,20,投連買
4	,3702.TW,大聯大,47.8,-0.52,2583,51.1,-6.46,20,投連買
5	,1102.TW,亞泥,41.55,0.24,6062,41.25,0.73,18,投連買
6	,2014.TW,中鴻,27.6,1.1,53751,25.5,8.24,18,投連買
7	,2002.TW,中鋼,30.7,0.16,37216,28,9.64,17,投連買
8	,2441.TW,超豐,48.2,-2.33,4006,62,-15.81,17,投連買
9	,2880.TW,華南金,22.5,-1.1,4175,23.9,0.58,17,投連買
10	,2890.TW,永豐金,16.7,-4.84,27291,17.7,-0.18,17,投連買
11	,2892.TW,第一金,26.3,-0.38,6392,25.9,1.54,17,投連買
12	,3036.TW,文曄,62.7,-0.95,1327,64.5,-2.79,17,投連買
13	,5522.TW,遠雄,58.5,0.34,1205,63.5,-4.41,17,投連買
14	,5880.TW,合庫金,25.95,-0.76,4866,28.5,-2.81,17,投連買
15	,2356.TW,英業達,26,0.19,6530,24.45,6.34,16,投連買
16	,3711.TW,日月光投控,93.8,-3.6,11870,87.7,6.96,16,投連買
17	,2887.TW,台新金,15.2,0,6593,15.9,3.97,15,投連買
18	,2385.TW,群光,87.2,0.11,1118,85.3,2.23,13,投連買
19	,3680.TW,家登,254.5,0.79,478,251.5,2.72,13,投連買
20	,6829.TW,千附精密,73.2,0.69,155,75,-2.4,13,投連買
21	,1303.TW,南亞,70.3,-1.54,4616,67,4.93,12,投連買
22	,2301.TW,光寶科,64,-0.47,4678,68.1,-3.9,12,投連買
23	,2324.TW,仁寶,22.95,0.44,9576,23.1,-0.65,12,投連買
24	,2330.TW,台積電,455,-2.78,26724,510,-9.75,12,投連買
25	,2347.TW,聯強,61,-0.81,2957,55.2,10.51,12,投連買
26	,2353.TW,宏碁,23.15,0.22,5082,22.5,2.89,12,投連買
27	,2357.TW,華碩,271,-1.63,1392,281,-3.56,12,投連買
28	,2408.TW,南亞科,51.4,-0.58,5241,52.9,-2.84,12,投連買
29	,2606.TW,裕民,50.1,-3.47,10468,41.3,21.31,12,投連買
30	,2881.TW,富邦金,56.7,-0.18,6587,57.9,2.83,12,投連買
31	,2885.TW,元大金,21.8,-0.91,10786,20.65,8.73,12,投連買
32	,3034.TW,聯詠,301.5,-0.17,3163,260,15.96,12,投連買
33	,3045.TW,台灣大,94.8,0,2514,101,-6.14,12,投連買
34	,4904.TW,遠傳,65.7,-0.3,2525,77.2,-14.9,12,投連買
35	,1513.TW,中興電,66,0.15,12515,58.4,13.01,11,投連買
36	,2308.TW,台達電,281,-1.92,5149,265,6.04,11,投連買
37	,2609.TW,陽明,67.3,-1.03,57425,93.3,-27.87,11,投連買
38	,2888.TW,新光金,8.75,-0.57,13386,8.73,0.23,11,投連買
39	,3081.TW,聯亞,110.5,-0.9,1673,163.5,-32.42,11,投連買
40	,3231.TW,緯創,29.9,-0.83,12268,28,6.79,11,投連買
41	,6176.TW,瑞儀,106,0.47,1064,99.1,6.96,11,投連買
42	,8069.TW,元太,167,-1.47,11565,201,-16.92,11,投連買
43	,2345.TW,智邦,237.5,-6.5,4085,280,-15.18,10,投連買
44	,2376.TW,技嘉,106.5,1.43,5227,79.9,33.29,10,投連買
45	,2801.TW,彰銀,17.25,-0.29,2566,18.05,-0.75,10,投連買
46	,2303.TW,聯電,41.95,-2.1,34060,41.05,2.19,9,投連買
47	,2603.TW,長榮,167.5,-2.33,36972,105,-31.07,9,投連買
48	,3008.TW,大立光,2140,0,324,2115,3.15,9,投連買
49	,5483.TW,中美晶,143.5,-1.37,3418,155.5,-7.72,9,投連買
50	,2344.TW,華邦電,20.1,-0.99,9528,21.45,-6.29,8,投連買
51	,2409.TW,友達,15.4,0.65,36394,14.45,-1.35,8,投連買
52	,2474.TW,可成,169,-1.74,2651,179.5,-0.22,8,投連買
53	,2542.TW,興富發,40.35,-3.93,8630,46,5.32,8,投連買
54	,2882.TW,國泰金,41.15,1.86,33982,46.1,-10.74,8,投連買
55	,3481.TW,群創,11.1,0,42046,10.85,1.83,8,投連買
56	,3706.TW,神達,29.7,-0.17,1384,29.45,0.85,8,投連買
57	,5904.TW,寶雅,447.5,-0.33,243,389.5,14.89,8,投連買
58	,2379.TW,瑞昱,289,-0.52,1352,344,-8.54,7,投連買
59	,2884.TW,玉山金,24.1,-1.03,10272,28.1,-14.23,7,投連買
60	,2886.TW,兆豐金,30.55,-0.97,8425,36.9,-11.83,7,投連買
61	,2891.TW,中信金,21.9,-1.13,23817,23.3,-6.01,7,投連買
62	,6279.TW,胡連,149.5,-1.64,1303,160,-3.59,7,投連買
63	,6285.TW,啟碁,80.8,-2.3,4232,81,-0.25,7,投連買
64	,1216.TW,統一,65.9,0,2803,66.2,-0.45,6,投連買
65	,2912.TW,統一超,268,-1.47,996,282,-4.96,6,投連買
66	,3596.TW,智易,98.3,-0.2,490,131,-24.96,6,投連買
67	,6472.TW,保瑞,406.5,-2.28,4588,237.5,88.35,6,投連買
68	,9933.TW,中鼎,41.85,0.6,916,43.85,-4.56,6,投連買
69	,2313.TW,華通,45.95,-1.08,9582,50.7,-9.37,5,投連買
70	,2371.TW,大同,33.7,0,4072,33.7,0,5,投連買
71	,2610.TW,華航,19,-1.55,26392,21.85,-13.04,5,投連買
72	,3105.TW,穩懋,138,0.36,2757,164,-15.85,5,投連買
73	,3532.TW,台勝科,142,-2.07,1152,173,-17.92,5,投連買
74	,3533.TW,嘉澤,829,0.36,375,678,22.27,5,投連買
75	,3665.TW,貿聯-KY,251,-2.33,1391,316,-20.57,5,投連買
76	,4958.TW,臻鼎-KY,108,-1.37,2633,115.5,-6.49,5,投連買
77	,5876.TW,上海商銀,44.25,-0.45,2405,52.1,-15.07,5,投連買
78	,6257.TW,矽格,48.85,0.31,824,49.9,-2.1,5,投連買
79	,6414.TW,樺漢,198.5,-0.25,272,235,-15.53,5,投連買
80	,6488.TW,環球晶,435.5,-2.57,2065,475,-8.32,5,投連買
81	,9940.TW,信義,27.2,-0.18,182,30.6,-11.11,5,投連買
