符合條件商品
資料日期：2022年  3月  2日
策略,	009投信5連買
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/02),	區間漲幅%,	連買次數,	主融外自投
執行時間：2022-12-25 16:52 符合檔數(75)
1	,1216.TW,統一,65.9,0,2803,68,0.89,20,投連買
2	,1303.TW,南亞,70.3,-1.54,4616,90.5,-14.35,20,投連買
3	,1402.TW,遠東新,31.55,-4.39,10632,30.35,9.09,20,投連買
4	,2324.TW,仁寶,22.95,0.44,9576,25.75,-3.25,20,投連買
5	,2344.TW,華邦電,20.1,-0.99,9528,33.75,-38.13,20,投連買
6	,2347.TW,聯強,61,-0.81,2957,73.4,-10.5,20,投連買
7	,2353.TW,宏碁,23.15,0.22,5082,29.05,-12.41,20,投連買
8	,2356.TW,英業達,26,0.19,6530,25.85,6.82,20,投連買
9	,2357.TW,華碩,271,-1.63,1392,373,-16.33,20,投連買
10	,2382.TW,廣達,71.2,-0.97,4354,93.2,-17.14,20,投連買
11	,2408.TW,南亞科,51.4,-0.58,5241,79.7,-31.03,20,投連買
12	,2412.TW,中華電,112.5,-0.44,6521,123.5,-5.57,20,投連買
13	,2883.TW,開發金,12.7,-0.78,8936,18.4,-25.77,20,投連買
14	,2885.TW,元大金,21.8,-0.91,10786,25.4,-5.5,20,投連買
15	,2886.TW,兆豐金,30.55,-0.97,8425,38.1,-14.59,20,投連買
16	,2890.TW,永豐金,16.7,-4.84,27291,17.4,1.52,20,投連買
17	,2892.TW,第一金,26.3,-0.38,6392,26.25,6.13,20,投連買
18	,2912.TW,統一超,268,-1.47,996,264,4.83,20,投連買
19	,3045.TW,台灣大,94.8,0,2514,106,-6.86,20,投連買
20	,3661.TW,世芯-KY,803,-1.35,2950,1175,-30.79,20,投連買
21	,4904.TW,遠傳,65.7,-0.3,2525,71.9,-4.89,20,投連買
22	,5269.TW,祥碩,717,0.14,564,1820,-59.51,20,投連買
23	,2337.TW,旺宏,35,0.57,15889,44.05,-15.34,19,投連買
24	,2377.TW,微星,119.5,1.7,2513,158,-17.58,19,投連買
25	,1101.TW,台泥,34.05,-1.16,23484,48,-20.05,18,投連買
26	,2301.TW,光寶科,64,-0.47,4678,68.9,-1.55,17,投連買
27	,2354.TW,鴻準,51.4,-1.15,1092,64.8,-17.71,17,投連買
28	,2603.TW,長榮,167.5,-2.33,36972,151.5,-42.73,17,投連買
29	,8299.TW,群聯,305,-0.81,792,520,-36.66,15,投連買
30	,2317.TW,鴻海,101,0,15490,104.5,1.64,13,投連買
31	,2880.TW,華南金,22.5,-1.1,4175,22.85,5.19,12,投連買
32	,2884.TW,玉山金,24.1,-1.03,10272,29.9,-11.95,12,投連買
33	,2308.TW,台達電,281,-1.92,5149,255,12.82,10,投連買
34	,2409.TW,友達,15.4,0.65,36394,21,-27.26,9,投連買
35	,3035.TW,智原,159,0.63,7973,307,-47.01,9,投連買
36	,3189.TW,景碩,107,0,9581,222.5,-50.41,9,投連買
37	,4968.TW,立積,113.5,2.25,1398,216.5,-46.25,9,投連買
38	,2801.TW,彰銀,17.25,-0.29,2566,17.9,0.06,8,投連買
39	,3529.TW,力旺,1350,1.12,770,1935,-29.38,8,投連買
40	,1326.TW,台化,69.4,-0.72,1689,81.7,-9.74,7,投連買
41	,2002.TW,中鋼,30.7,0.16,37216,38.3,-11.04,7,投連買
42	,2027.TW,大成鋼,43.15,-1.93,15303,53.3,-13.94,7,投連買
43	,2368.TW,金像電,88.4,-1.12,3685,82,0.97,7,投連買
44	,2887.TW,台新金,15.2,0,6593,19.6,-15.65,7,投連買
45	,5871.TW,中租-KY,216.5,0.46,2711,258,-9.47,7,投連買
46	,5876.TW,上海商銀,44.25,-0.45,2405,47.65,-3.74,7,投連買
47	,5880.TW,合庫金,25.95,-0.76,4866,26.9,2.98,7,投連買
48	,6104.TW,創惟,88.8,0.23,2437,273,-66.96,7,投連買
49	,1434.TW,福懋,26.3,-0.19,479,28.85,-5.26,6,投連買
50	,1722.TW,台肥,53.1,-0.56,1033,70.8,-21.67,6,投連買
51	,2330.TW,台積電,455,-2.78,26724,601,-22.62,6,投連買
52	,2441.TW,超豐,48.2,-2.33,4006,74.5,-29.94,6,投連買
53	,2449.TW,京元電子,36.4,-1.75,4505,43.6,-9.86,6,投連買
54	,2451.TW,創見,66.8,0.45,561,71.7,2.11,6,投連買
55	,2474.TW,可成,169,-1.74,2651,150,19.4,6,投連買
56	,2609.TW,陽明,67.3,-1.03,57425,120.5,-29.88,6,投連買
57	,2881.TW,富邦金,56.7,-0.18,6587,75.6,-16.3,6,投連買
58	,3036.TW,文曄,62.7,-0.95,1327,83.9,-20.09,6,投連買
59	,3044.TW,健鼎,96,1.59,1391,130,-20.99,6,投連買
60	,3227.TW,原相,94.6,-1.36,219,138,-24.24,6,投連買
61	,3702.TW,大聯大,47.8,-0.52,2583,56.9,-10.03,6,投連買
62	,3706.TW,神達,29.7,-0.17,1384,32.7,-3.07,6,投連買
63	,3711.TW,日月光投控,93.8,-3.6,11870,102.5,-0.87,6,投連買
64	,4938.TW,和碩,64.2,0.31,3317,69.9,-0.73,6,投連買
65	,5347.TW,世界,81.5,-1.69,3288,133.5,-34.96,6,投連買
66	,5434.TW,崇越,167.5,0.9,197,175.5,0.78,6,投連買
67	,6147.TW,頎邦,58.6,0.51,604,70.9,-8.15,6,投連買
68	,6239.TW,力成,81.3,0.62,1926,96.2,-8.61,6,投連買
69	,6415.TW,矽力*-KY,445,1.37,2330,3780,-52.66,6,投連買
70	,6505.TW,台塑化,80.1,-1.11,1418,100.5,-16.96,6,投連買
71	,6531.TW,愛普*,170,0,2500,377,-53.73,6,投連買
72	,1904.TW,正隆,27.15,-1.09,381,35,-17.18,5,投連買
73	,2615.TW,萬海,86.2,-1.15,55180,190.5,-43.43,5,投連買
74	,2891.TW,中信金,21.9,-1.13,23817,27.95,-17.23,5,投連買
75	,3105.TW,穩懋,138,0.36,2757,309.5,-53.09,5,投連買
