符合條件商品
資料日期：2021年 12月 13日
策略,	05準確度
133	,1539.TW,巨庭,23.4,-0.64,718,0.57,0.53,0.27,0,0.18,0.29
134	,1540.TW,喬福,15.25,1.67,185,0.52,0.58,0.19,0,0,0.31
135	,1541.TW,錩泰,43.5,-1.14,5,0.55,0.56,0.28,0,0.08,0.28
136	,1558.TW,伸興,144.5,-1.03,58,0.41,0.55,0.32,0.1,0,0.37
137	,1560.TW,中砂,99.1,9.99,11650,0.59,0.59,0.58,0.18,0.34,0.43
138	,1565.TW,精華,319.5,0.63,307,0.4,0.59,0.72,0.46,0.46,0.52
139	,1568.TW,倉佑,20.95,0,114,0.59,0.49,0.36,0,0.25,0.47
140	,1569.TW,濱川,25.45,0.59,213,0.68,0.57,0.46,0,0.36,0.5
141	,1570.TW,力肯,24.15,-2.62,2510,0.5,0.41,0.26,0,0.3,0.27
142	,1580.TW,新麥,106.5,-0.47,44,0.5,0.54,0.27,0,0.05,0.19
143	,1582.TW,信錦,69.5,-0.29,269,0.56,0.64,0.56,0.06,0.3,0.47
144	,1583.TW,程泰,62.8,0,0,0.23,0.52,0.25,0,0,0.21
145	,1584.TW,精剛,17.75,1.14,534,0.43,0.47,0.11,0,0.09,0.3
146	,1586.TW,和勤,40.9,0,203,0.4,0.56,0.45,0,0.33,0.47
147	,1587.TW,吉茂,25.45,-0.59,102,0.66,0.53,0.2,0,0.35,0.4
148	,1589.TW,永冠-KY,61.4,0.16,123,0.54,0.56,0.63,0.13,0.47,0.49
149	,1590.TW,亞德客-KY,896,0.22,254,0.31,0.7,0.56,0.54,0.36,0.46
150	,1591.TW,駿吉-KY,14.75,1.37,33,0.51,0.39,0.14,0,0.03,0
151	,1593.TW,祺驊,82.2,-0.36,22,0.63,0.47,0.25,0,0.31,0.38
152	,1595.TW,川寶,43.9,-4.36,386,0.55,0.36,0.14,0,0.13,0.24
153	,1597.TW,直得,86,1.42,77,0.55,0.52,0.66,0.48,0.38,0.52
154	,1598.TW,岱宇,54.8,-4.2,1297,0.48,0.61,0.5,0.29,0.4,0.49
155	,1599.TW,宏佳騰,44.3,-1.01,195,0.57,0.55,0.11,0,0.05,0.38
156	,1603.TW,華電,26.8,-1.29,184,0.59,0.56,0.33,0,0.19,0.41
157	,1604.TW,聲寶,29.8,-0.33,499,0.49,0.66,0.47,0.17,0.32,0.38
158	,1605.TW,華新,26.75,0.19,5487,0.52,0.58,0.62,0.45,0.37,0.49
159	,1608.TW,華榮,22,1.85,1364,0.56,0.52,0.43,0.25,0.29,0.51
160	,1609.TW,大亞,24.8,0.61,5854,0.6,0.53,0.5,0.1,0.27,0.49
161	,1611.TW,中電,20.55,9.6,42166,0.52,0.59,0.32,0,0.17,0.44
162	,1612.TW,宏泰,26.6,2.5,2831,0.45,0.62,0.49,0.44,0.38,0.39
163	,1614.TW,三洋電,35.75,-0.83,117,0.62,0.55,0.38,0,0,0.38
164	,1615.TW,大山,31.9,-0.16,44,0.46,0.57,0.27,0,0.39,0.39
165	,1616.TW,億泰,11.2,-1.32,2379,0,0.51,0.25,0,0,0
166	,1617.TW,榮星,17.95,-0.28,78,0.52,0.5,0.23,0,0.06,0.31
167	,1618.TW,合機,14.6,0.69,833,0.62,0.61,0.36,0,0.3,0.37
168	,1626.TW,艾美特-KY,19.15,0.26,82,0.47,0.58,0.36,0,0.37,0.42
169	,1701.TW,中化,22.85,-0.22,137,0.6,0.64,0.5,0.08,0.22,0.49
170	,1702.TW,南僑,49.15,0.2,252,0.6,0.64,0.58,0.2,0.27,0.52
171	,1707.TW,葡萄王,162,-0.61,44,0.5,0.65,0.59,0.27,0.36,0.54
172	,1708.TW,東鹼,35.8,-2.19,11981,0.42,0.62,0.39,0.18,0.23,0.42
173	,1709.TW,和益,22.05,-0.45,1614,0.53,0.59,0.38,0,0.25,0.47
174	,1710.TW,東聯,22.1,-0.67,2983,0.56,0.62,0.52,0.12,0.35,0.47
175	,1711.TW,永光,26.2,-1.87,7420,0.6,0.61,0.57,0,0.28,0.48
176	,1712.TW,興農,27.5,-0.18,711,0.55,0.63,0.49,0.05,0.21,0.4
177	,1713.TW,國化,24.5,0.2,41,0.55,0.49,0.32,0,0.17,0.29
178	,1714.TW,和桐,11,-0.9,3971,0.59,0.68,0.46,0,0.43,0.45
179	,1717.TW,長興,36.75,-0.14,1380,0.59,0.63,0.51,0.47,0.39,0.45
180	,1718.TW,中纖,10,0,5885,0.52,0.62,0.57,0,0.41,0.49
181	,1720.TW,生達,41.2,1.1,737,0.62,0.61,0.45,0,0.34,0.44
182	,1721.TW,三晃,27.55,-3.67,20952,0.51,0.53,0.38,0,0.21,0.34
183	,1722.TW,台肥,69,1.17,2794,0.54,0.55,0.6,0.56,0.37,0.42
184	,1723.TW,中碳,116,0.43,292,0.52,0.63,0.5,0.16,0.19,0.49
185	,1725.TW,元禎,34.85,1.16,491,0.34,0.52,0.25,0,0.33,0.25
186	,1726.TW,永記,73.1,-0.14,28,0.2,0.48,0.34,0,0,0.27
187	,1727.TW,中華化,48.3,-1.53,4320,0.45,0.47,0.26,0.25,0.2,0.23
188	,1730.TW,花仙子,63.5,0,37,0.5,0.55,0.24,0,0.11,0.44
189	,1731.TW,美吾華,19.4,-0.26,111,0.53,0.6,0.3,0,0.26,0.39
190	,1732.TW,毛寶,30.3,-5.02,3134,0.62,0.5,0.25,0,0.35,0.47
191	,1733.TW,五鼎,24.6,1.44,368,0.62,0.64,0.29,0,0.17,0.48
192	,1734.TW,杏輝,29.1,0.17,1117,0.56,0.54,0.28,0,0.32,0.54
193	,1735.TW,日勝化,18.15,-0.55,43,0.27,0.43,0.25,0,0,0.21
194	,1736.TW,喬山,56.5,-0.88,224,0.61,0.61,0.69,0.36,0.3,0.53
195	,1737.TW,臺鹽,33.2,-0.15,219,0.49,0.63,0.4,0,0.1,0.4
196	,1742.TW,台蠟,19.8,1.02,60,0.49,0.48,0.03,0,0.17,0.22
197	,1752.TW,南光,36.4,0.28,17,0.66,0.57,0.41,0,0.24,0.51
198	,1760.TW,寶齡富錦,69.1,0.14,352,0.67,0.58,0.64,0.06,0.45,0.6
199	,1762.TW,中化生,65.8,-1.64,662,0.56,0.67,0.5,0.22,0.37,0.51
200	,1773.TW,勝一,142,0.35,189,0.64,0.58,0.47,0.17,0.26,0.45
201	,1776.TW,展宇,21.65,0,65,0.4,0.44,0.34,0.25,0.21,0.21
202	,1777.TW,生泰,64.2,-1.68,536,0.58,0.55,0,0,0.15,0.28
203	,1781.TW,合世,15.85,-3.94,133,0,0.46,0.07,0,0,0
204	,1783.TW,和康生,54.5,-2.15,432,0.6,0.57,0.48,0,0.31,0.46
205	,1784.TW,訊聯,41.1,-1.91,303,0.62,0.55,0.16,0,0.23,0.48
206	,1785.TW,光洋科,49.6,1.22,5740,0.73,0.61,0.47,0.41,0.45,0.45
207	,1786.TW,科妍,49.7,-0.2,27,0.52,0.51,0.3,0,0.32,0.36
208	,1788.TW,杏昌,139.5,0,39,0.35,0.38,0.15,0,0,0.24
209	,1789.TW,神隆,24.9,1.43,1266,0.58,0.56,0.52,0.05,0.29,0.55
210	,1795.TW,美時,100.5,2.97,6780,0.61,0.66,0.48,0.3,0.32,0.52
211	,1796.TW,金穎生技,44.1,3.16,304,0,0.26,0.36,0,0,0.25
212	,1799.TW,易威,16.1,-0.92,122,0,0.54,0,0,0,0
213	,1802.TW,台玻,26.05,-0.38,5063,0.48,0.6,0.57,0.46,0.34,0.45
214	,1805.TW,寶徠,14.3,0.35,38,0,0.47,0,0,0,0
215	,1806.TW,冠軍,12.35,2.07,2476,0.53,0.59,0.36,0,0.33,0.35
216	,1808.TW,潤隆,59.5,0.17,42,0.44,0.67,0.5,0,0.3,0.42
217	,1809.TW,中釉,15.5,0.32,2015,0.63,0.5,0.3,0.25,0.32,0.43
218	,1810.TW,和成,17.5,7.03,8178,0.61,0.65,0.34,0.25,0.27,0.36
219	,1813.TW,寶利徠,18.2,0.55,77,0.56,0.44,0.04,0,0,0.03
220	,1815.TW,富喬,16.85,0.9,1847,0.65,0.64,0.53,0,0.36,0.47
221	,1817.TW,凱撒衛,36.6,-0.81,39,0.52,0.56,0.34,0,0,0.3
222	,1903.TW,士紙,64.6,0.94,137,0.23,0.58,0.42,0.13,0.19,0.35
223	,1904.TW,正隆,33.6,-0.88,1668,0.56,0.58,0.55,0.45,0.42,0.48
224	,1905.TW,華紙,22.7,-0.66,2428,0.55,0.6,0.42,0.29,0.31,0.46
225	,1906.TW,寶隆,20.4,0.99,223,0.59,0.53,0.29,0.18,0.28,0.41
226	,1907.TW,永豐餘,34.5,-0.29,2316,0.56,0.51,0.63,0.41,0.31,0.37
227	,1909.TW,榮成,23.65,-0.63,4221,0.48,0.56,0.57,0.51,0.36,0.45
228	,2002.TW,中鋼,34.6,1.17,56123,0.51,0.66,0.57,0.53,0.42,0.39
229	,2006.TW,東和鋼鐵,60.9,0.16,1613,0.59,0.62,0.58,0.59,0.36,0.4
230	,2007.TW,燁興,21.9,3.06,3191,0.69,0.61,0.25,0.09,0.31,0.51
231	,2008.TW,高興昌,20.25,0.5,226,0.45,0.45,0.25,0,0.33,0.39
232	,2009.TW,第一銅,43.9,0.46,1125,0.5,0.56,0.37,0,0.26,0.4
233	,2010.TW,春源,23.2,2.65,3589,0.57,0.46,0.5,0.15,0.37,0.43
234	,2012.TW,春雨,31.05,3.85,1252,0.57,0.53,0.4,0.17,0.32,0.42
235	,2013.TW,中鋼構,55.8,1.82,1699,0.65,0.56,0.49,0,0.39,0.5
236	,2014.TW,中鴻,40.9,6.23,63841,0.48,0.65,0.58,0.51,0.23,0.47
237	,2015.TW,豐興,80.5,0.63,353,0.5,0.51,0.58,0.37,0.31,0.37
238	,2017.TW,官田鋼,20.3,1.75,1485,0.57,0.5,0.45,0.13,0.17,0.45
239	,2020.TW,美亞,32.25,1.74,712,0.57,0.54,0.36,0.18,0.29,0.33
240	,2022.TW,聚亨,14.1,1.81,4652,0.24,0.61,0.16,0.17,0,0.02
241	,2023.TW,燁輝,24.8,2.06,15468,0.45,0.61,0.54,0.17,0.35,0.48
242	,2024.TW,志聯,19.8,-1.25,189,0.5,0.44,0.22,0,0.23,0.34
243	,2025.TW,千興,5.5,3.77,1026,0,0.47,0,0,0,0
244	,2027.TW,大成鋼,47.9,1.91,27171,0.57,0.59,0.58,0.51,0.38,0.54
245	,2028.TW,威致,45.8,2.46,8424,0.79,0.46,0.35,0,0.29,0.61
246	,2029.TW,盛餘,33.85,1.5,2164,0.48,0.58,0.47,0.21,0.35,0.43
247	,2030.TW,彰源,31,2.48,6063,0.53,0.52,0.35,0.11,0.28,0.39
248	,2031.TW,新光鋼,58.6,1.91,2310,0.6,0.61,0.55,0.46,0.37,0.51
249	,2032.TW,新鋼,23.95,3.01,1135,0.55,0.49,0.31,0.14,0.27,0.39
250	,2033.TW,佳大,18.15,1.68,407,0.52,0.46,0.42,0.09,0.24,0.45
251	,2034.TW,允強,32.85,3.3,4992,0.54,0.56,0.52,0.18,0.36,0.44
252	,2035.TW,唐榮,36.45,0.97,37,0.26,0.31,0.22,0,0.09,0.14
253	,2038.TW,海光,36.8,2.08,7212,0.57,0.53,0.38,0,0.24,0.47
254	,2049.TW,上銀,291,-0.34,697,0.39,0.71,0.69,0.68,0.37,0.44
255	,2059.TW,川湖,501,2.56,314,0.41,0.63,0.48,0.32,0.23,0.49
256	,2061.TW,風青,21.7,0.46,253,0,0.47,0.08,0,0,0
257	,2062.TW,橋椿,27.3,1.3,158,0.44,0.64,0.28,0,0.34,0.54
258	,2063.TW,世鎧,36.05,0.28,39,0.44,0.35,0.07,0,0.18,0.05
259	,2064.TW,晉椿,18.2,0.55,153,0.37,0.29,0,0,0,0
260	,2065.TW,世豐,48.1,0.21,72,0.51,0.53,0.28,0,0.31,0.48
261	,2066.TW,世德,61.2,-2.39,74,0.43,0.39,0,0,0,0.11
262	,2067.TW,嘉鋼,13.2,2.33,242,0,0.32,0,0,0,0
263	,2069.TW,運錩,36.3,1.82,2776,0.54,0.59,0.32,0.09,0.16,0.4
264	,2070.TW,精湛,33.8,2.89,48,0.48,0.27,0.05,0,0,0.17
265	,2101.TW,南港,39.4,0,892,0.6,0.54,0.59,0.14,0.44,0.4
266	,2102.TW,泰豐,27.75,-1.77,962,0.55,0.59,0.55,0.1,0.32,0.44
267	,2103.TW,台橡,34.85,1.6,3542,0.58,0.66,0.5,0.25,0.44,0.51
268	,2104.TW,國際中橡,27.15,3.82,7719,0.54,0.58,0.61,0.13,0.45,0.48
269	,2105.TW,正新,36.1,0.7,6254,0.47,0.6,0.61,0.55,0.39,0.49
270	,2106.TW,建大,30.95,-0.32,677,0.43,0.62,0.55,0.35,0.43,0.54
271	,2107.TW,厚生,22.9,0.88,414,0.5,0.54,0.45,0.05,0.34,0.42
272	,2108.TW,南帝,79.7,-1.12,1516,0.56,0.64,0.48,0.54,0.36,0.5
273	,2109.TW,華豐,16.9,1.2,128,0.21,0.59,0.27,0,0.2,0.54
274	,2114.TW,鑫永銓,122,1.24,67,0.56,0.57,0.44,0,0.16,0.34
275	,2115.TW,六暉-KY,40.05,-1.11,48,0.5,0.54,0.26,0,0,0.35
276	,2201.TW,裕隆,41.55,0.48,1554,0.55,0.63,0.58,0.42,0.4,0.46
277	,2204.TW,中華,63.7,-1.39,1125,0.51,0.56,0.56,0.33,0.45,0.45
278	,2206.TW,三陽工業,26.85,-0.19,817,0.47,0.66,0.59,0,0.4,0.47
279	,2207.TW,和泰車,611,-0.65,155,0.34,0.81,0.51,0.52,0.16,0.46
280	,2208.TW,台船,21.9,-0.68,1796,0.64,0.62,0.61,0,0.32,0.6
281	,2211.TW,長榮鋼,55.2,-1.25,1515,0.57,0.6,0.15,0,0,0.29
282	,2221.TW,大甲,39.95,-4.99,1070,0.59,0.35,0.22,0,0.17,0.28
283	,2227.TW,裕日車,249.5,0,30,0,0.49,0.53,0.37,0,0.44
284	,2228.TW,劍麟,68.5,0,92,0.58,0.65,0.55,0.08,0.29,0.51
285	,2230.TW,泰茂,13.6,0.74,20,0.53,0.45,0,0,0.17,0.16
286	,2231.TW,為升,180.5,-0.28,279,0.6,0.65,0.7,0.62,0.41,0.51
287	,2233.TW,宇隆,94.4,-0.32,298,0.58,0.55,0.47,0.51,0.38,0.42
288	,2235.TW,謚源,38.9,-0.64,11,0.44,0.25,0,0,0,0
289	,2236.TW,百達-KY,27.4,-1.97,32,0.52,0.49,0.29,0,0,0.17
290	,2239.TW,英利-KY,83,-0.48,188,0.56,0.61,0.45,0.25,0.34,0.51
291	,2241.TW,艾姆勒,50,-0.4,123,0.72,0.55,0.3,0,0.33,0.47
292	,2243.TW,宏旭-KY,20.1,6.35,2087,0.52,0.46,0.17,0,0.13,0.27
293	,2247.TW,汎德永業,210,-0.47,37,0.47,0.53,0.32,0,0,0.44
294	,2250.TW,IKKA-KY,104.5,-0.48,74,0,0.41,0.14,0,0,0
295	,2301.TW,光寶科,62,-1.12,2659,0.41,0.6,0.47,0.56,0.41,0.41
296	,2302.TW,麗正,16.95,0.3,315,0.51,0.51,0.2,0,0.42,0.36
297	,2303.TW,聯電,62.8,-1.1,105861,0.48,0.63,0.63,0.59,0.26,0.43
298	,2305.TW,全友,9.1,4.6,5492,0.58,0.66,0.36,0,0.25,0.46
299	,2308.TW,台達電,270,-0.37,5815,0.45,0.68,0.55,0.56,0.42,0.44
300	,2312.TW,金寶,15.4,10,113789,0.56,0.53,0.56,0.13,0.34,0.46
301	,2313.TW,華通,41.7,0,3949,0.47,0.63,0.74,0.65,0.36,0.43
302	,2314.TW,台揚,80.7,1.64,3308,0.65,0.65,0.57,0.39,0.39,0.44
