"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","一個月走勢圖","三個月走勢圖","一年走勢圖","三年走勢圖"
"1220",="4542","科嶠","櫃","03/17","","26.4","+0.15","+0.57","12","0.33","26.25","27.15","27.15","26.3","3.24","50.8","1.35","    ","    ","    ","    "
"1221",="1235","興泰","市","03/17","","69","0","0","4","0.25","69","68.5","69","68.5","0.72","51.1","2.34","    ","    ","    ","    "
"1222",="6643","M31","櫃","03/17","","622","+5","+0.81","7,845","4,959","617","633","650","615","5.67","51.2","10.6","    ","    ","    ","    "
"1223",="8454","富邦媒","市","03/17","","805","+34","+4.41","944","759","771","781","818","781","4.8","51.2","17.9","    ","    ","    ","    "
"1224",="3530","晶相光","市","03/17","","81.5","-0.8","-0.97","194","15.9","82.3","82.8","83.3","81","2.79","51.3","2.4","    ","    ","    ","    "
"1225",="3661","世芯-KY","市","03/17","","1205","+80","+7.11","12,276","14,648","1125","1180","1235","1150","7.56","51.3","6.78","    ","    ","    ","    "
"1226",="5213","亞昕","櫃","03/17","","23.6","0","0","74","1.76","23.6","23.5","23.7","23.5","0.85","51.3","1.18","    ","    ","    ","    "
"1227",="4737","華廣","市","03/17","","77.3","0","0","46","3.59","77.3","77.4","78.4","77.1","1.68","51.5","2.27","    ","    ","    ","    "
"1228",="3092","鴻碩","市","03/17","","36.8","+0.6","+1.66","296","10.9","36.2","36.55","37","36.4","1.66","51.8","1.66","    ","    ","    ","    "
"1229",="6695","芯鼎","市","03/17","","41.75","+1.05","+2.58","107","4.42","40.7","40.75","41.75","40.75","2.46","52.2","2.28","    ","    ","    ","    "
"1230",="8440","綠電","櫃","03/17","","47.6","+2.9","+6.49","5,901","281","44.7","45.1","49.15","44.7","9.96","52.9","3.1","    ","    ","    ","    "
"1231",="6120","達運","市","03/17","","10.05","+0.09","+0.9","658","6.61","9.96","10","10.1","10","1","52.9","0.72","    ","    ","    ","    "
"1232",="1325","恆大","市","03/17","","23.5","+0.15","+0.64","93","2.18","23.35","23.4","23.6","23.4","0.86","53.4","0.72","    ","    ","    ","    "
"1233",="6661","威健生技","櫃","03/17","","22.05","-0.75","-3.29","7","0.16","22.8","22.8","22.8","22","3.51","53.8","1.69","    ","    ","    ","    "
"1234",="6505","台塑化","市","03/17","","81.7","+0.1","+0.12","2,613","214","81.6","82","82.5","81.7","0.98","54.1","2.49","    ","    ","    ","    "
"1235",="1326","台化","市","03/17","","68.5","+1","+1.48","6,036","413","67.5","67.6","69.2","67.3","2.81","54.4","1.23","    ","    ","    ","    "
"1236",="6533","晶心科","市","03/17","","558","+11","+2.01","4,976","2,781","547","555","568","549","3.47","54.5","5.52","    ","    ","    ","    "
"1237",="3379","彬台","櫃","03/17","","12.05","+0.05","+0.42","73","0.87","12","11.85","12.05","11.8","2.08","54.8","1","    ","    ","    ","    "
"1238",="2910","統領","市","03/17","","30.3","+0.25","+0.83","5","0.15","30.05","29.9","30.3","29.9","1.33","55.1","2.23","    ","    ","    ","    "
"1239",="2939","凱羿-KY","市","03/17","","32","-0.1","-0.31","32","1.02","32.1","31.95","32","31.9","0.31","55.2","1.55","    ","    ","    ","    "
"1240",="3419","譁裕","市","03/17","","18.25","+0.05","+0.27","677","12.4","18.2","18.4","18.6","18.25","1.92","55.3","1.44","    ","    ","    ","    "
"1241",="3272","東碩","櫃","03/17","","42.05","+1.45","+3.57","788","33","40.6","42.25","42.5","41.2","3.2","55.3","1.21","    ","    ","    ","    "
"1242",="4764","雙鍵","市","03/17","","52.6","-0.4","-0.75","8","0.43","53","53.5","53.8","52.6","2.26","55.4","1.9","    ","    ","    ","    "
"1243",="1903","士紙","市","03/17","","45.1","-1.9","-4.04","10,352","467","47","47.7","47.7","45.1","5.53","55.7","2.27","    ","    ","    ","    "
"1244",="1789","神隆","市","03/17","","25.75","+0.5","+1.98","495","12.7","25.25","25.35","25.85","25.35","1.98","57.2","1.95","    ","    ","    ","    "
"1245",="5604","中連","櫃","03/17","","48.8","-0.6","-1.21","48","2.36","49.4","49","49","48.5","1.01","57.4","2.27","    ","    ","    ","    "
"1246",="5488","松普","櫃","03/17","","10.35","+0.2","+1.97","283","2.92","10.15","10.3","10.5","10.2","2.96","57.5","1.04","    ","    ","    ","    "
"1247",="3043","科風","市","03/17","","31.7","-1","-3.06","205","6.44","32.7","31.35","31.75","31","2.29","57.6","14.2","    ","    ","    ","    "
"1248",="2486","一詮","市","03/17","","27.9","-0.15","-0.53","5,381","151","28.05","28.2","28.6","27.7","3.21","59.4","1.51","    ","    ","    ","    "
"1249",="5383","金利","櫃","03/17","","25.7","+0.25","+0.98","21","0.54","25.45","25.45","25.7","25.3","1.57","59.8","3.12","    ","    ","    ","    "
"1250",="1233","天仁","市","03/17","","33.6","+0.3","+0.9","19","0.64","33.3","33.45","34.4","33.45","2.85","60","2.14","    ","    ","    ","    "
"1251",="2009","第一銅","市","03/17","","33.05","+0.75","+2.32","1,020","33.5","32.3","32.5","33.2","32.5","2.17","60.1","2.63","    ","    ","    ","    "
"1252",="2436","偉詮電","市","03/17","","50.2","+0.25","+0.5","840","42.2","49.95","50.7","51","49.9","2.2","60.5","2.81","    ","    ","    ","    "
"1253",="3122","笙泉","櫃","03/17","","27.35","+0.7","+2.63","173","4.71","26.65","26.8","27.6","26.8","3","60.8","2.13","    ","    ","    ","    "
"1254",="1529","樂事綠能","市","03/17","","24.6","+1.2","+5.13","2,600","63.5","23.4","23.85","24.8","23.85","4.06","61.5","2.17","    ","    ","    ","    "
"1255",="6244","茂迪","櫃","03/17","","33.9","+3.05","+9.89","46,872","1,560","30.85","32.1","33.9","31.8","6.81","61.6","3.13","    ","    ","    ","    "
"1256",="3232","昱捷","櫃","03/17","","29.45","+0.15","+0.51","49","1.45","29.3","29.5","29.85","29.4","1.54","66.9","2.18","    ","    ","    ","    "
"1257",="2923","鼎固-KY","市","03/17","","22.8","+0.45","+2.01","30","0.66","22.35","22.5","22.8","22.2","2.68","67.1","0.79","    ","    ","    ","    "
"1258",="1533","車王電","市","03/17","","51","+0.2","+0.39","531","27.2","50.8","51.2","51.8","50.9","1.77","67.1","1.9","    ","    ","    ","    "
"1259",="8227","巨有科技","櫃","03/17","","205","+7","+3.54","617","126","198","203","207","202.5","2.27","67.2","16.6","    ","    ","    ","    "
"1260",="2401","凌陽","市","03/17","","24.95","-0.1","-0.4","1,473","36.9","25.05","25.35","25.45","24.85","2.4","67.4","1.59","    ","    ","    ","    "
"1261",="9912","偉聯","市","03/17","","10.25","0","0","31","0.31","10.25","10.1","10.25","10.1","1.46","68.3","1.26","    ","    ","    ","    "
"1262",="6666","羅麗芬-KY","市","03/17","","79.5","+1.5","+1.92","155","12.3","78","78.9","79.9","78","2.44","68.5","2.36","    ","    ","    ","    "
"1263",="8940","新天地","市","03/17","","24.3","+2.2","+9.95","679","16.1","22.1","22.3","24.3","22.3","9.05","69.4","2.74","    ","    ","    ","    "
"1264",="4979","華星光","櫃","03/17","","43.1","-1.05","-2.38","9,506","414","44.15","44.35","45.6","42.65","6.68","69.5","4.21","    ","    ","    ","    "
"1265",="6209","今國光","市","03/17","","25.75","+0.4","+1.58","184","4.74","25.35","25.5","26.05","25.5","2.17","69.6","1.39","    ","    ","    ","    "
"1266",="2601","益航","市","03/17","","9.26","+0.16","+1.76","2,071","19.2","9.1","9.2","9.33","9.2","1.43","71.2","0.7","    ","    ","    ","    "
"1267",="2605","新興","市","03/17","","24.65","-0.45","-1.79","8,202","204","25.1","25.4","25.45","24.6","3.39","72.5","0.91","    ","    ","    ","    "
"1268",="3041","揚智","市","03/17","","20.35","+0.25","+1.24","469","9.54","20.1","20.4","20.55","20.2","1.74","72.7","1.2","    ","    ","    ","    "
"1269",="3499","環天科","櫃","03/17","","18.3","+0.25","+1.39","197","3.61","18.05","18.25","18.45","18.15","1.66","73.2","1.7","    ","    ","    ","    "
"1270",="6441","廣錠","櫃","03/17","","57.4","0","0","348","20","57.4","58.1","58.6","56.9","2.96","73.6","2.38","    ","    ","    ","    "
"1271",="6806","森崴能源","市","03/17","","84","+1.4","+1.69","1,031","86.2","82.6","83.8","84.6","82.7","2.3","73.7","1.75","    ","    ","    ","    "
"1272",="2321","東訊","市","03/17","","18.5","0","0","7","0.13","18.5","18.3","18.5","18.1","2.16","74","8.41","    ","    ","    ","    "
"1273",="6179","亞通","櫃","03/17","","27.75","+0.25","+0.91","222","6.15","27.5","28.35","28.35","27.5","3.09","75","1.49","    ","    ","    ","    "
"1274",="6689","伊雲谷","市","03/17","","128.5","+11.5","+9.83","613","76.8","117","120","128.5","119.5","7.69","75.1","3.07","    ","    ","    ","    "
"1275",="8093","保銳","櫃","03/17","","12.05","0","0","49","0.59","12.05","12.15","12.2","11.95","2.07","75.3","1.51","    ","    ","    ","    "
"1276",="8927","北基","櫃","03/17","","40.7","+0.75","+1.88","587","23.8","39.95","39.9","40.9","39.9","2.5","75.4","2.74","    ","    ","    ","    "
"1277",="5348","系通","櫃","03/17","","9.22","-0.01","-0.11","2","0.02","9.23","9.17","9.22","9.17","0.54","76.8","1.92","    ","    ","    ","    "
"1278",="2417","圓剛","市","03/17","","22.7","+0.2","+0.89","174","3.95","22.5","22.6","22.95","22.55","1.78","78.3","1.05","    ","    ","    ","    "
"1279",="4564","元翎","市","03/17","","24.35","-0.15","-0.61","2,180","54.2","24.5","24.55","24.7","24.35","1.43","78.5","1.04","    ","    ","    ","    "
"1280",="2727","王品","市","03/17","","275","+14","+5.36","3,948","1,066","261","262.5","276","262","5.36","79.9","6.9","    ","    ","    ","    "
"1281",="2888","新光金","市","03/17","","8.02","+0.01","+0.12","64,673","520","8.01","8.05","8.11","8.02","1.12","80.2","0.6","    ","    ","    ","    "
"1282",="2106","建大","市","03/17","","30.4","-0.2","-0.65","719","22","30.6","30.6","30.8","30.4","1.31","82.2","1.43","    ","    ","    ","    "
"1283",="6425","易發","櫃","03/17","","20.75","+0.25","+1.22","35","0.72","20.5","20.5","21","20.4","2.93","83","0.98","    ","    ","    ","    "
"1284",="8104","錸寶","市","03/17","","39.95","+0.05","+0.13","172","6.89","39.9","40.05","40.4","39.75","1.63","83.2","1.35","    ","    ","    ","    "
"1285",="1784","訊聯","櫃","03/17","","44.65","+0.9","+2.06","260","11.6","43.75","44.15","44.8","43.85","2.17","84.2","1.96","    ","    ","    ","    "
"1286",="3713","新晶投控","櫃","03/17","","29.6","+0.95","+3.32","123","3.59","28.65","28.65","29.6","28.65","3.32","84.6","3.58","    ","    ","    ","    "
"1287",="6283","淳安","市","03/17","","33","+0.15","+0.46","290","9.56","32.85","33","33.4","32.85","1.67","84.6","2.71","    ","    ","    ","    "
"1288",="8087","華鎂鑫","櫃","03/17","","31.5","-0.5","-1.56","62","1.97","32","32","32","31.35","2.03","85.1","3.29","    ","    ","    ","    "
"1289",="5543","桓鼎-KY","櫃","03/17","","52.4","+0.3","+0.58","12","0.63","52.1","52.1","54","52.1","3.65","85.9","2.64","    ","    ","    ","    "
"1290",="1732","毛寶","市","03/17","","27.6","+0.35","+1.28","143","3.94","27.25","27.25","27.75","27.25","1.83","86.2","2.41","    ","    ","    ","    "
"1291",="6712","長聖","櫃","03/17","","202","+11.5","+6.04","1,372","271","190.5","192.5","202","191.5","5.51","89.8","8.28","    ","    ","    ","    "
"1292",="8996","高力","市","03/17","","232.5","+4.5","+1.97","2,218","515","228","232","233","228","2.19","90.1","10.6","    ","    ","    ","    "
"1293",="5381","合正","櫃","03/17","","9.1","+0.38","+4.36","477","4.33","8.72","8.9","9.3","8.9","4.59","91","2.39","    ","    ","    ","    "
"1294",="8463","潤泰材","市","03/17","","22.75","-0.05","-0.22","47","1.08","22.8","22.9","22.9","22.7","0.88","91","1.55","    ","    ","    ","    "
"1295",="2332","友訊","市","03/17","","16.45","+0.4","+2.49","1,330","21.8","16.05","16.2","16.45","16.2","1.56","91.4","1.11","    ","    ","    ","    "
"1296",="3529","力旺","櫃","03/17","","1980","+80","+4.21","903","1,793","1900","1965","2015","1960","2.89","91.6","48.3","    ","    ","    ","    "
"1297",="3306","鼎天","櫃","03/17","","23.45","-0.1","-0.42","70","1.65","23.55","23.6","23.75","23.4","1.49","93.8","0.81","    ","    ","    ","    "
"1298",="6443","元晶","市","03/17","","38.75","+2.25","+6.16","51,182","1,958","36.5","37.3","38.75","37.25","4.11","94.5","3","    ","    ","    ","    "
"1299",="4139","馬光-KY","櫃","03/17","","38.95","+0.25","+0.65","9","0.35","38.7","38.7","39","38.7","0.78","97.4","3.59","    ","    ","    ","    "
"1300",="6504","南六","市","03/17","","78","+0.1","+0.13","37","2.93","77.9","79.9","79.9","77.9","2.57","97.5","1.62","    ","    ","    ","    "
"1301",="5601","台聯櫃","櫃","03/17","","43","+2.45","+6.04","108","4.53","40.55","41.7","43","40.35","6.54","97.7","2.03","    ","    ","    ","    "
"1302",="4994","傳奇","市","03/17","","47.2","+0.4","+0.85","122","5.72","46.8","47.2","47.5","46.65","1.82","98.3","3.45","    ","    ","    ","    "
"1303",="6021","美好證","櫃","03/17","","16.9","-0.05","-0.29","12","0.21","16.95","16.85","17","16.8","1.18","99.4","1.15","    ","    ","    ","    "
"1304",="2901","欣欣","市","03/17","","24.8","+0.1","+0.4","38","0.93","24.7","24.7","24.8","24.4","1.62","108","2.09","    ","    ","    ","    "
"1305",="3027","盛達","市","03/17","","45.55","+2.4","+5.56","28,253","1,276","43.15","43.85","46.1","43.8","5.33","108","2.85","    ","    ","    ","    "
"1306",="3591","艾笛森","市","03/17","","21.7","+0.8","+3.83","1,197","25.9","20.9","21.2","21.85","21.2","3.11","108","1.07","    ","    ","    ","    "
"1307",="3672","康聯訊","櫃","03/17","","27.4","+1.15","+4.38","45","1.2","26.25","26.65","27.4","26.2","4.57","110","2.12","    ","    ","    ","    "
"1308",="6117","迎廣","市","03/17","","14.7","+0.05","+0.34","144","2.13","14.65","14.75","14.95","14.7","1.71","113","1.14","    ","    ","    ","    "
"1309",="6118","建達","櫃","03/17","","36.45","+0.45","+1.25","925","33.8","36","36.6","36.85","36.35","1.39","114","3.21","    ","    ","    ","    "
"1310",="1735","日勝化","市","03/17","","15","+0.25","+1.69","17","0.26","14.75","14.85","15.15","14.85","2.03","115","1","    ","    ","    ","    "
"1311",="2547","日勝生","市","03/17","","9.32","+0.24","+2.64","1,079","9.86","9.08","9.07","9.32","9.07","2.75","116","0.75","    ","    ","    ","    "
"1312",="5340","建榮","櫃","03/17","","52.5","+0.7","+1.35","813","42.4","51.8","52.1","53.5","51.2","4.44","122","5.34","    ","    ","    ","    "
"1313",="5364","力麗店","櫃","03/17","","26.45","+0.1","+0.38","39","1.05","26.35","26.35","26.9","26.35","2.09","126","2.36","    ","    ","    ","    "
"1314",="8426","紅木-KY","櫃","03/17","","37.05","+1.15","+3.2","45","1.67","35.9","36.3","37.65","36.3","3.76","128","2.62","    ","    ","    ","    "
"1315",="8059","凱碩","櫃","03/17","","11.55","+0.5","+4.52","531","6.1","11.05","11.05","11.65","11.05","5.43","128","1.17","    ","    ","    ","    "
"1316",="6288","聯嘉","市","03/17","","28.25","+1","+3.67","4,049","114","27.25","27.4","28.45","27.25","4.4","128","2.04","    ","    ","    ","    "
"1317",="8222","寶一","市","03/17","","38.3","+1.3","+3.51","8,815","336","37","37.6","38.6","37.25","3.65","137","3.41","    ","    ","    ","    "
"1318",="8089","康全電訊","櫃","03/17","","22.75","+0.35","+1.56","5","0.12","22.4","22.8","22.8","22.75","0.22","142","1.06","    ","    ","    ","    "
"1319",="8462","柏文","市","03/17","","138.5","+4.5","+3.36","100","13.6","134","137","138.5","134.5","2.99","146","6.47","    ","    ","    ","    "
"1320",="3504","揚明光","市","03/17","","84.5","+0.1","+0.12","458","38.8","84.4","85.1","85.7","84.5","1.42","148","2.92","    ","    ","    ","    "
"1321",="4128","中天","櫃","03/17","","62.5","+0.9","+1.46","1,856","116","61.6","62.1","63","61.5","2.44","152","2.64","    ","    ","    ","    "
"1322",="1776","展宇","市","03/17","","16.85","+0.15","+0.9","23","0.39","16.7","16.7","16.9","16.7","1.2","153","1.16","    ","    ","    ","    "
"1323",="8409","商之器","櫃","03/17","","20.15","+0.6","+3.07","59","1.19","19.55","19.9","20.35","19.9","2.3","155","2.02","    ","    ","    ","    "
"1324",="1314","中石化","市","03/17","","9.88","+0.17","+1.75","7,220","71.3","9.71","9.8","9.94","9.79","1.54","165","0.47","    ","    ","    ","    "
"1325",="3297","杭特","櫃","03/17","","18.15","+0.4","+2.25","157","2.83","17.75","17.75","18.35","17.75","3.38","165","1.13","    ","    ","    ","    "
"1326",="1815","富喬","櫃","03/17","","11.8","+0.05","+0.43","1,295","15.4","11.75","11.85","12","11.75","2.13","169","0.7","    ","    ","    ","    "
"1327",="4167","松瑞藥","櫃","03/17","","18.75","0","0","1,501","28.3","18.75","18.8","19.1","18.65","2.4","170","1.77","    ","    ","    ","    "
"1328",="8937","合騏","櫃","03/17","","15.5","0","0","44","0.69","15.5","15.7","15.7","15.4","1.94","172","1.61","    ","    ","    ","    "
"1329",="3518","柏騰","市","03/17","","22.75","+1.35","+6.31","582","13","21.4","21.75","22.75","21.65","5.14","175","1.33","    ","    ","    ","    "
"1330",="1806","冠軍","市","03/17","","8.99","+0.09","+1.01","179","1.6","8.9","8.91","9.01","8.9","1.24","180","0.62","    ","    ","    ","    "
"1331",="6218","豪勉","櫃","03/17","","18.35","+0.1","+0.55","27","0.49","18.25","18.45","18.5","18.3","1.1","184","1.23","    ","    ","    ","    "
"1332",="8092","建暐","櫃","03/17","","11.6","+0.05","+0.43","24","0.28","11.55","11.6","11.75","11.55","1.73","193","1.52","    ","    ","    ","    "
"1333",="1808","潤隆","市","03/17","","68.3","0","0","187","12.8","68.3","69","69","68.1","1.32","195","5.12","    ","    ","    ","    "
"1334",="6593","台灣銘板","櫃","03/17","","65.7","+0.1","+0.15","632","41.8","65.6","67.4","69.7","63","10.2","199","2.86","    ","    ","    ","    "
"1335",="4968","立積","市","03/17","","129.5","+4.5","+3.6","1,147","147","125","127.5","129.5","127","2","209","4.92","    ","    ","    ","    "
"1336",="4109","加捷生醫","櫃","03/17","","14.65","0","0","53","0.78","14.65","14.6","14.8","14.6","1.37","209","1.45","    ","    ","    ","    "
"1337",="3224","三顧","櫃","03/17","","46.4","+2.25","+5.1","424","19.3","44.15","45","46.4","44.25","4.87","232","2.35","    ","    ","    ","    "
"1338",="6743","安普新","市","03/17","","51.3","+0.6","+1.18","160","8.15","50.7","51.1","51.7","50.6","2.17","233","2.67","    ","    ","    ","    "
"1339",="6163","華電網","櫃","03/17","","18.8","-0.2","-1.05","11,107","211","19","19","19.4","18.7","3.68","235","1.19","    ","    ","    ","    "
"1340",="2630","亞航","市","03/17","","19.8","+0.1","+0.51","642","12.8","19.7","20.05","20.1","19.7","2.03","248","1.67","    ","    ","    ","    "
"1341",="6674","鋐寶科技","市","03/17","","26.15","-0.45","-1.69","68","1.78","26.6","26.6","26.6","25.9","2.63","262","1.13","    ","    ","    ","    "
"1342",="4743","合一","櫃","03/17","","254","+3.5","+1.4","4,299","1,087","250.5","252.5","256","249","2.79","273","6.78","    ","    ","    ","    "
"1343",="8121","越峰","櫃","03/17","","26.1","0","0","774","20.4","26.1","26.6","26.9","26.05","3.26","290","3.47","    ","    ","    ","    "
"1344",="2457","飛宏","市","03/17","","59.1","+0.6","+1.03","66,745","3,983","58.5","59.8","61.8","58.6","5.47","311","3.56","    ","    ","    ","    "
"1345",="6222","上揚","櫃","03/17","","16","+0.5","+3.23","4","0.06","15.5","15.2","16.7","15.2","9.68","320","2.07","    ","    ","    ","    "
"1346",="3049","和鑫","市","03/17","","9.83","+0.09","+0.92","671","6.59","9.74","9.84","9.86","9.76","1.03","328","0.81","    ","    ","    ","    "
"1347",="4907","富宇","櫃","03/17","","33.25","+0.35","+1.06","148","4.9","32.9","33.1","33.35","33.1","0.76","332","2.11","    ","    ","    ","    "
"1348",="3228","金麗科","櫃","03/17","","182","+3.5","+1.96","1,026","188","178.5","182.5","186","181.5","2.52","343","17.1","    ","    ","    ","    "
"1349",="5521","工信","市","03/17","","6.93","+0.02","+0.29","377","2.63","6.91","6.98","7.01","6.89","1.74","346","0.65","    ","    ","    ","    "
"1350",="9928","中視","市","03/17","","18.3","-0.3","-1.61","255","4.77","18.6","18.4","19.25","18.25","5.38","366","2.65","    ","    ","    ","    "
"1351",="1324","地球","市","03/17","","11.1","+0.05","+0.45","61","0.68","11.05","11.1","11.15","11.05","0.9","370","0.89","    ","    ","    ","    "
"1352",="3057","喬鼎","市","03/17","","11.1","+0.1","+0.91","40","0.44","11","11.05","11.1","11","0.91","370","1.18","    ","    ","    ","    "
"1353",="2305","全友","市","03/17","","24.1","+0.25","+1.05","426","10.3","23.85","24.05","24.35","24.05","1.26","402","2.24","    ","    ","    ","    "
"1354",="1710","東聯","市","03/17","","19","+0.2","+1.06","648","12.3","18.8","18.85","19.05","18.8","1.33","475","1.39","    ","    ","    ","    "
"1355",="4711","永純","櫃","03/17","","15.1","+0.3","+2.03","260","3.9","14.8","14.95","15.2","14.8","2.7","503","0.86","    ","    ","    ","    "
"1356",="2712","遠雄來","市","03/17","","35.5","+0.9","+2.6","58","2.06","34.6","34.8","35.8","34.8","2.89","592","3.1","    ","    ","    ","    "
"1357",="4130","健亞","櫃","03/17","","26.65","+0.55","+2.11","668","17.7","26.1","26.3","26.75","26.3","1.72","666","2.08","    ","    ","    ","    "
"1358",="6649","台生材","櫃","03/17","","41.05","+1.1","+2.75","70","2.85","39.95","40.05","42","40","5.01","684","2.73","    ","    ","    ","    "
"1359",="3714","富采","市","03/17","","48.25","+0.5","+1.05","1,551","74.8","47.75","48.1","48.45","47.95","1.05","965","0.67","    ","    ","    ","    "
"1360",="8086","宏捷科","櫃","03/17","","77","+4.9","+6.8","3,571","273","72.1","73.6","78","72.8","7.21","1100","2.05","    ","    ","    ","    "
"1361",="6226","光鼎","市","03/17","","11.15","+0.15","+1.36","176","1.97","11","11.3","11.3","11.1","1.82","1115","1.08","    ","    ","    ","    "
"1362",="8096","擎亞","櫃","03/17","","11.35","+0.15","+1.34","274","3.09","11.2","11.3","11.35","11.2","1.34","1135","0.66","    ","    ","    ","    "
"1363",="6165","浪凡","市","03/17","","29","+0.55","+1.93","305","8.91","28.45","28.5","29.8","28.5","4.57","2900","2.12","    ","    ","    ","    "
"1364",="8033","雷虎","市","03/17","","58.4","+3.9","+7.16","2,979","169","54.5","55.3","58.4","55.3","5.69","5840","8.96","    ","    ","    ","    "
