"排名","代號","名稱","市場","股價日期","K線","成交","漲跌價","漲跌幅","成交張數","成交額(百萬)","昨收","開盤","最高","最低","振幅(%)","PER","PBR","一個月走勢圖","三個月走勢圖","一年走勢圖","三年走勢圖"
"827",="1476","儒鴻","市","03/17","","448.5","-3.5","-0.77","1,409","636","452","456","457","448.5","1.88","18.1","4.89","    ","    ","    ","    "
"828",="1304","台聚","市","03/17","","26.3","+1.4","+5.62","14,922","393","24.9","25.05","27.05","25.05","8.03","18.1","1.15","    ","    ","    ","    "
"829",="6803","崑鼎","櫃","03/17","","271","+1.5","+0.56","35","9.4","269.5","273","273","270","1.11","18.2","3.23","    ","    ","    ","    "
"830",="1513","中興電","市","03/17","","94.9","+1.7","+1.82","17,932","1,686","93.2","94.7","95.1","92.7","2.58","18.2","3.38","    ","    ","    ","    "
"831",="4966","譜瑞-KY","櫃","03/17","","1120","+20","+1.82","3,507","3,971","1100","1140","1165","1110","5","18.3","4.98","    ","    ","    ","    "
"832",="2538","基泰","市","03/17","","12.6","+0.4","+3.28","710","8.88","12.2","12.35","12.7","12.3","3.28","18.3","0.93","    ","    ","    ","    "
"833",="6751","智聯服務","櫃","03/17","","74","+6.7","+9.96","563","40.8","67.3","68.4","74","68.4","8.32","18.3","2.12","    ","    ","    ","    "
"834",="2756","聯發國際","櫃","03/17","","138","+12.5","+9.96","375","50.7","125.5","125.5","138","125.5","9.96","18.3","4.59","    ","    ","    ","    "
"835",="6830","汎銓","市","03/17","","121","-0.5","-0.41","124","15","121.5","122","124","120","3.29","18.3","2.29","    ","    ","    ","    "
"836",="4126","太醫","櫃","03/17","","83.7","-1.1","-1.3","567","47.8","84.8","85","85.5","83.7","2.12","18.4","2.24","    ","    ","    ","    "
"837",="5902","德記","櫃","03/17","","35.8","+0.5","+1.42","18","0.65","35.3","36.45","36.45","35.45","2.83","18.4","2.95","    ","    ","    ","    "
"838",="4541","晟田","櫃","03/17","","33.05","+0.75","+2.32","510","16.7","32.3","32.6","33.15","32.35","2.48","18.4","1.31","    ","    ","    ","    "
"839",="9943","好樂迪","市","03/17","","66.6","+0.3","+0.45","46","3.09","66.3","66.5","66.9","66.5","0.6","18.4","2.37","    ","    ","    ","    "
"840",="2031","新光鋼","市","03/17","","45.7","+2.1","+4.82","5,624","253","43.6","43.8","46.2","43.1","7.11","18.5","1.67","    ","    ","    ","    "
"841",="3587","閎康","櫃","03/17","","178","0","0","1,051","185","178","180","180","173.5","3.65","18.5","3.27","    ","    ","    ","    "
"842",="1259","安心","櫃","03/17","","74.5","-0.2","-0.27","17","1.24","74.7","75.2","75.2","74.5","0.94","18.5","1.22","    ","    ","    ","    "
"843",="6662","樂斯科","櫃","03/17","","31.15","+0.7","+2.3","18","0.56","30.45","30.5","31.3","30.45","2.79","18.5","1.78","    ","    ","    ","    "
"844",="4763","材料-KY","市","03/17","","306.5","-0.5","-0.16","10,796","3,279","307","309.5","314.5","295","6.35","18.6","7.23","    ","    ","    ","    "
"845",="1452","宏益","市","03/17","","18","+0.25","+1.41","77","1.37","17.75","17.75","18.05","17.75","1.69","18.6","0.88","    ","    ","    ","    "
"846",="3516","亞帝歐","櫃","03/17","","15.6","0","0","1","0.02","15.6","15.6","15.6","15.6","0","18.6","0.59","    ","    ","    ","    "
"847",="6843","進典","櫃","03/17","","74.4","+5","+7.2","873","64.1","69.4","70.2","75.4","70.2","7.49","18.6","3.64","    ","    ","    ","    "
"848",="2312","金寶","市","03/17","","12.85","0","0","3,820","49.3","12.85","13","13","12.85","1.17","18.6","1.06","    ","    ","    ","    "
"849",="6873","泓德能源-創","市","03/17","","152.5","0","0","140","21.2","152.5","152","154","151","1.97","18.6","3.86","    ","    ","    ","    "
"850",="1442","名軒","市","03/17","","32.9","+0.6","+1.86","1,625","53","32.3","32.4","32.9","32.2","2.17","18.7","1.99","    ","    ","    ","    "
"851",="3213","茂訊","櫃","03/17","","49.3","+0.2","+0.41","46","2.25","49.1","49.2","49.5","49","1.02","18.7","1.38","    ","    ","    ","    "
"852",="4754","國碳科","櫃","03/17","","39","+0.2","+0.52","38","1.48","38.8","38.8","39.95","38.7","3.22","18.8","2.46","    ","    ","    ","    "
"853",="4706","大恭","櫃","03/17","","17.5","+0.2","+1.16","6","0.11","17.3","17.3","17.65","17.3","2.02","18.8","0.92","    ","    ","    ","    "
"854",="4173","久裕","櫃","03/17","","18.85","+0.25","+1.34","168","3.15","18.6","18.6","18.9","18.6","1.61","18.8","0.77","    ","    ","    ","    "
"855",="5353","台林","櫃","03/17","","34.15","+1.95","+6.06","2,177","74.1","32.2","33.85","34.5","32.9","4.97","18.9","2.11","    ","    ","    ","    "
"856",="1303","南亞","市","03/17","","76.5","+1.6","+2.14","12,078","919","74.9","74.9","76.5","74.8","2.27","18.9","1.62","    ","    ","    ","    "
"857",="5212","凌網","櫃","03/17","","52.9","+1.2","+2.32","1","0.05","51.7","52.9","52.9","52.9","0","18.9","3.64","    ","    ","    ","    "
"858",="2302","麗正","市","03/17","","19.35","+0.45","+2.38","2,296","44.1","18.9","19","19.65","18.9","3.97","19","1.76","    ","    ","    ","    "
"859",="4106","雃博","市","03/17","","28.3","+0.4","+1.43","277","7.79","27.9","28.05","28.3","28","1.08","19","1.34","    ","    ","    ","    "
"860",="4760","勤凱","櫃","03/17","","58.5","+1.8","+3.17","30","1.73","56.7","57.5","59","57.1","3.35","19","2.38","    ","    ","    ","    "
"861",="2820","華票","市","03/17","","14.65","0","0","871","12.8","14.65","14.65","14.75","14.6","1.02","19","0.89","    ","    ","    ","    "
"862",="5386","青雲","櫃","03/17","","36.15","+0.15","+0.42","53","1.92","36","36.4","36.45","36.05","1.11","19","2.12","    ","    ","    ","    "
"863",="6143","振曜","櫃","03/17","","82.9","+1.2","+1.47","1,478","124","81.7","83.1","84.8","82.9","2.33","19.1","2.84","    ","    ","    ","    "
"864",="6515","穎崴","市","03/17","","616","+44","+7.69","1,752","1,064","572","586","622","586","6.29","19.1","5.76","    ","    ","    ","    "
"865",="4555","氣立","市","03/17","","48.9","0","0","37","1.81","48.9","49.2","49.2","48.5","1.43","19.2","1.14","    ","    ","    ","    "
"866",="5309","系統電","櫃","03/17","","41.05","+0.6","+1.48","1,170","47.9","40.45","40.9","41.35","40.5","2.1","19.2","3.55","    ","    ","    ","    "
"867",="8099","大世科","櫃","03/17","","38.8","+1.05","+2.78","125","4.8","37.75","38","38.8","37.85","2.52","19.2","2.4","    ","    ","    ","    "
"868",="4114","健喬","櫃","03/17","","43.5","-0.4","-0.91","8,363","366","43.9","44.25","44.8","43.5","2.96","19.2","2.75","    ","    ","    ","    "
"869",="1232","大統益","市","03/17","","147.5","+0.5","+0.34","22","3.3","147","147","147.5","146.5","0.68","19.3","4.58","    ","    ","    ","    "
"870",="6680","鑫創電子","櫃","03/17","","72.3","+1","+1.4","17","1.22","71.3","71","72.3","71","1.82","19.3","3.21","    ","    ","    ","    "
"871",="2413","環科","市","03/17","","35.15","-0.05","-0.14","5,425","192","35.2","35.9","36.4","35.1","3.69","19.3","2.29","    ","    ","    ","    "
"872",="6491","晶碩","市","03/17","","412","+8","+1.98","465","192","404","410","414","408","1.49","19.3","4.8","    ","    ","    ","    "
"873",="3252","海灣","櫃","03/17","","18.2","+0.7","+4","250","4.5","17.5","17.6","18.25","17.6","3.71","19.4","0.46","    ","    ","    ","    "
"874",="6697","東捷資訊","櫃","03/17","","39.6","+0.6","+1.54","49","1.96","39","38.8","40.3","38.8","3.85","19.4","1.95","    ","    ","    ","    "
"875",="1316","上曜","市","03/17","","13.6","+0.15","+1.12","4,181","56.6","13.45","13.6","13.9","13.3","4.46","19.4","1.05","    ","    ","    ","    "
"876",="2049","上銀","市","03/17","","252.5","+7.5","+3.06","4,996","1,260","245","248","256.5","245.5","4.49","19.5","2.57","    ","    ","    ","    "
"877",="2618","長榮航","市","03/17","","26.1","+0.35","+1.36","29,610","770","25.75","26","26.2","25.85","1.36","19.5","1.59","    ","    ","    ","    "
"878",="2020","美亞","市","03/17","","23.4","+0.1","+0.43","97","2.27","23.3","23.4","23.4","23.25","0.64","19.5","1.63","    ","    ","    ","    "
"879",="4609","唐鋒","櫃","03/17","","8.19","+0.19","+2.38","18","0.14","8","8","8.26","8","3.25","19.5","1.83","    ","    ","    ","    "
"880",="9931","欣高","市","03/17","","39.8","+0.1","+0.25","31","1.24","39.7","39.7","40","39.7","0.76","19.5","1.93","    ","    ","    ","    "
"881",="3040","遠見","市","03/17","","31.25","+0.05","+0.16","14","0.45","31.2","31","31.3","31","0.96","19.5","1.34","    ","    ","    ","    "
"882",="2514","龍邦","市","03/17","","17.2","+0.15","+0.88","80","1.38","17.05","17.1","17.25","17","1.47","19.5","0.59","    ","    ","    ","    "
"883",="6791","虎門科技","櫃","03/17","","75.1","+6.8","+9.96","483","34.9","68.3","69.5","75.1","69.1","8.78","19.6","4.52","    ","    ","    ","    "
"884",="6799","來頡","市","03/17","","148.5","-16.5","-10","3,330","509","165","161.5","161.5","148.5","7.88","19.6","4.67","    ","    ","    ","    "
"885",="1342","八貫","市","03/17","","144","+3","+2.13","627","90.2","141","143.5","145","142.5","1.77","19.6","4.95","    ","    ","    ","    "
"886",="8147","正淩","櫃","03/17","","64.5","+0.7","+1.1","81","5.24","63.8","64.4","64.9","64.3","0.94","19.7","2.47","    ","    ","    ","    "
"887",="3035","智原","市","03/17","","194.5","+6.5","+3.46","21,761","4,212","188","193","195.5","190.5","2.66","19.7","5.62","    ","    ","    ","    "
"888",="3019","亞光","市","03/17","","64.8","+1","+1.57","814","52.6","63.8","64.6","65","64.2","1.25","19.7","1.45","    ","    ","    ","    "
"889",="3577","泓格","櫃","03/17","","78.4","+0.6","+0.77","31","2.4","77.8","77.8","78.6","77.8","1.03","19.7","3.59","    ","    ","    ","    "
"890",="1597","直得","市","03/17","","77.2","+0.7","+0.92","86","6.59","76.5","75.5","77.4","75.5","2.48","19.7","2.78","    ","    ","    ","    "
"891",="6141","柏承","市","03/17","","19","+0.2","+1.06","31","0.59","18.8","19.15","19.45","18.7","3.99","19.8","0.86","    ","    ","    ","    "
"892",="1582","信錦","市","03/17","","59.4","+0.3","+0.51","261","15.5","59.1","59.5","59.7","59","1.18","19.8","1.33","    ","    ","    ","    "
"893",="6574","霈方","櫃","03/17","","50.2","+0.65","+1.31","2","0.1","49.55","49.2","50.2","49.2","2.02","19.8","1.72","    ","    ","    ","    "
"894",="2250","IKKA-KY","市","03/17","","72.3","-0.5","-0.69","27","1.99","72.8","72.7","73.5","72.2","1.79","19.9","1.33","    ","    ","    ","    "
"895",="3059","華晶科","市","03/17","","33.3","+0.3","+0.91","671","22.4","33","33.4","33.55","33.25","0.91","19.9","1.04","    ","    ","    ","    "
"896",="3450","聯鈞","市","03/17","","39.7","+0.4","+1.02","212","8.44","39.3","39.8","40.15","39.7","1.15","19.9","1.44","    ","    ","    ","    "
"897",="5234","達興材料","市","03/17","","82.9","+0.8","+0.97","143","11.8","82.1","83.3","83.3","82.1","1.46","20","2.89","    ","    ","    ","    "
"898",="4739","康普","市","03/17","","94.7","+2","+2.16","549","51.6","92.7","94.5","94.9","93.2","1.83","20.1","2","    ","    ","    ","    "
"899",="2645","長榮航太","市","03/17","","89.9","+5.2","+6.14","3,584","317","84.7","85.4","90.2","85.4","5.67","20.1","2.91","    ","    ","    ","    "
"900",="2345","智邦","市","03/17","","294.5","-1","-0.34","4,491","1,333","295.5","300.5","301","292.5","2.88","20.1","8.04","    ","    ","    ","    "
