符合條件商品
資料日期：2021年 12月  2日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/02),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:37 符合檔數(26)
1	,2881.TW,富邦金,56.7,-0.18,6587,73.7,-14.14,20,自連賣
2	,1449.TW,佳和,16.75,9.84,963,15.1,-23.59,18,自連賣
3	,2404.TW,漢唐,182,-2.41,755,179,10.21,15,自連賣
4	,6525.TW,捷敏-KY,69.3,-0.29,80,92.4,-19.6,11,自連賣
5	,6282.TW,康舒,30.4,0.83,1860,32.35,-3.03,9,自連賣
6	,8358.TW,金居,51.3,-0.58,1372,75.5,-25.26,8,自連賣
7	,6290.TW,良維,54,-0.18,323,51.2,9.56,7,自連賣
8	,6683.TW,雍智科技,189.5,0.26,103,317.5,-37.91,7,自連賣
9	,9904.TW,寶成,34.05,0.44,6898,32.5,10.55,7,自連賣
10	,9908.TW,大台北,31.45,0.96,26,33.25,-2.24,7,自連賣
11	,1314.TW,中石化,9.86,-1,4928,12.55,-18.17,6,自連賣
12	,2231.TW,為升,142,-2.07,335,179,-12.11,6,自連賣
13	,2354.TW,鴻準,51.4,-1.15,1092,64.3,-17.06,6,自連賣
14	,2383.TW,台光電,176.5,-0.84,2034,269,-30.36,6,自連賣
15	,2727.TW,王品,158,-1.56,228,135,17.04,6,自連賣
16	,2809.TW,京城銀,33.9,-3.42,3989,40.55,-11.56,6,自連賣
17	,6743.TW,安普新,36.05,0,50,74.7,-51.05,6,自連賣
18	,8046.TW,南電,242,-0.41,10124,590,-57.52,6,自連賣
19	,2328.TW,廣宇,37.65,-1.7,2360,37.85,2.39,5,自連賣
20	,2426.TW,鼎元,16.9,-0.59,149,27.65,-35.64,5,自連賣
21	,3443.TW,創意,726,-0.55,5389,595,23.55,5,自連賣
22	,3630.TW,新鉅科,28.5,-0.52,100,37.4,-23.8,5,自連賣
23	,4966.TW,譜瑞-KY,825,0.86,553,2090,-59.44,5,自連賣
24	,4976.TW,佳凌,38.2,0.13,139,70.4,-45.74,5,自連賣
25	,5443.TW,均豪,28.65,-0.87,277,34.5,-12.06,5,自連賣
26	,6189.TW,豐藝,38.05,0.13,90,40.5,3.34,5,自連賣
