符合條件商品
資料日期：2021年 11月 11日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/11),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(23)
1	,4904.TW,遠傳,65.7,-0.3,2525,64.2,6.5,17,自連賣
2	,2105.TW,正新,33.75,-0.74,1203,34.3,1.84,13,自連賣
3	,1513.TW,中興電,66,0.15,12515,43.25,60.82,10,自連賣
4	,2881.TW,富邦金,56.7,-0.18,6587,73,-13.32,9,自連賣
5	,2915.TW,潤泰全,66.7,0.15,4192,104,-30.48,9,自連賣
6	,2108.TW,南帝,38.2,-0.26,608,80.5,-47.49,7,自連賣
7	,2883.TW,開發金,12.7,-0.78,8936,14.5,-5.79,7,自連賣
8	,4938.TW,和碩,64.2,0.31,3317,67.9,2.2,7,自連賣
9	,6706.TW,惠特,89.3,1.59,265,215,-54.89,7,自連賣
10	,8044.TW,網家,53.2,0.95,575,140.5,-61.85,6,自連賣
11	,8436.TW,大江,174.5,-3.32,9916,213,-12.86,6,自連賣
12	,8442.TW,威宏-KY,75.4,0.27,33,40,90.89,6,自連賣
13	,1565.TW,精華,244,0.21,46,310.5,-16.94,5,自連賣
14	,1815.TW,富喬,11.8,-0.42,396,17.05,-25.32,5,自連賣
15	,2062.TW,橋椿,22.35,-0.22,124,28.1,-18.61,5,自連賣
16	,2441.TW,超豐,48.2,-2.33,4006,80.2,-34.92,5,自連賣
17	,3227.TW,原相,94.6,-1.36,219,148.5,-29.59,5,自連賣
18	,3231.TW,緯創,29.9,-0.83,12268,28.65,13.9,5,自連賣
19	,3551.TW,世禾,58,0,44,69.1,-10.77,5,自連賣
20	,4736.TW,泰博,186,-0.53,4377,165,22.01,5,自連賣
21	,6176.TW,瑞儀,106,0.47,1064,96.7,19.41,5,自連賣
22	,6217.TW,中探針,43.75,0.69,482,58.3,-22.95,5,自連賣
23	,6223.TW,旺矽,111.5,-3.46,3050,119,-1.34,5,自連賣
