符合條件商品
資料日期：2022年  6月 22日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:11 符合檔數(18)
1	,6223.TW,旺矽,111.5,-3.46,3050,88.9,32.06,10,自連賣
2	,6693.TW,廣閎科,62.8,-1.1,28,99.6,-35.29,9,自連賣
3	,8299.TW,群聯,305,-0.81,792,299.5,9.98,8,自連賣
4	,2063.TW,世鎧,39.6,0.38,60,34.4,19.6,7,自連賣
5	,3016.TW,嘉晶,71.2,0.28,652,90.9,-20.49,7,自連賣
6	,3455.TW,由田,80.3,-0.25,313,75.6,12.96,7,自連賣
7	,4931.TW,新盛力,47.2,1.4,4475,36.95,27.74,7,自連賣
8	,6435.TW,大中,99,-0.3,127,143,-26.48,7,自連賣
9	,2006.TW,東和鋼鐵,53.2,0.95,1881,54.9,-3.1,6,自連賣
10	,5457.TW,宣德,49.5,-0.2,374,56.4,-7.72,6,自連賣
11	,6274.TW,台燿,52.5,1.16,910,59,-11.02,6,自連賣
12	,8390.TW,金益鼎,36.8,-2.26,415,29.8,13.23,6,自連賣
13	,2328.TW,廣宇,37.65,-1.7,2360,36.95,4.87,5,自連賣
14	,3260.TW,威剛,57.6,-0.17,970,60.5,4.22,5,自連賣
15	,3551.TW,世禾,58,0,44,63.5,-2.9,5,自連賣
16	,3714.TW,富采,46.6,-0.96,1148,49.7,-6.24,5,自連賣
17	,4721.TW,美琪瑪,102.5,-0.49,487,126.5,-16.24,5,自連賣
18	,8444.TW,綠河-KY,39.5,-1.37,0,48.7,-18.35,5,自連賣
