符合條件商品
資料日期：2022年  8月 19日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/19),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:03 符合檔數(17)
1	,3026.TW,禾伸堂,89.9,0,51,90.9,-1.1,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,41.7,-1.68,20,自連賣
3	,2546.TW,根基,50.5,0.2,33,50,1,8,自連賣
4	,3548.TW,兆利,56.8,-1.22,52,65.5,-13.28,8,自連賣
5	,3703.TW,欣陸,28.15,0.18,655,30.4,-7.4,8,自連賣
6	,5880.TW,合庫金,25.95,-0.76,4866,27.6,-5.98,8,自連賣
7	,3062.TW,建漢,23.55,0.21,1460,27.75,-15.14,7,自連賣
8	,6248.TW,沛波,22.6,0.44,273,21.8,3.67,6,自連賣
9	,6763.TW,綠界科技,412,7.57,105,481,-14.35,6,自連賣
10	,8942.TW,森鉅,60.2,-0.17,53,66.1,-5.95,6,自連賣
11	,1303.TW,南亞,70.3,-1.54,4616,71,-0.99,5,自連賣
12	,1608.TW,華榮,13.9,-1.42,1366,15.65,-11.18,5,自連賣
13	,2201.TW,裕隆,59.1,-1.01,17319,41.3,48.57,5,自連賣
14	,3088.TW,艾訊,58.2,1.04,164,57,2.11,5,自連賣
15	,3312.TW,弘憶股,17.65,-1.12,87,20,-11.75,5,自連賣
16	,4566.TW,時碩工業,51.4,0.59,362,54.7,-6.03,5,自連賣
17	,6121.TW,新普,288.5,-0.35,276,287,5.26,5,自連賣
