符合條件商品
資料日期：2022年  2月 16日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/16),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:29 符合檔數(21)
1	,2542.TW,興富發,40.35,-3.93,8630,47.15,2.75,16,自連賣
2	,2883.TW,開發金,12.7,-0.78,8936,19.3,-29.25,6,自連賣
3	,3483.TW,力致,54.3,0.18,103,83.6,-31.8,6,自連賣
4	,8183.TW,精星,54.1,-0.18,400,55.1,0.33,6,自連賣
5	,1325.TW,恆大,27.7,5.32,6157,44.25,-32.5,5,自連賣
6	,2103.TW,台橡,26.95,-1.1,635,37.15,-20.69,5,自連賣
7	,2303.TW,聯電,41.95,-2.1,34060,54.1,-17.44,5,自連賣
8	,2331.TW,精英,21.45,-0.46,679,20.4,5.15,5,自連賣
9	,2332.TW,友訊,15.6,0,3528,16.75,-5.11,5,自連賣
10	,2406.TW,國碩,18.8,-1.05,970,25.1,-25.1,5,自連賣
11	,2409.TW,友達,15.4,0.65,36394,20.45,-25.32,5,自連賣
12	,3003.TW,健和興,70.4,0.28,187,84.3,-14.48,5,自連賣
13	,3088.TW,艾訊,58.2,1.04,164,67.9,-9.68,5,自連賣
14	,3227.TW,原相,94.6,-1.36,219,139.5,-25.05,5,自連賣
15	,3714.TW,富采,46.6,-0.96,1148,91.8,-47.37,5,自連賣
16	,6156.TW,松上,19.85,0.76,109,22.35,-8.27,5,自連賣
17	,6269.TW,台郡,99.2,-0.8,645,96,8.69,5,自連賣
18	,6443.TW,元晶,34.1,1.19,7879,36.45,-6.45,5,自連賣
19	,6706.TW,惠特,89.3,1.59,265,235,-58.72,5,自連賣
20	,8163.TW,達方,37.8,-0.13,469,46.8,-12.42,5,自連賣
21	,8927.TW,北基,36.2,-1.36,276,35.8,11.38,5,自連賣
