符合條件商品
資料日期：2022年  4月 14日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/14),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:21 符合檔數(18)
1	,1440.TW,南紡,17.3,-1.42,812,23.1,-21.58,12,自連賣
2	,6196.TW,帆宣,117,-0.43,361,138,-11.54,11,自連賣
3	,2342.TW,茂矽,38.65,1.44,640,39.35,-0.44,9,自連賣
4	,8299.TW,群聯,305,-0.81,792,424,-22.32,9,自連賣
5	,1308.TW,亞聚,28.2,-0.88,1358,36.6,-14.08,8,自連賣
6	,3374.TW,精材,99.5,-1.49,1508,122,-16.72,8,自連賣
7	,6435.TW,大中,99,-0.3,127,143,-26.48,8,自連賣
8	,2354.TW,鴻準,51.4,-1.15,1092,61.1,-12.72,7,自連賣
9	,8086.TW,宏捷科,67.7,1.04,620,97.8,-27.93,7,自連賣
10	,2327.TW,國巨,460,-1.39,1468,406,-5.74,6,自連賣
11	,2375.TW,凱美,56,-0.36,155,71.2,-32.44,6,自連賣
12	,2393.TW,億光,37.5,0.94,242,46.05,-10.95,6,自連賣
13	,3588.TW,通嘉,53.8,-0.92,446,117,-48.64,6,自連賣
14	,5388.TW,中磊,77.4,-0.13,1579,78,-0.77,6,自連賣
15	,2314.TW,台揚,38.25,-0.13,479,59.9,-36.14,5,自連賣
16	,2331.TW,精英,21.45,-0.46,679,19.15,12.01,5,自連賣
17	,3217.TW,優群,80.7,0.37,119,102,-14.43,5,自連賣
18	,6269.TW,台郡,99.2,-0.8,645,96.8,7.79,5,自連賣
