符合條件商品
資料日期：2022年  2月 23日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/23),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:29 符合檔數(18)
1	,2542.TW,興富發,40.35,-3.93,8630,49.1,-1.32,20,自連賣
2	,2406.TW,國碩,18.8,-1.05,970,24.95,-24.65,10,自連賣
3	,2006.TW,東和鋼鐵,53.2,0.95,1881,68.9,-16.17,9,自連賣
4	,3028.TW,增你強,28.6,1.06,236,35.95,-10.99,7,自連賣
5	,2905.TW,三商,15.05,-0.66,352,21.75,-25.79,6,自連賣
6	,3264.TW,欣銓,49.85,-0.89,1243,50.5,4.6,6,自連賣
7	,5347.TW,世界,81.5,-1.69,3288,124.5,-30.26,6,自連賣
8	,5457.TW,宣德,49.5,-0.2,374,70.8,-26.49,6,自連賣
9	,2009.TW,第一銅,31.95,0.79,2420,43.55,-23.78,5,自連賣
10	,2375.TW,凱美,56,-0.36,155,90.2,-46.67,5,自連賣
11	,2637.TW,慧洋-KY,64.8,-3.28,13996,91.9,-25.57,5,自連賣
12	,3023.TW,信邦,275.5,-0.18,232,272,3.82,5,自連賣
13	,3033.TW,威健,26.5,0,428,30.95,-4.4,5,自連賣
14	,3211.TW,順達,73.1,-0.14,70,102,-17.35,5,自連賣
15	,3596.TW,智易,98.3,-0.2,490,123,-14.79,5,自連賣
16	,4562.TW,穎漢,15.3,0.33,16,15.6,-1.92,5,自連賣
17	,4904.TW,遠傳,65.7,-0.3,2525,70,-2.32,5,自連賣
18	,8215.TW,明基材,32.2,-2.72,1195,34.9,-2.81,5,自連賣
