符合條件商品
資料日期：2021年 11月 18日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/18),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:38 符合檔數(39)
1	,2881.TW,富邦金,56.7,-0.18,6587,76.4,-17.18,14,自連賣
2	,2108.TW,南帝,38.2,-0.26,608,82,-48.45,12,自連賣
3	,4938.TW,和碩,64.2,0.31,3317,68.3,1.6,12,自連賣
4	,2441.TW,超豐,48.2,-2.33,4006,81.7,-36.11,10,自連賣
5	,3231.TW,緯創,29.9,-0.83,12268,28.8,13.3,10,自連賣
6	,6176.TW,瑞儀,106,0.47,1064,100.5,14.89,10,自連賣
7	,1101.TW,台泥,34.05,-1.16,23484,48.3,-20.56,9,自連賣
8	,1434.TW,福懋,26.3,-0.19,479,29.55,-7.49,9,自連賣
9	,2301.TW,光寶科,64,-0.47,4678,61.7,9.93,9,自連賣
10	,2324.TW,仁寶,22.95,0.44,9576,23.6,5.57,9,自連賣
11	,2356.TW,英業達,26,0.19,6530,26.45,4.38,9,自連賣
12	,2385.TW,群光,87.2,0.11,1118,81,16,9,自連賣
13	,2542.TW,興富發,40.35,-3.93,8630,46.6,3.97,9,自連賣
14	,2809.TW,京城銀,33.9,-3.42,3989,41.8,-14.2,9,自連賣
15	,3044.TW,健鼎,96,1.59,1391,120,-14.4,9,自連賣
16	,3702.TW,大聯大,47.8,-0.52,2583,50.1,2.18,9,自連賣
17	,5522.TW,遠雄,58.5,0.34,1205,67.9,-4.07,9,自連賣
18	,1449.TW,佳和,16.75,9.84,963,14.9,-22.56,8,自連賣
19	,2377.TW,微星,119.5,1.7,2513,161,-19.11,8,自連賣
20	,3515.TW,華擎,140.5,2.93,1979,248,-35.51,8,自連賣
21	,9958.TW,世紀鋼,88.9,-1.22,9352,109,-15.31,8,自連賣
22	,2727.TW,王品,158,-1.56,228,142,11.27,7,自連賣
23	,1710.TW,東聯,18.5,1.09,1345,23.4,-17.85,6,自連賣
24	,2357.TW,華碩,271,-1.63,1392,359.5,-13.19,6,自連賣
25	,5392.TW,能率,20.7,-0.48,100,25.15,-16.53,6,自連賣
26	,8046.TW,南電,242,-0.41,10124,548,-54.26,6,自連賣
27	,9917.TW,中保科,99.6,1.32,404,105.5,-0.9,6,自連賣
28	,1722.TW,台肥,53.1,-0.56,1033,69,-19.63,5,自連賣
29	,2002.TW,中鋼,30.7,0.16,37216,32.95,3.4,5,自連賣
30	,2007.TW,燁興,12.7,1.2,8163,21.6,-41.2,5,自連賣
31	,2009.TW,第一銅,31.95,0.79,2420,44.05,-24.65,5,自連賣
32	,2027.TW,大成鋼,43.15,-1.93,15303,44.55,2.96,5,自連賣
33	,2034.TW,允強,29.6,-0.5,3354,31.3,0.03,5,自連賣
34	,2404.TW,漢唐,182,-2.41,755,188,4.94,5,自連賣
35	,3167.TW,大量,40.6,-0.12,73,103.5,-57.79,5,自連賣
36	,3576.TW,聯合再生,20.4,-0.73,3970,21.75,-6.21,5,自連賣
37	,3691.TW,碩禾,101.5,0,155,181,-43.92,5,自連賣
38	,5538.TW,東明-KY,42.35,0.59,24,52.5,-13.41,5,自連賣
39	,6491.TW,晶碩,404.5,-1.94,432,460.5,-10.36,5,自連賣
