符合條件商品
資料日期：2022年  1月 12日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(01/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:31 符合檔數(78)
1	,2542.TW,興富發,40.35,-3.93,8630,46.25,4.75,20,自連賣
2	,2034.TW,允強,29.6,-0.5,3354,30.25,3.5,17,自連賣
3	,4128.TW,中天,66.8,-2.2,19523,63.3,15.75,13,自連賣
4	,8040.TW,九暘,54.7,1.3,584,65.7,-15.5,11,自連賣
5	,8110.TW,華東,11.6,-1.28,672,17.25,-32.04,11,自連賣
6	,8215.TW,明基材,32.2,-2.72,1195,35.7,-4.99,11,自連賣
7	,2436.TW,偉詮電,42,0.84,593,88.1,-49.65,10,自連賣
8	,4743.TW,合一,259.5,-1.14,14786,253.5,2.37,10,自連賣
9	,6531.TW,愛普*,170,0,2500,433,-59.71,10,自連賣
10	,2027.TW,大成鋼,43.15,-1.93,15303,44.55,2.96,9,自連賣
11	,2105.TW,正新,33.75,-0.74,1203,36,-2.99,9,自連賣
12	,2354.TW,鴻準,51.4,-1.15,1092,63.3,-15.75,9,自連賣
13	,3380.TW,明泰,28.55,-1.04,598,30.7,-4.39,9,自連賣
14	,8163.TW,達方,37.8,-0.13,469,46.8,-12.42,9,自連賣
15	,8476.TW,台境,55.2,0.91,124,56.4,-2.13,9,自連賣
16	,2363.TW,矽統,15.95,-0.93,935,23.9,-24.01,8,自連賣
17	,2369.TW,菱生,13.2,-1.49,383,25.2,-43.2,8,自連賣
18	,4961.TW,天鈺,117,0.86,1402,216.5,-37.87,8,自連賣
19	,5371.TW,中光電,55,-0.36,3464,85.6,-30.85,8,自連賣
20	,6188.TW,廣明,40.45,-0.37,336,44.95,-3.62,8,自連賣
21	,1305.TW,華夏,26.5,1.15,17566,33.75,-13.74,7,自連賣
22	,1605.TW,華新,46.75,-1.68,42087,26.15,86.11,7,自連賣
23	,2031.TW,新光鋼,44,-0.56,5573,54.7,-10.44,7,自連賣
24	,2332.TW,友訊,15.6,0,3528,17.4,-8.67,7,自連賣
25	,2342.TW,茂矽,38.65,1.44,640,45.85,-14.55,7,自連賣
26	,3049.TW,和鑫,9.18,-0.54,1037,15.45,-38.31,7,自連賣
27	,3504.TW,揚明光,77.8,1.17,665,101.5,-23.35,7,自連賣
28	,3529.TW,力旺,1350,1.12,770,1800,-24.08,7,自連賣
29	,5351.TW,鈺創,40.7,3.83,7029,78.3,-44.47,7,自連賣
30	,5388.TW,中磊,77.4,-0.13,1579,68.5,16.44,7,自連賣
31	,5471.TW,松翰,51.1,-1.73,859,86.3,-34,7,自連賣
32	,2102.TW,泰豐,20.45,-1.21,355,27.75,-26.31,6,自連賣
33	,2351.TW,順德,99.5,1.22,927,148.5,-31.25,6,自連賣
34	,2377.TW,微星,119.5,1.7,2513,157.5,-17.32,6,自連賣
35	,2464.TW,盟立,38.1,-0.39,128,43.5,-7.07,6,自連賣
36	,2887.TW,台新金,15.2,0,6593,19.5,-15.23,6,自連賣
37	,3023.TW,信邦,275.5,-0.18,232,271.5,4.01,6,自連賣
38	,3042.TW,晶技,83,0.73,539,101.5,-10.88,6,自連賣
39	,3090.TW,日電貿,53,-0.38,169,52.5,10,6,自連賣
40	,3105.TW,穩懋,138,0.36,2757,337,-56.92,6,自連賣
41	,3162.TW,精確,49,-1.31,3011,51.3,-4.48,6,自連賣
42	,3167.TW,大量,40.6,-0.12,73,84.2,-48.12,6,自連賣
43	,3483.TW,力致,54.3,0.18,103,80.2,-28.91,6,自連賣
44	,3515.TW,華擎,140.5,2.93,1979,255,-37.28,6,自連賣
45	,4123.TW,晟德,46.35,0.65,1096,58.7,-5.74,6,自連賣
46	,4919.TW,新唐,117,-2.09,4502,126.5,-3.47,6,自連賣
47	,4952.TW,凌通,47.85,0.1,191,63.2,-18.21,6,自連賣
48	,4976.TW,佳凌,38.2,0.13,139,62.1,-38.49,6,自連賣
49	,6121.TW,新普,288.5,-0.35,276,327.5,2.58,6,自連賣
50	,6173.TW,信昌電,34.45,-1.57,150,56.5,-35.68,6,自連賣
51	,6182.TW,合晶,41.8,-0.36,1757,78.2,-45.01,6,自連賣
52	,6282.TW,康舒,30.4,0.83,1860,34.3,-8.54,6,自連賣
53	,6469.TW,大樹,283.5,-1.56,247,207.5,73.21,6,自連賣
54	,6509.TW,聚和,41.15,4.71,2507,61.6,-31.27,6,自連賣
55	,8081.TW,致新,141,-1.05,262,239.5,-35.18,6,自連賣
56	,8255.TW,朋程,177,5.04,12777,219,-16.8,6,自連賣
57	,8358.TW,金居,51.3,-0.58,1372,72.2,-21.85,6,自連賣
58	,1609.TW,大亞,20.5,0.49,2261,24.2,-8.85,5,自連賣
59	,2317.TW,鴻海,101,0,15490,104.5,1.64,5,自連賣
60	,2328.TW,廣宇,37.65,-1.7,2360,37.35,3.75,5,自連賣
61	,2337.TW,旺宏,35,0.57,15889,40.05,-6.89,5,自連賣
62	,2458.TW,義隆,86.1,-1.71,718,161,-39.57,5,自連賣
