符合條件商品
資料日期：2021年 12月 20日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:33 符合檔數(59)
1	,1314.TW,中石化,9.86,-1,4928,12.45,-17.49,18,自連賣
2	,1101.TW,台泥,34.05,-1.16,23484,47.4,-19.04,13,自連賣
3	,1717.TW,長興,31.5,-1.25,930,36.25,-12.11,13,自連賣
4	,2542.TW,興富發,40.35,-3.93,8630,47.6,1.79,12,自連賣
5	,1460.TW,宏遠,7.14,-0.7,336,9.45,-24.44,11,自連賣
6	,6205.TW,詮欣,70.9,-0.7,430,64.8,12.99,11,自連賣
7	,4743.TW,合一,259.5,-1.14,14786,284,-8.63,10,自連賣
8	,4938.TW,和碩,64.2,0.31,3317,68.5,1.31,10,自連賣
9	,5236.TW,凌陽創新,67.6,0.15,48,153.5,-51.23,10,自連賣
10	,5356.TW,協益,20.55,0,36,28.1,-22.51,9,自連賣
11	,1513.TW,中興電,66,0.15,12515,43.3,60.62,8,自連賣
12	,2439.TW,美律,79.5,0.63,452,92.3,-9.57,8,自連賣
13	,2888.TW,新光金,8.75,-0.57,13386,10.55,-13.28,8,自連賣
14	,3515.TW,華擎,140.5,2.93,1979,269,-40.55,8,自連賣
15	,6217.TW,中探針,43.75,0.69,482,50.1,-10.35,8,自連賣
16	,1305.TW,華夏,26.5,1.15,17566,33.55,-13.23,7,自連賣
17	,1710.TW,東聯,18.5,1.09,1345,21.6,-11.01,7,自連賣
18	,2327.TW,國巨,460,-1.39,1468,448,-14.58,7,自連賣
19	,2354.TW,鴻準,51.4,-1.15,1092,63.6,-16.15,7,自連賣
20	,2880.TW,華南金,22.5,-1.1,4175,20.8,15.56,7,自連賣
21	,3045.TW,台灣大,94.8,0,2514,98.4,0.34,7,自連賣
22	,5347.TW,世界,81.5,-1.69,3288,154.5,-43.8,7,自連賣
23	,5538.TW,東明-KY,42.35,0.59,24,52.7,-13.75,7,自連賣
24	,5876.TW,上海商銀,44.25,-0.45,2405,46.8,-1.99,7,自連賣
25	,6175.TW,立敦,32.3,-0.77,206,45.2,-25.09,7,自連賣
26	,1504.TW,東元,27.25,-0.37,1749,30.65,-6.87,6,自連賣
27	,1605.TW,華新,46.75,-1.68,42087,26.1,86.48,6,自連賣
28	,1708.TW,東鹼,40.75,-1.33,1193,33.5,27.11,6,自連賣
29	,2204.TW,中華,50.1,0.91,1497,63.5,-13.02,6,自連賣
30	,2208.TW,台船,19.5,-0.51,1938,21.6,-9.72,6,自連賣
31	,2449.TW,京元電子,36.4,-1.75,4505,43.2,-9.02,6,自連賣
32	,2476.TW,鉅祥,46.4,-0.96,356,61.2,-21.14,6,自連賣
33	,2610.TW,華航,19,-1.55,26392,26.75,-26.36,6,自連賣
34	,2838.TW,聯邦銀,16.1,-0.92,465,13.05,35.64,6,自連賣
35	,2845.TW,遠東銀,11.1,-0.89,1864,10.55,10.78,6,自連賣
36	,2867.TW,三商壽,5.51,-2.3,17135,9.11,-39.52,6,自連賣
37	,3162.TW,精確,49,-1.31,3011,46.2,6.06,6,自連賣
38	,5263.TW,智崴,123.5,-3.52,358,124,-0.4,6,自連賣
39	,1326.TW,台化,69.4,-0.72,1689,78.8,-6.42,5,自連賣
40	,1536.TW,和大,70.4,-0.56,752,89.9,-20.06,5,自連賣
41	,2367.TW,燿華,17.5,-0.57,2708,18.75,-6.67,5,自連賣
42	,2395.TW,研華,333,-1.48,273,389,-12.26,5,自連賣
43	,2426.TW,鼎元,16.9,-0.59,149,27.65,-35.64,5,自連賣
44	,2489.TW,瑞軒,9.93,1.02,1113,17.2,-35.6,5,自連賣
45	,2515.TW,中工,8.25,-0.48,1107,8.82,-0.6,5,自連賣
46	,2520.TW,冠德,28.65,0.7,326,37.65,-16.98,5,自連賣
47	,2634.TW,漢翔,34.55,3.13,14471,29,20.38,5,自連賣
48	,2834.TW,臺企銀,12.9,-0.39,8238,9.66,39.61,5,自連賣
49	,2881.TW,富邦金,56.7,-0.18,6587,74.1,-14.61,5,自連賣
50	,2882.TW,國泰金,41.15,1.86,33982,59.9,-26.1,5,自連賣
51	,3026.TW,禾伸堂,89.9,0,51,116,-14.92,5,自連賣
52	,3036.TW,文曄,62.7,-0.95,1327,64.8,3.47,5,自連賣
53	,3533.TW,嘉澤,829,0.36,375,690,23.16,5,自連賣
54	,3591.TW,艾笛森,15.7,-0.63,172,22.8,-26.46,5,自連賣
55	,3675.TW,德微,168,2.75,1849,278.5,-38.26,5,自連賣
56	,3714.TW,富采,46.6,-0.96,1148,75.8,-36.27,5,自連賣
57	,4571.TW,鈞興-KY,73.8,-0.14,9,99.7,-21.82,5,自連賣
58	,6412.TW,群電,74.5,2.48,374,75.8,5.03,5,自連賣
59	,6592.TW,和潤企業,100,-0.99,209,90.4,15.37,5,自連賣
