符合條件商品
資料日期：2022年  5月 17日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:16 符合檔數(16)
1	,4157.TW,太景*-KY,16.15,-1.52,3200,15.3,5.56,10,自連賣
2	,9914.TW,美利達,171,-2.29,298,244.5,-27.58,9,自連賣
3	,1504.TW,東元,27.25,-0.37,1749,28.85,-1.05,8,自連賣
4	,2104.TW,國際中橡,19.6,0.77,1331,21.2,-6.58,8,自連賣
5	,2515.TW,中工,8.25,-0.48,1107,9.06,-3.17,8,自連賣
6	,5011.TW,久陽,25.35,1.6,496,32.6,-21.25,8,自連賣
7	,5536.TW,聖暉*,102.5,-0.97,167,196,13.64,8,自連賣
8	,1717.TW,長興,31.5,-1.25,930,34.5,-7.65,7,自連賣
9	,6216.TW,居易,25.25,0,90,28.25,-5.78,7,自連賣
10	,2423.TW,固緯,26.95,-1.28,44,27.9,2.04,6,自連賣
11	,4526.TW,東台,14.4,0,53,14.45,1.12,6,自連賣
12	,6670.TW,復盛應用,213,-0.7,244,206,10.25,6,自連賣
13	,1909.TW,榮成,15.55,-0.32,1849,17.7,-5.07,5,自連賣
14	,2013.TW,中鋼構,59.3,-0.84,197,50.9,21.02,5,自連賣
15	,2605.TW,新興,20.65,-3.5,6563,26.1,-17.66,5,自連賣
16	,3221.TW,台嘉碩,25.55,0.79,261,35.85,-24.27,5,自連賣
