符合條件商品
資料日期：2022年  9月  5日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/05),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:01 符合檔數(29)
1	,8039.TW,台虹,41,-0.61,92,40.8,0.49,20,自連賣
2	,3010.TW,華立,85.6,1.66,269,90.8,-5.73,12,自連賣
3	,3293.TW,鈊象,425.5,-0.23,3602,356,19.52,12,自連賣
4	,3209.TW,全科,35.5,-0.42,228,36.75,-3.4,11,自連賣
5	,3705.TW,永信,45.4,-0.77,5788,41.05,10.6,11,自連賣
6	,1737.TW,臺鹽,32.15,0,25,33,-2.58,9,自連賣
7	,2605.TW,新興,20.65,-3.5,6563,20.1,2.74,9,自連賣
8	,3708.TW,上緯投控,94.6,-1.77,1112,92.8,1.94,9,自連賣
9	,8086.TW,宏捷科,67.7,1.04,620,78,-13.21,9,自連賣
10	,8112.TW,至上,36.05,0.7,471,36.7,-1.77,9,自連賣
11	,2027.TW,大成鋼,43.15,-1.93,15303,37.85,14,8,自連賣
12	,2239.TW,英利-KY,59,-0.84,55,73.5,-19.73,8,自連賣
13	,4755.TW,三福化,119,0,366,140.5,-15.3,8,自連賣
14	,4763.TW,材料-KY,172,-4.44,2683,136,34.64,8,自連賣
15	,2419.TW,仲琦,24.15,-0.41,1040,28.85,-16.29,7,自連賣
16	,3003.TW,健和興,70.4,0.28,187,80.2,-12.22,7,自連賣
17	,1444.TW,力麗,10.3,0,557,11.55,-10.82,6,自連賣
18	,2211.TW,長榮鋼,52.4,-0.57,374,61.5,-14.8,6,自連賣
19	,2329.TW,華泰,17.6,-1.68,1321,17.7,-0.56,6,自連賣
20	,2845.TW,遠東銀,11.1,-0.89,1864,12.3,-5.05,6,自連賣
21	,2885.TW,元大金,21.8,-0.91,10786,20.3,7.39,6,自連賣
22	,3624.TW,光頡,40.35,0.62,414,51.6,-21.8,6,自連賣
23	,3673.TW,TPK-KY,29.7,-0.34,398,34.85,-14.78,6,自連賣
24	,5347.TW,世界,81.5,-1.69,3288,71.5,13.99,6,自連賣
25	,5603.TW,陸海,23.4,2.63,1037,28.5,-17.89,6,自連賣
26	,6191.TW,精成科,27.6,-1.08,433,27.85,-0.9,6,自連賣
27	,8927.TW,北基,36.2,-1.36,276,38.2,4.38,6,自連賣
28	,3047.TW,訊舟,15.6,-1.27,2156,17.9,-12.85,5,自連賣
29	,3481.TW,群創,11.1,0,42046,12.1,-8.64,5,自連賣
