符合條件商品
資料日期：2022年  8月 15日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:04 符合檔數(14)
1	,8039.TW,台虹,41,-0.61,92,41.35,-0.85,19,自連賣
2	,3026.TW,禾伸堂,89.9,0,51,90.8,-0.99,17,自連賣
3	,6244.TW,茂迪,28.35,0,3256,28.8,-1.56,10,自連賣
4	,2605.TW,新興,20.65,-3.5,6563,22.45,-8.02,9,自連賣
5	,3209.TW,全科,35.5,-0.42,228,38.85,-8.62,7,自連賣
6	,6189.TW,豐藝,38.05,0.13,90,38.6,-1.42,6,自連賣
7	,6486.TW,互動,59.6,0,5,63.9,-6.73,6,自連賣
8	,1402.TW,遠東新,31.55,-4.39,10632,30.25,4.3,5,自連賣
9	,2421.TW,建準,44.85,-2.82,1233,43.1,4.06,5,自連賣
10	,2615.TW,萬海,86.2,-1.15,55180,101.5,-15.07,5,自連賣
11	,2634.TW,漢翔,34.55,3.13,14471,36.9,-6.37,5,自連賣
12	,3374.TW,精材,99.5,-1.49,1508,124.5,-20.08,5,自連賣
13	,5213.TW,亞昕,22.1,0.45,39,22.4,-1.34,5,自連賣
14	,6191.TW,精成科,27.6,-1.08,433,28.8,-4.17,5,自連賣
