符合條件商品
資料日期：2022年  7月 26日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/26),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:06 符合檔數(27)
1	,4139.TW,馬光-KY,41.3,-2.59,36,47.85,-13.69,12,自連賣
2	,2065.TW,世豐,50.9,-0.2,24,46.85,11.82,8,自連賣
3	,2323.TW,中環,7.4,-1.33,1685,7.51,3.64,8,自連賣
4	,3105.TW,穩懋,138,0.36,2757,168.5,-18.1,8,自連賣
5	,2542.TW,興富發,40.35,-3.93,8630,44.8,8.15,7,自連賣
6	,1477.TW,聚陽,238.5,0,510,138.5,72.2,6,自連賣
7	,2201.TW,裕隆,59.1,-1.01,17319,45.55,34.72,6,自連賣
8	,2367.TW,燿華,17.5,-0.57,2708,16.65,5.11,6,自連賣
9	,2395.TW,研華,333,-1.48,273,330.5,0.76,6,自連賣
10	,2535.TW,達欣工,29.7,0.17,102,29.7,0,6,自連賣
11	,2820.TW,華票,14.55,0,290,15.75,-7.62,6,自連賣
12	,5269.TW,祥碩,717,0.14,564,1025,-28.1,6,自連賣
13	,1217.TW,愛之味,10.9,0.46,1908,10.9,0,5,自連賣
14	,1437.TW,勤益控,25.35,-0.2,80,24.3,4.32,5,自連賣
15	,1717.TW,長興,31.5,-1.25,930,33.35,-4.46,5,自連賣
16	,2031.TW,新光鋼,44,-0.56,5573,35.2,25,5,自連賣
17	,2102.TW,泰豐,20.45,-1.21,355,19.05,7.35,5,自連賣
18	,2337.TW,旺宏,35,0.57,15889,31.55,10.94,5,自連賣
19	,2352.TW,佳世達,27.5,1.66,4573,30.85,-2.93,5,自連賣
20	,2534.TW,宏盛,22.85,0.22,2104,24.2,-0.74,5,自連賣
21	,2610.TW,華航,19,-1.55,26392,22.65,-16.11,5,自連賣
22	,2615.TW,萬海,86.2,-1.15,55180,100.5,-14.23,5,自連賣
23	,3033.TW,威健,26.5,0,428,25.85,2.51,5,自連賣
24	,3675.TW,德微,168,2.75,1849,207,-16.93,5,自連賣
25	,4904.TW,遠傳,65.7,-0.3,2525,74.5,-11.81,5,自連賣
26	,8039.TW,台虹,41,-0.61,92,40.35,1.61,5,自連賣
27	,8070.TW,長華*,30.65,-0.16,272,32.2,-2.57,5,自連賣
