符合條件商品
資料日期：2022年  4月 26日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/26),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:19 符合檔數(64)
1	,2314.TW,台揚,38.25,-0.13,479,56.3,-32.06,13,自連賣
2	,6269.TW,台郡,99.2,-0.8,645,95,9.83,13,自連賣
3	,1815.TW,富喬,11.8,-0.42,396,13.45,-5.3,10,自連賣
4	,1708.TW,東鹼,40.75,-1.33,1193,59.9,-28.91,9,自連賣
5	,2388.TW,威盛,69.3,-0.14,6061,51.2,35.35,9,自連賣
6	,2476.TW,鉅祥,46.4,-0.96,356,46.85,3.02,9,自連賣
7	,3504.TW,揚明光,77.8,1.17,665,66.9,16.29,9,自連賣
8	,3714.TW,富采,46.6,-0.96,1148,59.2,-18.39,9,自連賣
9	,6568.TW,宏觀,168,1.51,418,151.5,15.53,9,自連賣
10	,2367.TW,燿華,17.5,-0.57,2708,16.5,6.06,8,自連賣
11	,5347.TW,世界,81.5,-1.69,3288,102,-14.87,8,自連賣
12	,1907.TW,永豐餘,24.45,-1.21,810,31.95,-18.42,7,自連賣
13	,2371.TW,大同,33.7,0,4072,33.7,0,7,自連賣
14	,2812.TW,台中銀,12.8,-0.39,3299,15.1,-9.35,7,自連賣
15	,2867.TW,三商壽,5.51,-2.3,17135,7.99,-31.04,7,自連賣
16	,4558.TW,寶緯,24.15,2.11,53,40.45,-35.29,7,自連賣
17	,6187.TW,萬潤,65,0.93,810,104.5,-34.02,7,自連賣
18	,2009.TW,第一銅,31.95,0.79,2420,39.7,-16.41,6,自連賣
19	,2436.TW,偉詮電,42,0.84,593,69.3,-36,6,自連賣
20	,3228.TW,金麗科,187,-1.32,123,313.5,-40.35,6,自連賣
21	,3583.TW,辛耘,72.6,1.26,201,76.9,-2.48,6,自連賣
22	,6435.TW,大中,99,-0.3,127,130.5,-19.44,6,自連賣
23	,1103.TW,嘉泥,17.5,-0.57,92,20,-9.19,5,自連賣
24	,1301.TW,台塑,86.8,-0.46,6046,105.5,-10.93,5,自連賣
25	,1313.TW,聯成,13.8,-1.78,1516,17.05,-19.06,5,自連賣
26	,1326.TW,台化,69.4,-0.72,1689,80.7,-8.62,5,自連賣
27	,1537.TW,廣隆,136.5,-0.36,24,137.5,4.29,5,自連賣
28	,1558.TW,伸興,120,0,27,139,-8.05,5,自連賣
29	,1608.TW,華榮,13.9,-1.42,1366,22,-30.01,5,自連賣
30	,1702.TW,南僑,44.8,-0.88,73,48.1,-2.35,5,自連賣
31	,1711.TW,永光,18.4,-1.08,779,22.7,-17.08,5,自連賣
32	,1905.TW,華紙,16.25,-1.81,591,19.5,-14.56,5,自連賣
33	,2023.TW,燁輝,16.8,-0.59,4854,21.65,-15.87,5,自連賣
34	,2027.TW,大成鋼,43.15,-1.93,15303,46.2,-0.71,5,自連賣
35	,2028.TW,威致,29.2,0.69,4120,37.95,-14.34,5,自連賣
36	,2031.TW,新光鋼,44,-0.56,5573,65.1,-24.75,5,自連賣
37	,2038.TW,海光,23.05,-3.15,5951,29.85,-17.71,5,自連賣
38	,2103.TW,台橡,26.95,-1.1,635,32.05,-8.05,5,自連賣
39	,2312.TW,金寶,13.65,-1.09,2439,16.9,-17.97,5,自連賣
40	,2375.TW,凱美,56,-0.36,155,65.1,-26.11,5,自連賣
41	,2406.TW,國碩,18.8,-1.05,970,24.05,-21.83,5,自連賣
42	,2485.TW,兆赫,17.25,0.29,454,17.65,-2.27,5,自連賣
43	,2505.TW,國揚,18.25,-0.82,64,20.75,-12.05,5,自連賣
44	,2527.TW,宏璟,20.8,-0.72,64,28.95,-19.13,5,自連賣
45	,2885.TW,元大金,21.8,-0.91,10786,26.15,-8.21,5,自連賣
46	,3016.TW,嘉晶,71.2,0.28,652,95,-23.92,5,自連賣
47	,3037.TW,欣興,125,2.46,35224,199.5,-35.92,5,自連賣
48	,3049.TW,和鑫,9.18,-0.54,1037,11.65,-18.18,5,自連賣
49	,3189.TW,景碩,107,0,9581,168.5,-34.52,5,自連賣
50	,3209.TW,全科,35.5,-0.42,228,37.55,8.83,5,自連賣
51	,3260.TW,威剛,57.6,-0.17,970,71.9,-12.3,5,自連賣
52	,3406.TW,玉晶光,364,-0.68,820,393.5,-5.64,5,自連賣
53	,3592.TW,瑞鼎,307.5,0,497,490,-27.64,5,自連賣
54	,3665.TW,貿聯-KY,251,-2.33,1391,305,-15.14,5,自連賣
55	,4137.TW,麗豐-KY,206,-2.37,510,185.5,18.32,5,自連賣
56	,4532.TW,瑞智,16.2,-0.92,186,17.4,-2.76,5,自連賣
57	,4721.TW,美琪瑪,102.5,-0.49,487,133.5,-20.63,5,自連賣
58	,4912.TW,聯德控股-KY,79.8,-0.37,46,112.5,-27.26,5,自連賣
59	,4958.TW,臻鼎-KY,108,-1.37,2633,105.5,7.2,5,自連賣
60	,6150.TW,撼訊,73.1,0.14,1301,111,-21.78,5,自連賣
61	,6505.TW,台塑化,80.1,-1.11,1418,89.7,-6.96,5,自連賣
62	,6569.TW,醫揚,100,-0.99,20,108.5,-4.05,5,自連賣
63	,6605.TW,帝寶,70.5,-0.98,237,58.1,26.34,5,自連賣
64	,9945.TW,潤泰新,43.65,-1.58,3379,74.5,-9.31,5,自連賣
