符合條件商品
資料日期：2021年 11月  9日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/09),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(15)
1	,4904.TW,遠傳,65.7,-0.3,2525,63,8.54,15,自連賣
2	,2105.TW,正新,33.75,-0.74,1203,35.2,-0.76,11,自連賣
3	,1513.TW,中興電,66,0.15,12515,42.55,63.45,8,自連賣
4	,2881.TW,富邦金,56.7,-0.18,6587,73.1,-13.44,7,自連賣
5	,2915.TW,潤泰全,66.7,0.15,4192,103.5,-30.14,7,自連賣
6	,8114.TW,振樺電,110,0.92,219,95.2,19.59,6,自連賣
7	,8444.TW,綠河-KY,39.5,-1.37,0,120,-66.87,6,自連賣
8	,2108.TW,南帝,38.2,-0.26,608,80,-47.16,5,自連賣
9	,2883.TW,開發金,12.7,-0.78,8936,14.3,-4.51,5,自連賣
10	,2886.TW,兆豐金,30.55,-0.97,8425,33.7,-3.45,5,自連賣
11	,3526.TW,凡甲,117.5,-0.42,125,160,-20.87,5,自連賣
12	,3532.TW,台勝科,142,-2.07,1152,169,-14.74,5,自連賣
13	,4938.TW,和碩,64.2,0.31,3317,69,0.58,5,自連賣
14	,6706.TW,惠特,89.3,1.59,265,214.5,-54.78,5,自連賣
15	,8064.TW,東捷,17.1,-1.72,381,20,-7.47,5,自連賣
