符合條件商品
資料日期：2022年  2月 22日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/22),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:29 符合檔數(21)
1	,2542.TW,興富發,40.35,-3.93,8630,48.9,-0.91,20,自連賣
2	,1325.TW,恆大,27.7,5.32,6157,42.05,-28.97,9,自連賣
3	,2332.TW,友訊,15.6,0,3528,16.85,-5.68,9,自連賣
4	,2406.TW,國碩,18.8,-1.05,970,24,-21.67,9,自連賣
5	,2006.TW,東和鋼鐵,53.2,0.95,1881,68.8,-16.04,8,自連賣
6	,6278.TW,台表科,92.4,-0.86,1062,119,-16.2,8,自連賣
7	,3592.TW,瑞鼎,307.5,0,497,573,-38.12,7,自連賣
8	,6126.TW,信音,20.5,1.99,259,26.7,-17.9,7,自連賣
9	,6223.TW,旺矽,111.5,-3.46,3050,107.5,9.21,7,自連賣
10	,3028.TW,增你強,28.6,1.06,236,35.9,-10.88,6,自連賣
11	,6214.TW,精誠,70,-0.28,922,83.4,-10.08,6,自連賣
12	,1432.TW,大魯閣,12,0.42,137,11.5,4.35,5,自連賣
13	,1536.TW,和大,70.4,-0.56,752,80.8,-11.07,5,自連賣
14	,1711.TW,永光,18.4,-1.08,779,25.55,-26.34,5,自連賣
15	,2108.TW,南帝,38.2,-0.26,608,79,-46.49,5,自連賣
16	,2455.TW,全新,67,0,1464,115,-38.73,5,自連賣
17	,2905.TW,三商,15.05,-0.66,352,21.65,-25.46,5,自連賣
18	,3264.TW,欣銓,49.85,-0.89,1243,50,5.64,5,自連賣
19	,5347.TW,世界,81.5,-1.69,3288,126.5,-31.36,5,自連賣
20	,5457.TW,宣德,49.5,-0.2,374,70.1,-25.75,5,自連賣
21	,6138.TW,茂達,117.5,-0.42,755,222,-43.33,5,自連賣
