符合條件商品
資料日期：2022年  8月  3日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/03),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:05 符合檔數(34)
1	,2065.TW,世豐,50.9,-0.2,24,47.7,9.84,14,自連賣
2	,2535.TW,達欣工,29.7,0.17,102,29.7,0,12,自連賣
3	,8039.TW,台虹,41,-0.61,92,41.2,-0.49,11,自連賣
4	,8070.TW,長華*,30.65,-0.16,272,32.15,-2.45,11,自連賣
5	,3026.TW,禾伸堂,89.9,0,51,90.4,-0.55,9,自連賣
6	,6281.TW,全國電,81.2,-0.12,11,81.1,0.12,8,自連賣
7	,6823.TW,濾能,97.5,2.85,2,93.2,12.85,8,自連賣
8	,1440.TW,南紡,17.3,-1.42,812,17.2,0.58,7,自連賣
9	,6116.TW,彩晶,11.1,0.91,3518,10.1,9.9,7,自連賣
10	,1301.TW,台塑,86.8,-0.46,6046,91.7,-5.34,6,自連賣
11	,2618.TW,長榮航,28.1,-2.09,27994,30.75,-6.83,6,自連賣
12	,2913.TW,農林,21.45,-1.15,909,18.85,13.79,6,自連賣
13	,3029.TW,零壹,40.25,0,78,39.15,2.81,6,自連賣
14	,3042.TW,晶技,83,0.73,539,86.1,-3.6,6,自連賣
15	,3293.TW,鈊象,425.5,-0.23,3602,346.5,22.8,6,自連賣
16	,4306.TW,炎洲,14.4,-0.35,424,13.95,3.23,6,自連賣
17	,2610.TW,華航,19,-1.55,26392,21.05,-9.74,5,自連賣
18	,2614.TW,東森,23.3,1.75,3526,24.1,-9.27,5,自連賣
19	,3014.TW,聯陽,71.5,-0.83,189,65.5,9.16,5,自連賣
20	,3088.TW,艾訊,58.2,1.04,164,57.4,6.85,5,自連賣
21	,3189.TW,景碩,107,0,9581,124,-13.71,5,自連賣
22	,3260.TW,威剛,57.6,-0.17,970,56.7,1.59,5,自連賣
23	,3680.TW,家登,254.5,0.79,478,236.5,9.23,5,自連賣
24	,5269.TW,祥碩,717,0.14,564,963,-23.47,5,自連賣
25	,5347.TW,世界,81.5,-1.69,3288,69.7,16.93,5,自連賣
26	,5531.TW,鄉林,9.25,-0.43,214,9.12,1.43,5,自連賣
27	,5533.TW,皇鼎,17.45,-0.29,42,17.85,-2.24,5,自連賣
28	,6122.TW,擎邦,18.1,4.62,3161,19.65,-3.57,5,自連賣
29	,6139.TW,亞翔,36.75,-1.74,623,30.45,26.59,5,自連賣
30	,6168.TW,宏齊,17.7,0,101,18.95,0.51,5,自連賣
31	,6415.TW,矽力*-KY,445,1.37,2330,520,-14.42,5,自連賣
32	,8261.TW,富鼎,106,-0.47,888,100,6,5,自連賣
33	,8454.TW,富邦媒,626,0,570,746,-16.09,5,自連賣
34	,8927.TW,北基,36.2,-1.36,276,37.15,7.35,5,自連賣
