符合條件商品
資料日期：2022年  6月 15日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/15),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:11 符合檔數(22)
1	,2030.TW,彰源,23.95,1.27,3219,27.5,-5,9,自連賣
2	,6179.TW,亞通,24.4,1.88,231,30.05,-14.36,9,自連賣
3	,6706.TW,惠特,89.3,1.59,265,143.5,-32.4,8,自連賣
4	,2618.TW,長榮航,28.1,-2.09,27994,32.1,-10.74,7,自連賣
5	,6244.TW,茂迪,28.35,0,3256,27.6,3.47,7,自連賣
6	,8112.TW,至上,36.05,0.7,471,46.95,-14.37,7,自連賣
7	,2031.TW,新光鋼,44,-0.56,5573,46.55,5.24,6,自連賣
8	,4306.TW,炎洲,14.4,-0.35,424,15.65,-1.37,6,自連賣
9	,5222.TW,全訊,134.5,-2.18,132,137,-1.82,6,自連賣
10	,6147.TW,頎邦,58.6,0.51,604,68,-4.23,6,自連賣
11	,1319.TW,東陽,41.05,0.37,2564,43.8,-4.45,5,自連賣
12	,2013.TW,中鋼構,59.3,-0.84,197,58.4,5.48,5,自連賣
13	,2457.TW,飛宏,41,-1.2,4773,38.3,7.05,5,自連賣
14	,2641.TW,正德,20.1,0.5,16078,25.8,-19.47,5,自連賣
15	,2723.TW,美食-KY,139,0.72,443,102,43.09,5,自連賣
16	,5609.TW,中菲行,71.8,-1.64,274,101,-20.93,5,自連賣
17	,6186.TW,新潤,34.1,1.04,1991,27.2,40.21,5,自連賣
18	,6223.TW,旺矽,111.5,-3.46,3050,103.5,13.43,5,自連賣
19	,6531.TW,愛普*,170,0,2500,269.5,-35.27,5,自連賣
20	,6756.TW,威鋒電子,191,-2.05,282,288,-33.68,5,自連賣
21	,8163.TW,達方,37.8,-0.13,469,42.75,-4.13,5,自連賣
22	,8213.TW,志超,36.4,0,113,50.2,-18.71,5,自連賣
