符合條件商品
資料日期：2022年  9月 30日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(09/30),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:50 符合檔數(25)
1	,4157.TW,太景*-KY,16.15,-1.52,3200,15.25,5.9,18,自連賣
2	,6706.TW,惠特,89.3,1.59,265,83.5,6.95,14,自連賣
3	,2231.TW,為升,142,-2.07,335,167,-6.47,12,自連賣
4	,1708.TW,東鹼,40.75,-1.33,1193,41.6,-2.04,11,自連賣
5	,3701.TW,大眾控,38.25,-0.39,146,37.95,0.79,9,自連賣
6	,6683.TW,雍智科技,189.5,0.26,103,181,4.7,9,自連賣
7	,2375.TW,凱美,56,-0.36,155,50.4,11.11,8,自連賣
8	,3645.TW,達邁,32.55,-1.21,101,33.25,-2.11,8,自連賣
9	,6756.TW,威鋒電子,191,-2.05,282,178,7.3,8,自連賣
10	,3228.TW,金麗科,187,-1.32,123,291.5,-35.85,7,自連賣
11	,2634.TW,漢翔,34.55,3.13,14471,33.8,2.22,6,自連賣
12	,3141.TW,晶宏,79.9,0.63,950,88.2,-9.41,6,自連賣
13	,6188.TW,廣明,40.45,-0.37,336,37.8,7.01,6,自連賣
14	,6548.TW,長科*,29.95,0,316,28.8,6.32,6,自連賣
15	,6830.TW,汎銓,98,-0.1,49,97,1.03,6,自連賣
16	,9958.TW,世紀鋼,88.9,-1.22,9352,62.8,41.56,6,自連賣
17	,1227.TW,佳格,39.4,-0.51,249,38.25,3.01,5,自連賣
18	,2208.TW,台船,19.5,-0.51,1938,15.85,23.03,5,自連賣
19	,3583.TW,辛耘,72.6,1.26,201,68.3,6.3,5,自連賣
20	,4551.TW,智伸科,146,-0.68,691,171.5,-14.87,5,自連賣
21	,4577.TW,達航科技,31.15,0.16,67,30.85,0.97,5,自連賣
22	,5468.TW,凱鈺,17,-1.16,48,17.8,-4.49,5,自連賣
23	,6679.TW,鈺太,229,0.44,465,184.5,24.12,5,自連賣
24	,6763.TW,綠界科技,412,7.57,105,373,10.46,5,自連賣
25	,8341.TW,日友,162.5,-7.41,2828,151.5,7.26,5,自連賣
