符合條件商品
資料日期：2022年  4月  1日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/01),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:22 符合檔數(27)
1	,2542.TW,興富發,40.35,-3.93,8630,45.7,6.02,14,自連賣
2	,2338.TW,光罩,86.3,0.94,3470,97,-8.69,10,自連賣
3	,3710.TW,連展投控,11.25,2.27,1915,14.3,-21.33,8,自連賣
4	,4974.TW,亞泰,57.5,0,115,55.9,11.48,7,自連賣
5	,6147.TW,頎邦,58.6,0.51,604,69.4,-6.16,7,自連賣
6	,6485.TW,點序,66,-1.35,363,145,-51.32,7,自連賣
7	,1305.TW,華夏,26.5,1.15,17566,35.25,-17.42,6,自連賣
8	,2013.TW,中鋼構,59.3,-0.84,197,57.5,7.14,6,自連賣
9	,2344.TW,華邦電,20.1,-0.99,9528,30.05,-30.52,6,自連賣
10	,3312.TW,弘憶股,17.65,-1.12,87,24.05,-18.48,6,自連賣
11	,3551.TW,世禾,58,0,44,69,-10.65,6,自連賣
12	,6175.TW,立敦,32.3,-0.77,206,43.1,-21.43,6,自連賣
13	,1440.TW,南紡,17.3,-1.42,812,23.25,-22.11,5,自連賣
14	,2030.TW,彰源,23.95,1.27,3219,33.3,-21.55,5,自連賣
15	,2409.TW,友達,15.4,0.65,36394,19.7,-22.46,5,自連賣
16	,2486.TW,一詮,21.55,-0.23,1380,46.2,-52.74,5,自連賣
17	,3033.TW,威健,26.5,0,428,32.15,-7.99,5,自連賣
18	,3036.TW,文曄,62.7,-0.95,1327,79.3,-15.45,5,自連賣
19	,3049.TW,和鑫,9.18,-0.54,1037,13.6,-29.92,5,自連賣
20	,3289.TW,宜特,77.8,1.7,3592,53.4,45.69,5,自連賣
21	,3413.TW,京鼎,183.5,-1.61,306,234,-17.87,5,自連賣
22	,4743.TW,合一,259.5,-1.14,14786,211,22.99,5,自連賣
23	,5536.TW,聖暉*,102.5,-0.97,167,204,9.18,5,自連賣
24	,5603.TW,陸海,23.4,2.63,1037,50.7,-34.4,5,自連賣
25	,6116.TW,彩晶,11.1,0.91,3518,15.35,-21.72,5,自連賣
26	,6531.TW,愛普*,170,0,2500,321,-45.65,5,自連賣
27	,8431.TW,匯鑽科,54.2,7.33,258,71.3,-21.09,5,自連賣
