符合條件商品
資料日期：2022年  7月 20日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:07 符合檔數(13)
1	,6244.TW,茂迪,28.35,0,3256,28.05,1.8,11,自連賣
2	,3162.TW,精確,49,-1.31,3011,45.85,6.87,10,自連賣
3	,4139.TW,馬光-KY,41.3,-2.59,36,46.6,-11.37,8,自連賣
4	,2617.TW,台航,27.25,-1.27,1531,27.4,-0.55,7,自連賣
5	,5283.TW,禾聯碩,104.5,0.48,36,99.8,8.58,6,自連賣
6	,1316.TW,上曜,11.85,-1.25,498,15.75,-30.62,5,自連賣
7	,1907.TW,永豐餘,24.45,-1.21,810,23.4,4.49,5,自連賣
8	,2707.TW,晶華,256,0.39,348,175,46.29,5,自連賣
9	,6120.TW,達運,9.05,2.38,1626,9.94,-8.95,5,自連賣
10	,6163.TW,華電網,14.85,-2.62,585,14.8,2.34,5,自連賣
11	,6288.TW,聯嘉,22.85,-0.44,665,22.9,-0.22,5,自連賣
12	,8464.TW,億豐,278.5,-1.42,255,281,-0.89,5,自連賣
13	,9904.TW,寶成,34.05,0.44,6898,27.7,22.92,5,自連賣
