符合條件商品
資料日期：2022年  4月  6日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/06),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:22 符合檔數(23)
1	,2542.TW,興富發,40.35,-3.93,8630,49,-1.13,15,自連賣
2	,2338.TW,光罩,86.3,0.94,3470,96.5,-8.22,11,自連賣
3	,3710.TW,連展投控,11.25,2.27,1915,14,-19.64,9,自連賣
4	,6485.TW,點序,66,-1.35,363,143,-50.64,8,自連賣
5	,1305.TW,華夏,26.5,1.15,17566,34.95,-16.69,7,自連賣
6	,2013.TW,中鋼構,59.3,-0.84,197,57.8,6.58,7,自連賣
7	,3551.TW,世禾,58,0,44,68.3,-9.73,7,自連賣
8	,1440.TW,南紡,17.3,-1.42,812,23.85,-24.06,6,自連賣
9	,2486.TW,一詮,21.55,-0.23,1380,46.25,-52.79,6,自連賣
10	,3033.TW,威健,26.5,0,428,31.75,-6.82,6,自連賣
11	,3036.TW,文曄,62.7,-0.95,1327,78.5,-14.59,6,自連賣
12	,3049.TW,和鑫,9.18,-0.54,1037,13.35,-28.62,6,自連賣
13	,4743.TW,合一,259.5,-1.14,14786,210,23.57,6,自連賣
14	,5536.TW,聖暉*,102.5,-0.97,167,203,9.72,6,自連賣
15	,6116.TW,彩晶,11.1,0.91,3518,15.15,-20.66,6,自連賣
16	,1513.TW,中興電,66,0.15,12515,53.9,29.03,5,自連賣
17	,2548.TW,華固,88,-0.34,174,90.4,5.82,5,自連賣
18	,3015.TW,全漢,38.3,0.39,117,43.4,-3.82,5,自連賣
19	,3028.TW,增你強,28.6,1.06,236,39.6,-19.21,5,自連賣
20	,4571.TW,鈞興-KY,73.8,-0.14,9,90.3,-13.68,5,自連賣
21	,6150.TW,撼訊,73.1,0.14,1301,147,-40.94,5,自連賣
22	,6187.TW,萬潤,65,0.93,810,137,-49.67,5,自連賣
23	,6196.TW,帆宣,117,-0.43,361,150.5,-18.89,5,自連賣
