符合條件商品
資料日期：2021年 12月  3日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/03),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:36 符合檔數(22)
1	,2881.TW,富邦金,56.7,-0.18,6587,73.9,-14.38,20,自連賣
2	,1449.TW,佳和,16.75,9.84,963,14.95,-22.81,19,自連賣
3	,2404.TW,漢唐,182,-2.41,755,177,11.46,16,自連賣
4	,6525.TW,捷敏-KY,69.3,-0.29,80,93.5,-20.55,12,自連賣
5	,6683.TW,雍智科技,189.5,0.26,103,320,-38.39,8,自連賣
6	,9908.TW,大台北,31.45,0.96,26,33.25,-2.24,8,自連賣
7	,1314.TW,中石化,9.86,-1,4928,12.7,-19.11,7,自連賣
8	,2809.TW,京城銀,33.9,-3.42,3989,40.5,-11.44,7,自連賣
9	,6743.TW,安普新,36.05,0,50,74.8,-51.12,7,自連賣
10	,8046.TW,南電,242,-0.41,10124,601,-58.29,7,自連賣
11	,2328.TW,廣宇,37.65,-1.7,2360,38,1.98,6,自連賣
12	,4966.TW,譜瑞-KY,825,0.86,553,2070,-59.04,6,自連賣
13	,4976.TW,佳凌,38.2,0.13,139,71.1,-46.27,6,自連賣
14	,5443.TW,均豪,28.65,-0.87,277,34.85,-12.94,6,自連賣
15	,1903.TW,士紙,49.45,-0.4,28,64.7,-23.57,5,自連賣
16	,2332.TW,友訊,15.6,0,3528,18.2,-12.65,5,自連賣
17	,2505.TW,國揚,18.25,-0.82,64,23.65,-22.83,5,自連賣
18	,3081.TW,聯亞,110.5,-0.9,1673,194,-41.46,5,自連賣
19	,4571.TW,鈞興-KY,73.8,-0.14,9,104,-25.05,5,自連賣
20	,6283.TW,淳安,32.4,-0.77,133,46.2,-29.87,5,自連賣
21	,6741.TW,91APP*-KY,114.5,-4.98,4956,290,-60.35,5,自連賣
22	,8103.TW,瀚荃,31.9,0,42,49.15,-31.32,5,自連賣
