符合條件商品
資料日期：2022年  8月 26日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/26),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:02 符合檔數(21)
1	,3026.TW,禾伸堂,89.9,0,51,90.3,-0.44,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,41.1,-0.24,20,自連賣
3	,6763.TW,綠界科技,412,7.57,105,502,-17.93,11,自連賣
4	,8942.TW,森鉅,60.2,-0.17,53,65.6,-5.24,11,自連賣
5	,6121.TW,新普,288.5,-0.35,276,288,4.89,10,自連賣
6	,2412.TW,中華電,112.5,-0.44,6521,122,-7.79,7,自連賣
7	,3162.TW,精確,49,-1.31,3011,49.85,-1.71,7,自連賣
8	,6854.TW,錼創科技-KY創,102,-4.23,79,108,-5.56,7,自連賣
9	,8121.TW,越峰,25.05,-1.38,169,33.1,-24.32,7,自連賣
10	,2614.TW,東森,23.3,1.75,3526,25.05,-6.99,6,自連賣
11	,3010.TW,華立,85.6,1.66,269,92.8,-7.76,6,自連賣
12	,3028.TW,增你強,28.6,1.06,236,29.55,-3.21,6,自連賣
13	,3293.TW,鈊象,425.5,-0.23,3602,389.5,9.24,6,自連賣
14	,3587.TW,閎康,165,3.13,1620,126,30.95,6,自連賣
15	,4915.TW,致伸,55.1,-0.9,3460,66.7,-17.39,6,自連賣
16	,6715.TW,嘉基,130,-2.26,387,147,-11.56,6,自連賣
17	,2345.TW,智邦,237.5,-6.5,4085,285.5,-16.81,5,自連賣
18	,3209.TW,全科,35.5,-0.42,228,38.1,-6.82,5,自連賣
19	,3260.TW,威剛,57.6,-0.17,970,60.9,-5.42,5,自連賣
20	,3705.TW,永信,45.4,-0.77,5788,41.6,9.13,5,自連賣
21	,5371.TW,中光電,55,-0.36,3464,62.3,-11.72,5,自連賣
