符合條件商品
資料日期：2022年  8月 17日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:03 符合檔數(14)
1	,8039.TW,台虹,41,-0.61,92,41.4,-0.97,20,自連賣
2	,3026.TW,禾伸堂,89.9,0,51,90.3,-0.44,19,自連賣
3	,1402.TW,遠東新,31.55,-4.39,10632,30.85,2.27,7,自連賣
4	,2009.TW,第一銅,31.95,0.79,2420,28.1,13.7,6,自連賣
5	,2301.TW,光寶科,64,-0.47,4678,67.7,-5.47,6,自連賣
6	,2546.TW,根基,50.5,0.2,33,49.9,1.2,6,自連賣
7	,3376.TW,新日興,80.7,-0.25,113,86.4,-6.6,6,自連賣
8	,3548.TW,兆利,56.8,-1.22,52,64.3,-11.66,6,自連賣
9	,3703.TW,欣陸,28.15,0.18,655,29.65,-5.06,6,自連賣
10	,5880.TW,合庫金,25.95,-0.76,4866,27.75,-6.49,6,自連賣
11	,2880.TW,華南金,22.5,-1.1,4175,23.6,-4.66,5,自連賣
12	,3062.TW,建漢,23.55,0.21,1460,27.75,-15.14,5,自連賣
13	,3293.TW,鈊象,425.5,-0.23,3602,405,5.06,5,自連賣
14	,8163.TW,達方,37.8,-0.13,469,41.05,-7.92,5,自連賣
