符合條件商品
資料日期：2022年  6月 13日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:12 符合檔數(20)
1	,3527.TW,聚積,100,0,154,148,-27.52,9,自連賣
2	,6182.TW,合晶,41.8,-0.36,1757,57.7,-25.46,9,自連賣
3	,8091.TW,翔名,86,0.35,634,80.4,13.1,8,自連賣
4	,2030.TW,彰源,23.95,1.27,3219,27.9,-6.37,7,自連賣
5	,2637.TW,慧洋-KY,64.8,-3.28,13996,87.3,-25.77,7,自連賣
6	,6179.TW,亞通,24.4,1.88,231,30.4,-15.34,7,自連賣
7	,2314.TW,台揚,38.25,-0.13,479,58.3,-34.39,6,自連賣
8	,3707.TW,漢磊,86.9,0,3034,133.5,-34.65,6,自連賣
9	,6237.TW,驊訊,44.8,0.22,249,53.3,-14.13,6,自連賣
10	,6706.TW,惠特,89.3,1.59,265,145.5,-33.33,6,自連賣
11	,2344.TW,華邦電,20.1,-0.99,9528,26.75,-21.94,5,自連賣
12	,2492.TW,華新科,78.7,-1.38,848,107,-22.74,5,自連賣
13	,2618.TW,長榮航,28.1,-2.09,27994,32.65,-12.24,5,自連賣
14	,2888.TW,新光金,8.75,-0.57,13386,9.16,-0.11,5,自連賣
15	,3438.TW,類比科,53.4,-0.74,236,66.6,-14.07,5,自連賣
16	,5457.TW,宣德,49.5,-0.2,374,58,-10.26,5,自連賣
17	,6244.TW,茂迪,28.35,0,3256,28.2,1.25,5,自連賣
18	,6278.TW,台表科,92.4,-0.86,1062,109,-8.51,5,自連賣
19	,6548.TW,長科*,29.95,0,316,90.1,-13.34,5,自連賣
20	,8112.TW,至上,36.05,0.7,471,47.35,-15.1,5,自連賣
