符合條件商品
資料日期：2021年 11月 12日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:39 符合檔數(34)
1	,4904.TW,遠傳,65.7,-0.3,2525,64.1,6.67,18,自連賣
2	,2105.TW,正新,33.75,-0.74,1203,34.45,1.38,14,自連賣
3	,1513.TW,中興電,66,0.15,12515,43.6,59.54,11,自連賣
4	,2881.TW,富邦金,56.7,-0.18,6587,73.3,-13.67,10,自連賣
5	,2108.TW,南帝,38.2,-0.26,608,80.3,-47.36,8,自連賣
6	,4938.TW,和碩,64.2,0.31,3317,67.7,2.51,8,自連賣
7	,6706.TW,惠特,89.3,1.59,265,206.5,-53.03,8,自連賣
8	,8044.TW,網家,53.2,0.95,575,143,-62.51,7,自連賣
9	,8442.TW,威宏-KY,75.4,0.27,33,40.9,86.73,7,自連賣
10	,1815.TW,富喬,11.8,-0.42,396,16.85,-24.41,6,自連賣
11	,2441.TW,超豐,48.2,-2.33,4006,79,-33.93,6,自連賣
12	,3227.TW,原相,94.6,-1.36,219,149,-29.83,6,自連賣
13	,3231.TW,緯創,29.9,-0.83,12268,28.8,13.3,6,自連賣
14	,3551.TW,世禾,58,0,44,68.6,-10.12,6,自連賣
15	,6176.TW,瑞儀,106,0.47,1064,97.1,18.91,6,自連賣
16	,6223.TW,旺矽,111.5,-3.46,3050,115,2.09,6,自連賣
17	,1101.TW,台泥,34.05,-1.16,23484,48.7,-21.2,5,自連賣
18	,1434.TW,福懋,26.3,-0.19,479,29.7,-7.98,5,自連賣
19	,1560.TW,中砂,109.5,-1.35,2814,83.2,34.54,5,自連賣
20	,2301.TW,光寶科,64,-0.47,4678,61.5,10.29,5,自連賣
21	,2324.TW,仁寶,22.95,0.44,9576,23.9,4.22,5,自連賣
22	,2356.TW,英業達,26,0.19,6530,26.5,4.21,5,自連賣
23	,2385.TW,群光,87.2,0.11,1118,81.4,15.44,5,自連賣
24	,2449.TW,京元電子,36.4,-1.75,4505,42.1,-6.64,5,自連賣
25	,2542.TW,興富發,40.35,-3.93,8630,47.8,1.36,5,自連賣
26	,2704.TW,國賓,32,0.47,213,31.5,1.59,5,自連賣
27	,2809.TW,京城銀,33.9,-3.42,3989,41.35,-13.28,5,自連賣
28	,3044.TW,健鼎,96,1.59,1391,116,-11.45,5,自連賣
29	,3481.TW,群創,11.1,0,42046,17.2,-29.7,5,自連賣
30	,3680.TW,家登,254.5,0.79,478,262,-0.34,5,自連賣
31	,3702.TW,大聯大,47.8,-0.52,2583,52.1,-1.75,5,自連賣
32	,4966.TW,譜瑞-KY,825,0.86,553,1925,-55.96,5,自連賣
33	,5522.TW,遠雄,58.5,0.34,1205,68.7,-5.19,5,自連賣
34	,8289.TW,泰藝,36.85,-1.47,280,33.55,15.7,5,自連賣
