符合條件商品
資料日期：2022年  3月 29日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:23 符合檔數(15)
1	,2542.TW,興富發,40.35,-3.93,8630,45.3,6.97,11,自連賣
2	,2945.TW,三商家購,42.25,0,0,62.2,-28.35,11,自連賣
3	,5498.TW,凱崴,11.45,1.33,784,12.05,-4.98,9,自連賣
4	,2342.TW,茂矽,38.65,1.44,640,42.75,-8.37,8,自連賣
5	,6125.TW,廣運,25.45,0.79,1033,26,3.84,8,自連賣
6	,6477.TW,安集,45.15,0.22,708,60.5,-24.51,8,自連賣
7	,2338.TW,光罩,86.3,0.94,3470,93.5,-5.27,7,自連賣
8	,4549.TW,桓達,84.8,0.59,8,95.9,2.93,7,自連賣
9	,2476.TW,鉅祥,46.4,-0.96,356,57.5,-16.06,6,自連賣
10	,3042.TW,晶技,83,0.73,539,101.5,-10.88,6,自連賣
11	,1605.TW,華新,46.75,-1.68,42087,28.8,68.96,5,自連賣
12	,2017.TW,官田鋼,14.2,-1.05,653,19,-17.06,5,自連賣
13	,3710.TW,連展投控,11.25,2.27,1915,14.2,-20.77,5,自連賣
14	,5306.TW,桂盟,140,0.72,338,187.5,-22.07,5,自連賣
15	,8422.TW,可寧衛,177.5,0,124,198.5,-5.67,5,自連賣
