符合條件商品
資料日期：2022年  7月 25日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(07/25),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:06 符合檔數(25)
1	,4139.TW,馬光-KY,41.3,-2.59,36,46.9,-11.94,11,自連賣
2	,5283.TW,禾聯碩,104.5,0.48,36,101.5,6.76,9,自連賣
3	,1905.TW,華紙,16.25,-1.81,591,17.3,-6.07,7,自連賣
4	,2065.TW,世豐,50.9,-0.2,24,45,16.42,7,自連賣
5	,2323.TW,中環,7.4,-1.33,1685,7.58,2.64,7,自連賣
6	,2539.TW,櫻花建,31.95,0,247,32.35,13.14,7,自連賣
7	,3105.TW,穩懋,138,0.36,2757,179.5,-23.12,7,自連賣
8	,5521.TW,工信,6.75,0,537,6.89,-2.03,7,自連賣
9	,2542.TW,興富發,40.35,-3.93,8630,45.1,7.43,6,自連賣
10	,2903.TW,遠百,21.6,0.47,1990,19,13.68,6,自連賣
11	,1477.TW,聚陽,238.5,0,510,144.5,65.05,5,自連賣
12	,1709.TW,和益,22.45,0,297,23.65,1.54,5,自連賣
13	,2010.TW,春源,16.25,0.62,682,16.25,0,5,自連賣
14	,2201.TW,裕隆,59.1,-1.01,17319,45.8,33.98,5,自連賣
15	,2367.TW,燿華,17.5,-0.57,2708,17,2.94,5,自連賣
16	,2371.TW,大同,33.7,0,4072,35.55,-5.2,5,自連賣
17	,2395.TW,研華,333,-1.48,273,341,-2.35,5,自連賣
18	,2535.TW,達欣工,29.7,0.17,102,29.8,-0.34,5,自連賣
19	,2601.TW,益航,8.94,-1.54,2073,9.47,-5.6,5,自連賣
20	,2820.TW,華票,14.55,0,290,15.7,-7.32,5,自連賣
21	,4532.TW,瑞智,16.2,-0.92,186,16.7,-2.99,5,自連賣
22	,5269.TW,祥碩,717,0.14,564,1065,-30.8,5,自連賣
23	,6147.TW,頎邦,58.6,0.51,604,55.4,5.78,5,自連賣
24	,8105.TW,凌巨,12.45,0.4,353,11,13.18,5,自連賣
25	,9802.TW,鈺齊-KY,162,0.31,3063,178,-7.64,5,自連賣
