符合條件商品
資料日期：2022年 12月 20日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:30 符合檔數(37)
1	,2882.TW,國泰金,41.15,1.86,33982,40.15,2.49,20,自連賣
2	,6811.TW,宏碁資訊,133,-0.37,7,130.5,1.92,20,自連賣
3	,6835.TW,圓裕,39.2,-2,415,37,5.95,20,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,13.1,0,20,自連賣
5	,6546.TW,正基,71.1,-0.7,189,70.8,0.42,13,自連賣
6	,4958.TW,臻鼎-KY,108,-1.37,2633,110,-1.82,11,自連賣
7	,2497.TW,怡利電,72.9,-0.82,961,73,-0.14,8,自連賣
8	,6237.TW,驊訊,44.8,0.22,249,43.8,2.28,8,自連賣
9	,2498.TW,宏達電,55,-0.72,14502,54.4,1.1,7,自連賣
10	,4906.TW,正文,27.35,0.18,879,26.75,2.24,7,自連賣
11	,6605.TW,帝寶,70.5,-0.98,237,70.6,-0.14,7,自連賣
12	,6670.TW,復盛應用,213,-0.7,244,215.5,-1.16,7,自連賣
13	,8040.TW,九暘,54.7,1.3,584,52,5.19,7,自連賣
14	,2308.TW,台達電,281,-1.92,5149,283,-0.71,6,自連賣
15	,2481.TW,強茂,60.4,-0.33,2094,61.2,-1.31,6,自連賣
16	,3455.TW,由田,80.3,-0.25,313,80.5,-0.25,6,自連賣
17	,4770.TW,上品,300.5,-4.6,1157,286,5.07,6,自連賣
18	,4953.TW,緯軟,81.7,-0.24,81,82.3,-0.73,6,自連賣
19	,6443.TW,元晶,34.1,1.19,7879,32.5,4.92,6,自連賣
20	,1217.TW,愛之味,10.9,0.46,1908,10.5,3.81,5,自連賣
21	,1526.TW,日馳,41.1,-0.6,88,41.15,-0.12,5,自連賣
22	,2013.TW,中鋼構,59.3,-0.84,197,58.5,1.37,5,自連賣
23	,2303.TW,聯電,41.95,-2.1,34060,41.85,0.24,5,自連賣
24	,2312.TW,金寶,13.65,-1.09,2439,13.65,0,5,自連賣
25	,2323.TW,中環,7.4,-1.33,1685,7.41,-0.13,5,自連賣
26	,2330.TW,台積電,455,-2.78,26724,457.5,-0.55,5,自連賣
27	,2495.TW,普安,21.6,-2.92,2069,21.8,-0.92,5,自連賣
28	,2504.TW,國產,25.1,1.01,1440,24.6,2.03,5,自連賣
29	,2906.TW,高林,17.6,-0.28,1443,16.6,6.02,5,自連賣
30	,3059.TW,華晶科,33.4,-0.45,748,33.2,0.6,5,自連賣
31	,4915.TW,致伸,55.1,-0.9,3460,55.2,-0.18,5,自連賣
32	,6206.TW,飛捷,65.6,0.46,146,64.9,1.08,5,自連賣
33	,6257.TW,矽格,48.85,0.31,824,48.25,1.24,5,自連賣
34	,6589.TW,台康生技,125.5,0.4,5833,121,3.72,5,自連賣
35	,6689.TW,伊雲谷,87.2,-0.91,297,80.1,8.86,5,自連賣
36	,6712.TW,長聖,205.5,0.49,967,197,4.31,5,自連賣
37	,8028.TW,昇陽半導體,57.5,-2.87,2439,58.6,-1.88,5,自連賣
