符合條件商品
資料日期：2022年  3月 28日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/28),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:23 符合檔數(18)
1	,2542.TW,興富發,40.35,-3.93,8630,45.35,6.83,10,自連賣
2	,2945.TW,三商家購,42.25,0,0,61.6,-27.67,10,自連賣
3	,3310.TW,佳穎,41.9,-0.12,23,39.05,13.74,10,自連賣
4	,5498.TW,凱崴,11.45,1.33,784,12.15,-5.76,8,自連賣
5	,2342.TW,茂矽,38.65,1.44,640,42.8,-8.46,7,自連賣
6	,2636.TW,台驊投控,76.3,-0.91,1346,122.5,-30.97,7,自連賣
7	,6125.TW,廣運,25.45,0.79,1033,26.15,3.25,7,自連賣
8	,6477.TW,安集,45.15,0.22,708,60.6,-24.64,7,自連賣
9	,2338.TW,光罩,86.3,0.94,3470,92.6,-4.36,6,自連賣
10	,4549.TW,桓達,84.8,0.59,8,95.7,3.14,6,自連賣
11	,6679.TW,鈺太,229,0.44,465,407,-42.4,6,自連賣
12	,1519.TW,華城,48.9,2.09,3632,40.95,22.65,5,自連賣
13	,2038.TW,海光,23.05,-3.15,5951,34.4,-28.59,5,自連賣
14	,2065.TW,世豐,50.9,-0.2,24,53.2,6.37,5,自連賣
15	,2476.TW,鉅祥,46.4,-0.96,356,58.4,-17.35,5,自連賣
16	,3042.TW,晶技,83,0.73,539,102.5,-11.74,5,自連賣
17	,4164.TW,承業醫,44.2,0,183,45.6,2.5,5,自連賣
18	,6548.TW,長科*,29.95,0,316,100.5,-22.31,5,自連賣
