符合條件商品
資料日期：2022年 10月 31日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(10/31),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:37 符合檔數(9)
1	,4577.TW,達航科技,31.15,0.16,67,28.15,10.66,20,自連賣
2	,3533.TW,嘉澤,829,0.36,375,776,6.83,11,自連賣
3	,6509.TW,聚和,41.15,4.71,2507,34.6,18.93,11,自連賣
4	,1586.TW,和勤,33.5,-0.59,70,34.45,-2.76,7,自連賣
5	,6854.TW,錼創科技-KY創,102,-4.23,79,88.2,15.65,7,自連賣
6	,8926.TW,台汽電,32.2,-0.46,354,29.25,10.09,7,自連賣
7	,5009.TW,榮剛,37.5,-0.66,11974,28.4,32.04,6,自連賣
8	,3653.TW,健策,369.5,-0.81,1389,351,5.27,5,自連賣
9	,4915.TW,致伸,55.1,-0.9,3460,54.1,1.85,5,自連賣
