符合條件商品
資料日期：2022年  8月 29日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/29),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:02 符合檔數(20)
1	,3026.TW,禾伸堂,89.9,0,51,88.6,1.47,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,41.1,-0.24,20,自連賣
3	,8942.TW,森鉅,60.2,-0.17,53,65.7,-5.39,12,自連賣
4	,2412.TW,中華電,112.5,-0.44,6521,123,-8.54,8,自連賣
5	,8121.TW,越峰,25.05,-1.38,169,31.65,-20.85,8,自連賣
6	,2614.TW,東森,23.3,1.75,3526,24,-2.92,7,自連賣
7	,3010.TW,華立,85.6,1.66,269,91.1,-6.04,7,自連賣
8	,3028.TW,增你強,28.6,1.06,236,29.1,-1.72,7,自連賣
9	,3293.TW,鈊象,425.5,-0.23,3602,379,12.27,7,自連賣
10	,3587.TW,閎康,165,3.13,1620,121.5,35.8,7,自連賣
11	,4915.TW,致伸,55.1,-0.9,3460,65.8,-16.26,7,自連賣
12	,6715.TW,嘉基,130,-2.26,387,141.5,-8.13,7,自連賣
13	,2345.TW,智邦,237.5,-6.5,4085,276,-13.95,6,自連賣
14	,3209.TW,全科,35.5,-0.42,228,37.55,-5.46,6,自連賣
15	,3260.TW,威剛,57.6,-0.17,970,59.5,-3.19,6,自連賣
16	,3705.TW,永信,45.4,-0.77,5788,41.3,9.93,6,自連賣
17	,5371.TW,中光電,55,-0.36,3464,60.2,-8.64,6,自連賣
18	,1711.TW,永光,18.4,-1.08,779,20.65,-10.9,5,自連賣
19	,2383.TW,台光電,176.5,-0.84,2034,157.5,12.06,5,自連賣
20	,8016.TW,矽創,173.5,-0.29,574,185.5,-6.47,5,自連賣
