符合條件商品
資料日期：2022年 12月 12日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/12),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:32 符合檔數(38)
1	,2722.TW,夏都,33.9,0.44,10,34.25,-1.02,20,自連賣
2	,2882.TW,國泰金,41.15,1.86,33982,41,0.37,20,自連賣
3	,6811.TW,宏碁資訊,133,-0.37,7,131.5,1.14,20,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,13.05,0.38,20,自連賣
5	,6835.TW,圓裕,39.2,-2,415,38.6,1.55,18,自連賣
6	,2412.TW,中華電,112.5,-0.44,6521,112.5,0,16,自連賣
7	,6689.TW,伊雲谷,87.2,-0.91,297,85.4,2.11,14,自連賣
8	,1717.TW,長興,31.5,-1.25,930,31.75,-0.79,12,自連賣
9	,2436.TW,偉詮電,42,0.84,593,44.4,-5.41,12,自連賣
10	,5880.TW,合庫金,25.95,-0.76,4866,26.35,-1.52,12,自連賣
11	,1216.TW,統一,65.9,0,2803,65.8,0.15,11,自連賣
12	,6806.TW,森崴能源,82.9,0.61,8626,70.9,16.93,11,自連賣
13	,4142.TW,國光生,36.45,0.83,953,35.7,2.1,9,自連賣
14	,3038.TW,全台,20.35,-1.21,720,21.15,-3.78,8,自連賣
15	,2368.TW,金像電,88.4,-1.12,3685,95.5,-7.43,7,自連賣
16	,3380.TW,明泰,28.55,-1.04,598,30.6,-6.7,7,自連賣
17	,3592.TW,瑞鼎,307.5,0,497,299,2.84,7,自連賣
18	,5536.TW,聖暉*,102.5,-0.97,167,107.5,-4.65,7,自連賣
19	,6546.TW,正基,71.1,-0.7,189,76.2,-6.69,7,自連賣
20	,2851.TW,中再保,18.45,1.1,929,18.75,-1.6,6,自連賣
21	,3141.TW,晶宏,79.9,0.63,950,86.2,-7.31,6,自連賣
22	,3707.TW,漢磊,86.9,0,3034,95,-8.53,6,自連賣
23	,6469.TW,大樹,283.5,-1.56,247,292.5,-3.08,6,自連賣
24	,1565.TW,精華,244,0.21,46,250,-2.4,5,自連賣
25	,1707.TW,葡萄王,160.5,-1.23,644,156.5,2.56,5,自連賣
26	,1909.TW,榮成,15.55,-0.32,1849,15.2,2.3,5,自連賣
27	,2027.TW,大成鋼,43.15,-1.93,15303,42.45,1.65,5,自連賣
28	,2379.TW,瑞昱,289,-0.52,1352,299.5,-3.51,5,自連賣
29	,2915.TW,潤泰全,66.7,0.15,4192,66.5,0.3,5,自連賣
30	,4958.TW,臻鼎-KY,108,-1.37,2633,116,-6.9,5,自連賣
31	,5457.TW,宣德,49.5,-0.2,374,52.5,-5.71,5,自連賣
32	,6182.TW,合晶,41.8,-0.36,1757,43.75,-4.46,5,自連賣
33	,6271.TW,同欣電,201,-4.29,2372,220,-8.64,5,自連賣
34	,6411.TW,晶焱,85.7,-0.35,289,94,-8.83,5,自連賣
35	,6488.TW,環球晶,435.5,-2.57,2065,460.5,-5.43,5,自連賣
36	,6669.TW,緯穎,819,-1.33,686,911,-10.1,5,自連賣
37	,6829.TW,千附精密,73.2,0.69,155,76.1,-3.81,5,自連賣
38	,8091.TW,翔名,86,0.35,634,88.8,-3.15,5,自連賣
