符合條件商品
資料日期：2022年  4月 20日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/20),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:20 符合檔數(23)
1	,6196.TW,帆宣,117,-0.43,361,132.5,-7.87,15,自連賣
2	,2314.TW,台揚,38.25,-0.13,479,61.2,-37.5,9,自連賣
3	,6269.TW,台郡,99.2,-0.8,645,98.5,5.93,9,自連賣
4	,2455.TW,全新,67,0,1464,92.6,-23.92,7,自連賣
5	,1815.TW,富喬,11.8,-0.42,396,13.9,-8.39,6,自連賣
6	,2345.TW,智邦,237.5,-6.5,4085,223,9.09,6,自連賣
7	,3211.TW,順達,73.1,-0.14,70,87.5,-16.46,6,自連賣
8	,3413.TW,京鼎,183.5,-1.61,306,230,-16.45,6,自連賣
9	,1708.TW,東鹼,40.75,-1.33,1193,69,-38.29,5,自連賣
10	,2388.TW,威盛,69.3,-0.14,6061,55.8,24.19,5,自連賣
11	,2476.TW,鉅祥,46.4,-0.96,356,52.2,-7.53,5,自連賣
12	,2489.TW,瑞軒,9.93,1.02,1113,15.95,-30.56,5,自連賣
13	,2614.TW,東森,23.3,1.75,3526,29.3,-25.37,5,自連賣
14	,3042.TW,晶技,83,0.73,539,99.4,-8.99,5,自連賣
15	,3504.TW,揚明光,77.8,1.17,665,71.2,9.27,5,自連賣
16	,3704.TW,合勤控,33.85,-2.31,2930,28.6,12.98,5,自連賣
17	,3714.TW,富采,46.6,-0.96,1148,62.1,-22.2,5,自連賣
18	,5274.TW,信驊,1830,0.83,312,3100,-34.09,5,自連賣
19	,5371.TW,中光電,55,-0.36,3464,63.5,-6.78,5,自連賣
20	,5536.TW,聖暉*,102.5,-0.97,167,202,10.26,5,自連賣
21	,6568.TW,宏觀,168,1.51,418,163.5,7.05,5,自連賣
22	,8039.TW,台虹,41,-0.61,92,45.05,-3.39,5,自連賣
23	,8261.TW,富鼎,106,-0.47,888,102.5,8.95,5,自連賣
