符合條件商品
資料日期：2022年  4月  8日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(04/08),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:22 符合檔數(47)
1	,2542.TW,興富發,40.35,-3.93,8630,48.75,-0.62,17,自連賣
2	,2338.TW,光罩,86.3,0.94,3470,96,-7.74,13,自連賣
3	,6485.TW,點序,66,-1.35,363,138.5,-49.03,10,自連賣
4	,1305.TW,華夏,26.5,1.15,17566,34.4,-15.36,9,自連賣
5	,3551.TW,世禾,58,0,44,67.1,-8.11,9,自連賣
6	,1440.TW,南紡,17.3,-1.42,812,23.75,-23.75,8,自連賣
7	,2486.TW,一詮,21.55,-0.23,1380,44.75,-51.21,8,自連賣
8	,3033.TW,威健,26.5,0,428,31.6,-6.39,8,自連賣
9	,3036.TW,文曄,62.7,-0.95,1327,77.2,-13.15,8,自連賣
10	,3049.TW,和鑫,9.18,-0.54,1037,12.9,-26.15,8,自連賣
11	,4743.TW,合一,259.5,-1.14,14786,207,25.36,8,自連賣
12	,6116.TW,彩晶,11.1,0.91,3518,14.75,-18.5,8,自連賣
13	,3015.TW,全漢,38.3,0.39,117,42.45,-1.67,7,自連賣
14	,6150.TW,撼訊,73.1,0.14,1301,130,-33.21,7,自連賣
15	,6187.TW,萬潤,65,0.93,810,130,-46.96,7,自連賣
16	,6196.TW,帆宣,117,-0.43,361,146,-16.39,7,自連賣
17	,2231.TW,為升,142,-2.07,335,153.5,2.49,6,自連賣
18	,2340.TW,台亞,34.95,-0.14,799,48,-21.92,6,自連賣
19	,4952.TW,凌通,47.85,0.1,191,73.6,-29.77,6,自連賣
20	,5371.TW,中光電,55,-0.36,3464,67.5,-12.31,6,自連賣
21	,6202.TW,盛群,67.6,0,761,114.5,-34.47,6,自連賣
22	,6278.TW,台表科,92.4,-0.86,1062,116.5,-14.4,6,自連賣
23	,6683.TW,雍智科技,189.5,0.26,103,261,-24.47,6,自連賣
24	,8150.TW,南茂,32.9,1.23,1428,50.1,-27.36,6,自連賣
25	,8261.TW,富鼎,106,-0.47,888,107.5,3.89,6,自連賣
26	,1312.TW,國喬,18.95,1.07,4063,26.6,-21.11,5,自連賣
27	,2103.TW,台橡,26.95,-1.1,635,33.1,-10.97,5,自連賣
28	,2312.TW,金寶,13.65,-1.09,2439,15.1,-8.2,5,自連賣
29	,2342.TW,茂矽,38.65,1.44,640,41.25,-5.04,5,自連賣
30	,2383.TW,台光電,176.5,-0.84,2034,257,-27.11,5,自連賣
31	,2481.TW,強茂,60.4,-0.33,2094,98.1,-35,5,自連賣
32	,2492.TW,華新科,78.7,-1.38,848,136,-39.21,5,自連賣
33	,3010.TW,華立,85.6,1.66,269,107,-13.8,5,自連賣
34	,3048.TW,益登,26.95,-0.92,355,36.65,-17.28,5,自連賣
35	,3059.TW,華晶科,33.4,-0.45,748,40.65,-16.27,5,自連賣
36	,3169.TW,亞信,105.5,0.96,414,200,-45.24,5,自連賣
37	,3346.TW,麗清,38,1.88,1028,35.1,9.99,5,自連賣
38	,3443.TW,創意,726,-0.55,5389,478,53.78,5,自連賣
39	,3714.TW,富采,46.6,-0.96,1148,68.6,-29.58,5,自連賣
40	,6111.TW,大宇資,61.4,3.89,5227,88,-5.73,5,自連賣
41	,6153.TW,嘉聯益,23.85,-2.05,2220,22.4,6.47,5,自連賣
42	,6271.TW,同欣電,201,-4.29,2372,274.5,-30.43,5,自連賣
43	,6488.TW,環球晶,435.5,-2.57,2065,654,-32.16,5,自連賣
44	,6568.TW,宏觀,168,1.51,418,185.5,-5.65,5,自連賣
45	,8163.TW,達方,37.8,-0.13,469,48.2,-14.96,5,自連賣
46	,8299.TW,群聯,305,-0.81,792,444.5,-25.9,5,自連賣
47	,8422.TW,可寧衛,177.5,0,124,200,-6.37,5,自連賣
