符合條件商品
資料日期：2022年 11月 17日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(11/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:35 符合檔數(86)
1	,2889.TW,國票金,11.35,0,2314,11.15,1.79,17,自連賣
2	,2474.TW,可成,169,-1.74,2651,187.5,-9.87,16,自連賣
3	,1301.TW,台塑,86.8,-0.46,6046,87.4,-0.69,11,自連賣
4	,9941.TW,裕融,156.5,0,327,148.5,5.39,11,自連賣
5	,1504.TW,東元,27.25,-0.37,1749,29,-6.03,9,自連賣
6	,3711.TW,日月光投控,93.8,-3.6,11870,93.5,0.32,9,自連賣
7	,5534.TW,長虹,73.6,2.22,690,71.2,3.37,9,自連賣
8	,8131.TW,福懋科,38.4,-0.78,269,38.95,-1.41,9,自連賣
9	,1402.TW,遠東新,31.55,-4.39,10632,31.55,0,8,自連賣
10	,1434.TW,福懋,26.3,-0.19,479,26.3,0,8,自連賣
11	,2103.TW,台橡,26.95,-1.1,635,27.05,-0.37,8,自連賣
12	,2317.TW,鴻海,101,0,15490,101.5,-0.49,8,自連賣
13	,2377.TW,微星,119.5,1.7,2513,128.5,-7,8,自連賣
14	,2419.TW,仲琦,24.15,-0.41,1040,25.65,-5.85,8,自連賣
15	,2449.TW,京元電子,36.4,-1.75,4505,35.7,1.96,8,自連賣
16	,2722.TW,夏都,33.9,0.44,10,32.8,3.35,8,自連賣
17	,2882.TW,國泰金,41.15,1.86,33982,41.55,-0.96,8,自連賣
18	,1102.TW,亞泥,41.55,0.24,6062,41.45,0.24,7,自連賣
19	,1216.TW,統一,65.9,0,2803,64.1,2.81,7,自連賣
20	,1229.TW,聯華,49.25,0.2,537,49.55,-0.61,7,自連賣
21	,1303.TW,南亞,70.3,-1.54,4616,73,-3.7,7,自連賣
22	,1503.TW,士電,59.1,-1.01,78,57.1,3.5,7,自連賣
23	,1904.TW,正隆,27.15,-1.09,381,26.95,0.74,7,自連賣
24	,2029.TW,盛餘,25.2,0,787,24.15,4.35,7,自連賣
25	,2106.TW,建大,30.15,0,347,30.7,-1.79,7,自連賣
26	,2301.TW,光寶科,64,-0.47,4678,67.5,-5.19,7,自連賣
27	,2324.TW,仁寶,22.95,0.44,9576,21.6,6.25,7,自連賣
28	,2356.TW,英業達,26,0.19,6530,25.35,2.56,7,自連賣
29	,2801.TW,彰銀,17.25,-0.29,2566,17.1,0.88,7,自連賣
30	,2845.TW,遠東銀,11.1,-0.89,1864,10.75,3.26,7,自連賣
31	,2897.TW,王道銀行,8.32,-0.36,812,8.26,0.73,7,自連賣
32	,3231.TW,緯創,29.9,-0.83,12268,27.95,6.98,7,自連賣
33	,3702.TW,大聯大,47.8,-0.52,2583,46.35,3.13,7,自連賣
34	,4938.TW,和碩,64.2,0.31,3317,60.3,6.47,7,自連賣
35	,5533.TW,皇鼎,17.45,-0.29,42,17.65,-1.13,7,自連賣
36	,8926.TW,台汽電,32.2,-0.46,354,30.6,5.23,7,自連賣
37	,1210.TW,大成,45.45,1.91,1876,43.25,5.09,6,自連賣
38	,1319.TW,東陽,41.05,0.37,2564,46.25,-11.24,6,自連賣
39	,2207.TW,和泰車,592,-0.67,113,609,-2.79,6,自連賣
40	,2344.TW,華邦電,20.1,-0.99,9528,21.85,-8.01,6,自連賣
41	,2354.TW,鴻準,51.4,-1.15,1092,49.9,3.01,6,自連賣
42	,2454.TW,聯發科,660,-0.15,2431,725,-8.97,6,自連賣
43	,2489.TW,瑞軒,9.93,1.02,1113,10.15,-2.17,6,自連賣
44	,2548.TW,華固,88,-0.34,174,86,2.33,6,自連賣
45	,2597.TW,潤弘,121.5,0,132,100.5,20.9,6,自連賣
46	,2850.TW,新產,48.8,0.21,121,47.25,3.28,6,自連賣
47	,3481.TW,群創,11.1,0,42046,12.75,-12.94,6,自連賣
48	,8163.TW,達方,37.8,-0.13,469,39.45,-4.18,6,自連賣
49	,1201.TW,味全,19.05,0,164,18.8,1.33,5,自連賣
50	,1218.TW,泰山,32.6,1.24,3578,37.1,-12.13,5,自連賣
51	,1227.TW,佳格,39.4,-0.51,249,40.35,-2.35,5,自連賣
52	,1308.TW,亞聚,28.2,-0.88,1358,26.5,6.42,5,自連賣
53	,1409.TW,新纖,17.9,0.28,1722,17.3,3.47,5,自連賣
54	,1419.TW,新紡,39.85,-0.87,21,38.35,3.91,5,自連賣
55	,1604.TW,聲寶,25.55,-0.2,118,25.3,0.99,5,自連賣
56	,1789.TW,神隆,25.9,-0.77,2066,24.3,6.58,5,自連賣
57	,1905.TW,華紙,16.25,-1.81,591,17.6,-7.67,5,自連賣
58	,2069.TW,運錩,21.35,-0.7,1052,20.2,5.69,5,自連賣
59	,2109.TW,華豐,14.4,0,25,14.65,-1.71,5,自連賣
60	,2347.TW,聯強,61,-0.81,2957,56,8.93,5,自連賣
61	,2362.TW,藍天,30.6,-0.81,111,32,-4.37,5,自連賣
