符合條件商品
資料日期：2022年  5月 13日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(05/13),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:16 符合檔數(30)
1	,6282.TW,康舒,30.4,0.83,1860,27.5,10.55,14,自連賣
2	,4157.TW,太景*-KY,16.15,-1.52,3200,14.95,8.03,8,自連賣
3	,2030.TW,彰源,23.95,1.27,3219,28.4,-8.03,7,自連賣
4	,2520.TW,冠德,28.65,0.7,326,33.25,-6,7,自連賣
5	,2915.TW,潤泰全,66.7,0.15,4192,82.9,-12.78,7,自連賣
6	,4927.TW,泰鼎-KY,54.5,-0.73,593,93,-37.61,7,自連賣
7	,6456.TW,GIS-KY,93.3,0.76,943,82.2,19.98,7,自連賣
8	,9914.TW,美利達,171,-2.29,298,232,-23.67,7,自連賣
9	,1504.TW,東元,27.25,-0.37,1749,28.9,-1.23,6,自連賣
10	,2104.TW,國際中橡,19.6,0.77,1331,20.5,-3.4,6,自連賣
11	,2515.TW,中工,8.25,-0.48,1107,9.04,-2.94,6,自連賣
12	,2534.TW,宏盛,22.85,0.22,2104,23.5,2.24,6,自連賣
13	,2545.TW,皇翔,40.2,-0.12,93,52.6,-13.42,6,自連賣
14	,3033.TW,威健,26.5,0,428,29.8,-0.71,6,自連賣
15	,3484.TW,崧騰,43,-0.69,72,62,-25.75,6,自連賣
16	,5011.TW,久陽,25.35,1.6,496,32.55,-21.13,6,自連賣
17	,5536.TW,聖暉*,102.5,-0.97,167,197,13.06,6,自連賣
18	,6217.TW,中探針,43.75,0.69,482,53.8,-16.51,6,自連賣
19	,6274.TW,台燿,52.5,1.16,910,72.8,-27.88,6,自連賣
20	,6548.TW,長科*,29.95,0,316,88.7,-11.96,6,自連賣
21	,1717.TW,長興,31.5,-1.25,930,33.8,-5.75,5,自連賣
22	,2493.TW,揚博,43.15,0,51,40.25,14.43,5,自連賣
23	,2618.TW,長榮航,28.1,-2.09,27994,31.8,-9.91,5,自連賣
24	,4148.TW,全宇生技-KY,54.7,-1.08,54,65.1,-13.45,5,自連賣
25	,5288.TW,豐祥-KY,156,-1.58,158,145,10.54,5,自連賣
26	,5457.TW,宣德,49.5,-0.2,374,54.4,-4.33,5,自連賣
27	,6213.TW,聯茂,71.9,0.42,941,99.9,-23.27,5,自連賣
28	,6216.TW,居易,25.25,0,90,27.6,-3.55,5,自連賣
29	,6579.TW,研揚,83.2,-0.12,46,77.5,11.71,5,自連賣
30	,8938.TW,明安,94.7,-0.53,233,87.9,15.63,5,自連賣
