符合條件商品
資料日期：2022年 12月  9日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(12/09),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 13:32 符合檔數(53)
1	,2722.TW,夏都,33.9,0.44,10,34.85,-2.73,20,自連賣
2	,2882.TW,國泰金,41.15,1.86,33982,41.1,0.12,20,自連賣
3	,6811.TW,宏碁資訊,133,-0.37,7,129,3.1,20,自連賣
4	,8411.TW,福貞-KY,13.1,-0.76,94,13.2,-0.76,20,自連賣
5	,6835.TW,圓裕,39.2,-2,415,39.2,0,17,自連賣
6	,2412.TW,中華電,112.5,-0.44,6521,112,0.45,15,自連賣
7	,6689.TW,伊雲谷,87.2,-0.91,297,83.8,4.06,13,自連賣
8	,6213.TW,聯茂,71.9,0.42,941,76.4,-5.89,12,自連賣
9	,1409.TW,新纖,17.9,0.28,1722,17.6,1.7,11,自連賣
10	,1717.TW,長興,31.5,-1.25,930,31.55,-0.16,11,自連賣
11	,2436.TW,偉詮電,42,0.84,593,45,-6.67,11,自連賣
12	,2891.TW,中信金,21.9,-1.13,23817,22.7,-3.52,11,自連賣
13	,2897.TW,王道銀行,8.32,-0.36,812,8.47,-1.77,11,自連賣
14	,3189.TW,景碩,107,0,9581,117.5,-8.94,11,自連賣
15	,5880.TW,合庫金,25.95,-0.76,4866,26.25,-1.14,11,自連賣
16	,1216.TW,統一,65.9,0,2803,66,-0.15,10,自連賣
17	,6806.TW,森崴能源,82.9,0.61,8626,69.2,19.8,10,自連賣
18	,1504.TW,東元,27.25,-0.37,1749,28,-2.68,8,自連賣
19	,2392.TW,正崴,36.85,-0.94,578,38.25,-3.66,8,自連賣
20	,4142.TW,國光生,36.45,0.83,953,36.5,-0.14,8,自連賣
21	,4438.TW,廣越,119.5,-1.24,47,121,-1.24,8,自連賣
22	,1313.TW,聯成,13.8,-1.78,1516,13.85,-0.36,7,自連賣
23	,1434.TW,福懋,26.3,-0.19,479,26.35,-0.19,7,自連賣
24	,1526.TW,日馳,41.1,-0.6,88,45.2,-9.07,7,自連賣
25	,1537.TW,廣隆,136.5,-0.36,24,136,0.37,7,自連賣
26	,2492.TW,華新科,78.7,-1.38,848,82.1,-4.14,7,自連賣
27	,2539.TW,櫻花建,31.95,0,247,31.75,0.63,7,自連賣
28	,3021.TW,鴻名,20.3,-0.73,12,20.45,-0.73,7,自連賣
29	,3038.TW,全台,20.35,-1.21,720,20.75,-1.93,7,自連賣
30	,3376.TW,新日興,80.7,-0.25,113,83.7,-3.58,7,自連賣
31	,5225.TW,東科-KY,37.85,1.75,1188,36.8,2.85,7,自連賣
32	,2344.TW,華邦電,20.1,-0.99,9528,20.7,-2.9,6,自連賣
33	,2368.TW,金像電,88.4,-1.12,3685,95.5,-7.43,6,自連賣
34	,3050.TW,鈺德,17,-1.16,376,17.2,-1.16,6,自連賣
35	,3059.TW,華晶科,33.4,-0.45,748,35.6,-6.18,6,自連賣
36	,3380.TW,明泰,28.55,-1.04,598,30.85,-7.46,6,自連賣
37	,3592.TW,瑞鼎,307.5,0,497,301.5,1.99,6,自連賣
38	,4557.TW,永新-KY,101,-0.49,54,102,-0.98,6,自連賣
39	,4977.TW,眾達-KY,97.5,-1.42,2016,109.5,-10.96,6,自連賣
40	,5536.TW,聖暉*,102.5,-0.97,167,107,-4.21,6,自連賣
41	,6546.TW,正基,71.1,-0.7,189,80,-11.13,6,自連賣
42	,1536.TW,和大,70.4,-0.56,752,74.1,-4.99,5,自連賣
43	,1605.TW,華新,46.75,-1.68,42087,46.95,-0.43,5,自連賣
44	,2439.TW,美律,79.5,0.63,452,81.1,-1.97,5,自連賣
45	,2851.TW,中再保,18.45,1.1,929,18.95,-2.64,5,自連賣
46	,3006.TW,晶豪科,66.2,0,3117,69.8,-5.16,5,自連賣
47	,3105.TW,穩懋,138,0.36,2757,149.5,-7.69,5,自連賣
48	,3141.TW,晶宏,79.9,0.63,950,87.6,-8.79,5,自連賣
49	,3707.TW,漢磊,86.9,0,3034,96.1,-9.57,5,自連賣
50	,6138.TW,茂達,117.5,-0.42,755,131,-10.31,5,自連賣
51	,6153.TW,嘉聯益,23.85,-2.05,2220,25.05,-4.79,5,自連賣
52	,6469.TW,大樹,283.5,-1.56,247,295.5,-4.06,5,自連賣
53	,8086.TW,宏捷科,67.7,1.04,620,69.8,-3.01,5,自連賣
