符合條件商品
資料日期：2022年  2月 17日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/17),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:29 符合檔數(18)
1	,2542.TW,興富發,40.35,-3.93,8630,47.25,2.54,17,自連賣
2	,3483.TW,力致,54.3,0.18,103,84.2,-32.29,7,自連賣
3	,1325.TW,恆大,27.7,5.32,6157,44.05,-32.21,6,自連賣
4	,2103.TW,台橡,26.95,-1.1,635,36.6,-19.48,6,自連賣
5	,2303.TW,聯電,41.95,-2.1,34060,54.4,-17.89,6,自連賣
6	,2332.TW,友訊,15.6,0,3528,16.75,-5.11,6,自連賣
7	,2406.TW,國碩,18.8,-1.05,970,25.05,-24.95,6,自連賣
8	,3088.TW,艾訊,58.2,1.04,164,66.1,-7.22,6,自連賣
9	,3227.TW,原相,94.6,-1.36,219,139.5,-25.05,6,自連賣
10	,6156.TW,松上,19.85,0.76,109,22.1,-7.24,6,自連賣
11	,6269.TW,台郡,99.2,-0.8,645,95.7,9.02,6,自連賣
12	,6443.TW,元晶,34.1,1.19,7879,36.55,-6.7,6,自連賣
13	,2006.TW,東和鋼鐵,53.2,0.95,1881,69.4,-16.77,5,自連賣
14	,2031.TW,新光鋼,44,-0.56,5573,57.5,-14.81,5,自連賣
15	,3605.TW,宏致,32,-1.23,111,52.2,-36.27,5,自連賣
16	,4174.TW,浩鼎,71,-0.42,185,116.5,-39.06,5,自連賣
17	,5904.TW,寶雅,447.5,-0.33,243,418,11.4,5,自連賣
18	,6278.TW,台表科,92.4,-0.86,1062,128.5,-22.39,5,自連賣
