符合條件商品
資料日期：2022年  2月 21日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(02/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:29 符合檔數(11)
1	,2542.TW,興富發,40.35,-3.93,8630,48.15,0.62,19,自連賣
2	,1325.TW,恆大,27.7,5.32,6157,43.85,-31.89,8,自連賣
3	,2332.TW,友訊,15.6,0,3528,17.2,-7.58,8,自連賣
4	,2406.TW,國碩,18.8,-1.05,970,24.9,-24.5,8,自連賣
5	,2006.TW,東和鋼鐵,53.2,0.95,1881,70.1,-17.6,7,自連賣
6	,6278.TW,台表科,92.4,-0.86,1062,123.5,-19.25,7,自連賣
7	,3592.TW,瑞鼎,307.5,0,497,605,-41.39,6,自連賣
8	,6126.TW,信音,20.5,1.99,259,27.15,-19.26,6,自連賣
9	,6223.TW,旺矽,111.5,-3.46,3050,109.5,7.21,6,自連賣
10	,3028.TW,增你強,28.6,1.06,236,36,-11.12,5,自連賣
11	,6214.TW,精誠,70,-0.28,922,83.5,-10.2,5,自連賣
