符合條件商品
資料日期：2022年  6月 21日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(06/21),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:11 符合檔數(18)
1	,6223.TW,旺矽,111.5,-3.46,3050,94.3,24.5,9,自連賣
2	,2392.TW,正崴,36.85,-0.94,578,33.25,16.17,8,自連賣
3	,3023.TW,信邦,275.5,-0.18,232,258,9.45,8,自連賣
4	,6693.TW,廣閎科,62.8,-1.1,28,101.5,-36.5,8,自連賣
5	,5011.TW,久陽,25.35,1.6,496,28.2,-8.98,7,自連賣
6	,8299.TW,群聯,305,-0.81,792,321,2.61,7,自連賣
7	,2063.TW,世鎧,39.6,0.38,60,34.35,19.78,6,自連賣
8	,2206.TW,三陽工業,33.7,0.45,1845,35.15,-0.59,6,自連賣
9	,3016.TW,嘉晶,71.2,0.28,652,93.5,-22.7,6,自連賣
10	,3455.TW,由田,80.3,-0.25,313,78.2,9.19,6,自連賣
11	,4931.TW,新盛力,47.2,1.4,4475,40.05,17.85,6,自連賣
12	,6435.TW,大中,99,-0.3,127,152.5,-31.06,6,自連賣
13	,1710.TW,東聯,18.5,1.09,1345,19.3,-0.43,5,自連賣
14	,2006.TW,東和鋼鐵,53.2,0.95,1881,58.3,-8.75,5,自連賣
15	,5457.TW,宣德,49.5,-0.2,374,57,-8.69,5,自連賣
16	,6274.TW,台燿,52.5,1.16,910,61.4,-14.5,5,自連賣
17	,6684.TW,安格,45.4,-0.87,27,89.1,-40.3,5,自連賣
18	,8390.TW,金益鼎,36.8,-2.26,415,30.8,9.56,5,自連賣
