符合條件商品
資料日期：2022年  8月 30日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(08/30),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:01 符合檔數(21)
1	,3026.TW,禾伸堂,89.9,0,51,88.6,1.47,20,自連賣
2	,8039.TW,台虹,41,-0.61,92,40.9,0.24,20,自連賣
3	,2412.TW,中華電,112.5,-0.44,6521,122.5,-8.16,9,自連賣
4	,8121.TW,越峰,25.05,-1.38,169,31.4,-20.22,9,自連賣
5	,2614.TW,東森,23.3,1.75,3526,24.05,-3.12,8,自連賣
6	,3010.TW,華立,85.6,1.66,269,91.2,-6.14,8,自連賣
7	,3028.TW,增你強,28.6,1.06,236,29.95,-4.51,8,自連賣
8	,3293.TW,鈊象,425.5,-0.23,3602,379,12.27,8,自連賣
9	,6715.TW,嘉基,130,-2.26,387,142.5,-8.77,8,自連賣
10	,3209.TW,全科,35.5,-0.42,228,37.85,-6.21,7,自連賣
11	,3705.TW,永信,45.4,-0.77,5788,41.3,9.93,7,自連賣
12	,5371.TW,中光電,55,-0.36,3464,61.8,-11,7,自連賣
13	,1711.TW,永光,18.4,-1.08,779,20.9,-11.96,6,自連賣
14	,2383.TW,台光電,176.5,-0.84,2034,160,10.31,6,自連賣
15	,1737.TW,臺鹽,32.15,0,25,32.95,-2.43,5,自連賣
16	,2605.TW,新興,20.65,-3.5,6563,21.55,-4.18,5,自連賣
17	,3708.TW,上緯投控,94.6,-1.77,1112,102,-7.25,5,自連賣
18	,4720.TW,德淵,14.05,0.72,90,17.2,-18.31,5,自連賣
19	,6261.TW,久元,58,-0.51,75,65.2,-11.04,5,自連賣
20	,8086.TW,宏捷科,67.7,1.04,620,76.2,-11.15,5,自連賣
21	,8112.TW,至上,36.05,0.7,471,37.95,-5.01,5,自連賣
