符合條件商品
資料日期：2022年  3月  9日
策略,	10自營商5連賣
序號,	代碼,	商品,	成交,	漲幅%,	總量,	收盤價(03/09),	區間漲幅%,	連賣次數,	主融外自投
執行時間：2022-12-25 14:26 符合檔數(81)
1	,2542.TW,興富發,40.35,-3.93,8630,49.35,-1.82,20,自連賣
2	,2852.TW,第一保,15.8,0.32,77,14.35,19.25,12,自連賣
3	,4743.TW,合一,259.5,-1.14,14786,212,22.41,9,自連賣
4	,8110.TW,華東,11.6,-1.28,672,16.1,-27.23,9,自連賣
5	,8213.TW,志超,36.4,0,113,48.55,-15.95,9,自連賣
6	,9802.TW,鈺齊-KY,162,0.31,3063,106.5,56.13,9,自連賣
7	,2816.TW,旺旺保,15.85,-0.31,49,19.1,-11.8,8,自連賣
8	,1532.TW,勤美,28.45,-0.52,120,34.15,-10.48,7,自連賣
9	,2453.TW,凌群,25.45,0.79,70,24.55,11.67,7,自連賣
10	,3003.TW,健和興,70.4,0.28,187,82.6,-12.72,7,自連賣
11	,6581.TW,鋼聯,91.2,-0.76,47,86.7,10.14,7,自連賣
12	,6715.TW,嘉基,130,-2.26,387,100.5,30.88,7,自連賣
13	,8358.TW,金居,51.3,-0.58,1372,70.9,-20.42,7,自連賣
14	,2355.TW,敬鵬,28.95,-0.34,444,34.2,-13.86,6,自連賣
15	,2421.TW,建準,44.85,-2.82,1233,42.65,8.75,6,自連賣
16	,2449.TW,京元電子,36.4,-1.75,4505,41.85,-6.09,6,自連賣
17	,2457.TW,飛宏,41,-1.2,4773,42.65,-3.87,6,自連賣
18	,2476.TW,鉅祥,46.4,-0.96,356,54.9,-12.09,6,自連賣
19	,2535.TW,達欣工,29.7,0.17,102,33.95,-5.68,6,自連賣
20	,2539.TW,櫻花建,31.95,0,247,31,18.07,6,自連賣
21	,2883.TW,開發金,12.7,-0.78,8936,17.05,-19.87,6,自連賣
22	,3042.TW,晶技,83,0.73,539,96.9,-6.65,6,自連賣
23	,3515.TW,華擎,140.5,2.93,1979,206,-22.36,6,自連賣
24	,3529.TW,力旺,1350,1.12,770,1780,-23.23,6,自連賣
25	,5483.TW,中美晶,143.5,-1.37,3418,172.5,-14.14,6,自連賣
26	,6205.TW,詮欣,70.9,-0.7,430,82.7,-11.46,6,自連賣
27	,6223.TW,旺矽,111.5,-3.46,3050,98.5,19.19,6,自連賣
28	,6706.TW,惠特,89.3,1.59,265,184.5,-47.43,6,自連賣
29	,1229.TW,聯華,49.25,0.2,537,67,-20.65,5,自連賣
30	,1232.TW,大統益,141.5,-0.35,131,155.5,-5.53,5,自連賣
